,Location,Ranking on list,Price class numeric,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexicansk,Steakhouse
1206,"55.680023,12.590597",216.0,2,Restaurant Havfruen, 1051 ,False,False,True,False,False,False,False,False,False
1207,"55.670692,12.561213",215.0,2,Apropos - Cafe & Restaurant, 1700 ,False,False,False,False,True,False,False,False,False
1208,"55.674496,12.573097",212.0,2,Tivolihallen, ,False,False,False,False,False,False,False,False,False
1209,"55.685497,12.5523",211.0,2,Scarpetta, ,False,False,False,False,False,True,False,False,False
1210,"55.677715,12.574707",210.0,2,Cafe Sorgenfri, 1211 ,False,False,False,False,False,False,False,False,False
1211,"55.680466,12.588781",208.0,2,Heering Restaurant and Bistro, 1051 ,False,False,False,False,False,False,False,False,False
1212,"55.63971,12.577826",206.0,2,Restaurant BASALT, 2300 ,False,False,False,False,False,False,False,False,False
1213,"55.683224,12.569928",205.0,2,Musling Bistro, 1361 ,False,False,True,False,False,False,False,False,False
1214,"55.683353,12.58495",202.0,2,Pluto, ,False,False,False,False,False,False,False,False,False
1215,"55.684498,12.566181",201.0,2,Pintxos, 1366 ,False,False,False,False,False,False,False,False,False
1216,"55.689873,12.558576",200.0,2,Laundromat Cafe, ,False,False,False,False,True,False,False,False,False
1217,"55.683926,12.574471",199.0,2,Restaurant Brdr. Price, 1130 ,False,False,False,False,False,False,False,False,False
1218,"55.683907,12.587989",198.0,2,Madklubben Bistro De Luxe, 1264 ,False,False,False,False,False,False,False,False,False
1219,"55.675575,12.564882",197.0,2,Axelborg Bodega, 1609 ,False,False,False,False,False,False,False,False,False
1220,"55.679207,12.578871",196.0,2,Royal Smushi Cafe, 1160 ,False,False,False,False,True,False,False,False,False
1221,"55.672592,12.550527",195.0,2,FAMO, 1662 ,False,False,False,False,False,True,False,False,False
1222,"55.67403,12.56077",194.0,2,Retour Steak Vesterbro, 1614 ,False,False,False,False,False,False,False,False,True
1223,"55.67821,12.575178",191.0,2,Københavner Cafeen, 1209 ,False,False,False,False,False,False,False,False,False
1224,"55.683933,12.587433",188.0,2,Amadeus, ,False,False,False,False,False,False,False,False,False
1225,"55.67978,12.584883",187.0,2,Hviids Vinstue, 1050 ,False,False,False,False,False,False,False,False,False
1226,"55.690094,12.563903",184.0,2,Norrebro Bryghus, 2200 ,False,False,False,False,False,False,False,False,False
1227,"55.68079,12.582797",183.0,2,Restaurant l'Alsace, 1101 ,False,False,True,False,False,False,False,False,False
1228,"55.6727,12.552156",182.0,2,Spuntino, ,False,False,False,False,False,True,False,False,False
1229,"55.680134,12.574139",181.0,1,RizRaz, 1169 ,False,False,False,False,False,False,False,False,False
1230,"55.68454,12.587928",179.0,2,Ida Davidsen, 1264 ,False,False,False,False,False,False,False,False,False
1231,"55.68024,12.574541",178.0,2,Det lille Apotek, 1169 ,False,False,False,False,False,False,False,False,False
1232,"55.682655,12.586298",177.0,2,Restaurant Vita, ,False,False,False,False,False,False,False,False,False
1233,"55.682056,12.593678",176.0,3,SALT bar & restaurant, 1253 ,False,False,False,False,False,False,False,False,False
1234,"55.684814,12.566233",174.0,2,Ristorante La Rocca, 1363 ,False,False,False,False,False,True,False,False,False
1235,"55.6681,12.558965",173.0,2,Kodbyens Fiskebar, 1711 ,False,False,True,False,False,False,False,False,False
1236,"55.67253,12.584334",172.0,3,Restaurant no. 2, 1402 ,False,False,False,False,False,False,False,False,False
1237,"55.677876,12.580765",171.0,2,Gitte Kik, 1065 ,False,False,False,False,False,False,False,False,False
1238,"55.679462,12.592389",170.0,3,Restaurant HUMMER, 1051 ,False,False,True,False,False,False,False,False,False
1239,"55.680897,12.588319",168.0,2,Restaurant Zeleste, 1051 ,False,False,True,False,False,False,False,False,False
1240,"55.679688,12.584787",167.0,2,Skindbuksen, 1074 ,False,False,False,False,False,False,False,False,False
1241,"55.677864,12.595992",166.0,2,Restaurant Barr, 1401 ,False,False,False,False,False,False,False,False,False
1242,"55.68,12.574831",165.0,2,Mon Amour, 1159 ,False,False,False,False,False,False,False,False,False
1243,"55.68188,12.588588",162.0,3,MASH, 1260 ,False,False,False,False,False,False,False,False,True
1244,"55.677254,12.569583",161.0,2,BrewPub København, 1456 ,False,False,False,False,False,False,False,False,False
1245,"55.670723,12.558301",160.0,2,Neighbourhood, 1650 ,True,False,False,False,False,True,False,False,False
1246,"55.673992,12.591496",159.0,2,Cafe Wilder, 1408 ,False,False,False,False,True,False,False,False,False
1247,"55.678604,12.569211",157.0,2,Atlas bar, ,False,False,False,False,False,False,False,False,False
1248,"55.677055,12.57527",156.0,2,Riz Raz, 1208 ,False,False,False,False,False,False,False,False,False
1249,"55.687412,12.592747",155.0,2,Cafe Petersborg, 1260 ,False,False,False,False,False,False,False,False,False
1250,"55.684593,12.532107",154.0,1,Café Delfinen, 2000 ,False,False,False,False,False,False,False,False,False
1251,"55.681255,12.589156",154.0,2,The Union Kitchen, 1255 ,False,False,False,False,False,False,False,False,False
1252,"55.68181,12.582044",153.0,2,Retour Steak, 1101 ,False,False,False,False,False,False,False,False,True
1253,"55.68521,12.5288",150.0,2,Cafe Hyggestuen, 2000 ,False,False,False,False,False,False,False,False,False
1254,"55.687473,12.591379",150.0,3,Bistro Boheme, 1263 ,False,False,False,False,False,False,False,False,False
1255,"55.692802,12.551605",149.0,2,Oysters & Grill, 2200 ,False,False,True,False,False,False,False,False,False
1256,"55.68151,12.51796",148.0,99,Piccolino Pizzeria & Sandwichbar, 2000 ,True,False,False,False,False,False,False,False,False
1257,"55.669167,12.558619",147.0,2,Pate pate, 1716 ,False,False,False,False,False,False,False,False,False
1258,"55.676243,12.580428",143.0,3,Taarnet, 1218 ,False,False,False,False,False,False,False,False,False
1259,"55.675884,12.575304",137.0,2,Cafe Katz, 1220 ,False,False,False,False,True,False,False,False,False
1260,"55.67971,12.583878",136.0,2,Llama Restaurante & Bar, 1074 ,False,False,False,False,False,False,False,False,False
1261,"55.68081,12.54907",134.0,99,Bella Italia, 1879 ,False,False,False,False,False,False,False,False,False
1262,"55.68041,12.54844",132.0,99,Fisk & Faerdigt, 1879 ,False,False,False,False,False,False,False,False,False
1263,"55.68604,12.53966",129.0,99,Dark Waiter, 2000 ,False,False,False,False,False,False,False,False,False
1264,"55.67929,12.573746",124.0,2,Ristorante Italiano, 1171 ,True,False,False,False,False,True,False,False,False
1265,"55.67551,12.593101",122.0,3,Restaurant Kanalen, 1403 ,False,False,False,False,False,False,False,False,False
1266,"55.67893,12.50846",121.0,99,Mit Lille Kokken, 2000 ,False,False,False,False,False,False,False,False,False
1267,"55.67773,12.533355",117.0,99,Opera Cafe, 2000 ,False,False,False,False,False,True,False,False,False
1268,"55.6804,12.5483",115.0,99,Aroii Thai Takeaway, 1871 ,False,False,False,True,False,False,False,False,False
1269,"55.681465,12.533439",105.0,2,Classic Pizza Frederiksberg C, 2000 ,True,False,False,False,False,True,False,False,False
1270,"55.68332,12.52785",101.0,2,Bangkok, 2000 ,False,False,False,True,False,False,False,False,False
1271,"55.67517,12.54768",100.0,99,90'eren, ,False,False,False,False,False,False,False,False,False
1272,"55.673,12.549883",97.0,99,Viben Fiskehus, 1819 ,False,False,False,False,False,False,False,False,False
1273,"55.686523,12.532753",96.0,99,Det Rene Brød, 2000 ,False,False,False,False,False,False,False,False,False
1274,"55.6869,12.52111",90.0,2,Petit Pate, 2000 ,False,False,False,False,False,False,False,False,False
1275,"55.66896,12.55816",87.0,1,Wedofood, 1700 ,False,False,False,False,False,False,False,False,False
1276,"55.68195,12.51056",84.0,99,Bodenhoff, 2000 ,False,False,False,False,False,False,False,False,False
1277,"55.67711,12.53901",83.0,99,Izumi Frederiksberg, 1850 ,False,False,False,False,False,False,False,False,False
1278,"55.665604,12.543311",83.0,1,Ramen To Biiru, 1674 ,False,False,False,False,False,False,False,False,False
1279,"55.68599,12.53617",79.0,1,Wok King, 2000 ,False,False,False,False,False,False,False,False,False
1280,"55.676323,12.542506",75.0,3,MASH Frederiksberg, 1850 ,False,False,False,False,False,False,False,False,True
1281,"55.68159,12.53462",63.0,2,Jasmin Corner, 2000 ,False,False,False,True,False,False,False,False,False
1282,"55.68356,12.524359",61.0,2,Bartof, 2000 ,False,False,False,False,True,False,False,False,False
1283,"55.68175,12.53509",59.0,2,Restaurant India, 1950 ,False,False,False,False,False,False,True,False,False
1284,"55.67039,12.53549",57.0,2,Omakase, 1800 ,False,True,False,False,False,False,False,False,False
1285,"55.675423,12.554342",55.0,2,Nagoya, 1900 ,False,False,False,False,False,False,False,False,False
1286,"55.67904,12.53022",54.0,2,Genki sushi, 2000 ,False,True,False,False,False,False,False,False,False
1287,"55.67375,12.521137",51.0,3,Bistro Panpan, 2000 ,False,False,False,False,False,False,False,False,False
1288,"55.684254,12.52514",49.0,2,Lundgren V.I.P. Frederiksberg, 2000 ,False,False,False,False,False,True,False,False,False
1289,"55.67902,12.5112",44.0,2,Hos Trine og Christian, 2000 ,False,False,False,False,False,False,False,False,False
1290,"55.67982,12.548",43.0,2,Dinner Sushi, 1879 ,False,True,False,False,False,False,False,False,False
1291,"55.67439,12.55225",42.0,2,Restaurant Frokosten, 1850 ,False,False,False,False,False,False,False,False,False
1292,"55.68164,12.54928",41.0,3,Poco Picante, 1879 ,False,False,False,False,False,False,False,True,False
1293,"55.6786,12.53293",38.0,1,Rialto grill, 2000 ,False,False,False,False,False,False,False,False,False
1294,"55.67056,12.53126",37.0,2,Restaurant Pilekroen, 2000 ,False,False,False,False,False,False,False,False,False
1295,"55.667103,12.525375",31.0,2,Bjælkehuset, 2500 ,False,False,False,False,False,False,False,False,False
1296,"55.67837,12.532575",27.0,2,Restaurant Frksbrg, 2000 ,False,False,False,False,False,False,False,False,False
1297,"55.68537,12.538145",26.0,2,London Pub, 2000 ,False,False,False,False,False,False,False,False,False
1298,"55.681324,12.549269",24.0,2,Cafe Kitchenette, 1879 ,False,False,False,False,True,False,False,False,False
1299,"55.67328,12.549996",23.0,2,Granola, 1819 ,False,False,False,False,True,False,False,False,False
1300,"55.67094,12.531083",21.0,2,Krøgers Familiehave , 2000 ,False,False,False,False,False,False,False,False,False
1301,"55.67805,12.534747",20.0,2,Deligreco, 1850 ,False,False,False,False,False,False,False,False,False
1302,"55.68366,12.536819",19.0,2,Ristorante Fabio, 2000 ,False,False,False,False,False,True,False,False,False
1303,"55.67338,12.545139",16.0,2,La Fiesta Mexicana, 1820 ,False,False,False,False,False,False,False,True,False
1304,"55.672527,12.531405",13.0,2,Hansens Gamle Familiehave, 2000 ,False,False,False,False,False,False,False,False,False
1305,"55.680454,12.530861",12.0,2,Halifax Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
1306,"55.679283,12.525986",9.0,2,Sokkelund Cafe & Brasserie, 2000 ,False,False,False,False,True,False,False,False,True
1307,"55.67465,12.56566",,99,Kaktus, 1630 ,False,False,False,False,False,False,False,False,False
1308,"55.67412,12.55115",,99,Rouge Oysters, 1610 ,False,False,False,False,False,False,False,False,False
1309,"55.712723,12.577856",2111.0,2,Salonen, 2100 ,False,False,False,False,False,False,False,False,False
1310,"55.672523,12.556921",2076.0,2,Mint By India Royale, 1620 ,False,False,False,False,False,False,True,False,False
1311,"55.672714,12.489362",2001.0,2,Café Danasia, 2500 ,False,False,False,False,False,False,False,False,False
1312,"55.67904,12.57606",1819.0,99,Marrakesh Kitchen, ,False,False,False,False,False,False,False,False,False
1313,"55.68062,12.58873",1781.0,99,The Bar, 1051 ,False,False,False,False,False,False,False,False,False
1314,"55.713017,12.568762",1698.0,99,La Cipa Pizzaria, 2100 ,False,False,False,False,False,False,False,False,False
1315,"55.696842,12.551222",1663.0,99,Smeralda Copenhagen, 2200 ,False,False,False,False,False,True,False,False,False
1316,"55.68214,12.569",1655.0,99,Yan Yan Restaurant, 1361 ,False,False,False,False,False,False,False,False,False
1317,"55.65643,12.6093",1654.0,99,Ninja Tapas, ,False,True,False,False,False,False,False,False,False
1318,"55.67085,12.5591",1648.0,99,Pizza Central, 1650 ,False,False,False,False,False,False,False,False,False
1319,"55.67899,12.584465",1646.0,99,Riccos Kaffebar Magasin du Nord, ,False,False,False,False,False,False,False,False,False
1320,"55.66897,12.55816",1641.0,99,Rebel Food, 1700 ,False,False,False,False,False,False,False,False,False
1321,"55.68437,12.56379",1640.0,99,Il Tagliere, 1370 ,False,False,False,False,False,True,False,False,False
1322,"55.65099,12.53642",1635.0,99,Cafe Engholmen, 2450 ,False,False,False,False,False,False,False,False,False
1323,"55.67972,12.59213",1625.0,99,Donna Wood, 1051 ,False,False,False,False,False,False,False,False,False
1324,"55.67514,12.55942",1620.0,99,Restaurant Napa, 1601 ,False,False,False,False,False,False,False,False,False
1325,"55.69631,12.57175",1618.0,99,Pizzaria Cavallino, 2100 ,False,False,False,False,False,False,False,False,False
1326,"55.69957,12.578318",1616.0,1,Mokkariet - Odensegade, 2100 ,False,False,False,False,False,False,False,False,False
1327,"55.64681,12.529623",1615.0,99,Karens Minde Kulturhus, ,False,False,False,False,False,False,False,False,False
1328,"55.66565,12.5978",1614.0,99,Poonchai Thai Restaurant, 2300 ,False,False,False,False,False,False,False,False,False
1329,"55.68783,12.54636",1605.0,99,Café Gæst, 2200 ,False,False,False,False,False,False,False,False,False
1330,"55.681324,12.583271",1604.0,2,Grabs Deli, 1107 ,False,False,False,False,False,False,False,False,False
1331,"55.68715,12.53009",1603.0,99,Gastronomia Candido, ,False,False,False,False,False,True,False,False,False
1332,"55.70128,12.58097",1597.0,99,Lagkagehuset, 2100 ,False,False,False,False,False,False,False,False,False
1333,"55.68629,12.53463",1596.0,99,Fitnesso, 2000 ,False,False,False,False,False,False,False,False,False
1334,"55.683647,12.565475",1595.0,99,Kabys, 1366 ,False,False,False,False,False,False,False,False,False
1335,"55.674,12.57236",1587.0,99,Her Er Ro Pub, ,False,False,False,False,False,False,False,False,False
1336,"55.49373,11.17681",1578.0,99,Restaurant Skipperkroen, ,False,False,False,False,False,False,False,False,False
1337,"55.68947,12.56005",1576.0,1,Phago, 2200 ,False,False,False,False,False,False,False,False,False
1338,"55.68323,12.57393",1574.0,2,Baguette Company, 1130 ,True,False,False,False,False,True,False,False,False
1339,"55.67148,12.546287",1564.0,1,Us Sandwich APS, 1620 ,False,False,False,False,False,False,False,False,False
1340,"55.66713,12.54901",1563.0,99,D.D. Thai Take Away, 1665 ,False,False,False,False,False,False,False,False,False
1341,"55.68484,12.571856",1553.0,1,Kaffe K, 1123 ,False,False,False,False,True,False,False,False,False
1342,"55.68348,12.5872",1548.0,99,Ostehjornet, ,False,False,False,False,False,False,False,False,False
1343,"55.66648,12.55302",1545.0,99,Rbabarrab Ølbar, 1720 ,False,False,False,False,False,False,False,False,False
1344,"55.67934,12.533799",1535.0,99,Det Grønne Køkken, 2000 ,False,False,False,False,False,False,False,False,False
1345,"55.6827,12.56396",1532.0,99,Madore, 1366 ,False,False,False,False,False,False,False,False,False
1346,"55.66673,12.549067",1530.0,99,Klai's, ,False,False,False,False,False,False,False,False,False
1347,"55.70813,12.57705",1528.0,99,Scamorza, 2100 ,False,False,False,False,False,True,False,False,False
1348,"55.68132,12.58331",1524.0,2,Grabz, 1107 ,False,False,False,False,False,False,False,False,False
1349,"55.6816,12.58427",1518.0,99,Aloha, 1123 ,False,False,False,False,False,False,False,False,False
1350,"55.66761,12.57896",1510.0,99,Basal, 2300 ,False,False,False,False,False,False,False,False,False
1351,"55.67945,12.580216",1507.0,99,MyPoké, 1001 ,False,False,False,False,False,False,False,False,False
1352,"55.68641,12.58769",1505.0,99,Borgerkroen, 1300 ,False,False,False,False,False,False,False,False,False
1353,"55.67502,12.580593",1502.0,99,Bryghus, ,False,False,False,False,False,False,False,False,False
1354,"55.67194,12.556425",1498.0,99,Restaurant Le Basilic., 1656 V ,False,False,False,False,False,False,False,False,False
1355,"55.69329,12.55528",1497.0,2,Paloma Vermut Cafe, 2200 ,False,False,False,False,True,False,False,False,False
1356,"55.66637,12.58009",1493.0,99,Alimentari, 2300 ,False,False,False,False,True,True,False,False,False
1357,"55.69373,12.55472",1486.0,1,Cravings - Cupcakes & Kager, 2200 ,False,False,False,False,True,False,False,False,False
1358,"55.68909,12.55985",1485.0,99,VeVe Bistro, 2200 ,False,False,False,False,False,False,False,False,False
1359,"55.67007,12.560492",1482.0,99,Hverdagen, 1700 ,False,False,False,False,False,False,False,False,False
1360,"55.684723,12.583607",1480.0,2,Peryton, 1302 ,False,False,False,False,False,False,False,False,False
1361,"55.68578,12.55199",1477.0,1,Bello e Buono, 2200 ,True,False,False,False,False,True,False,False,False
1362,"55.666126,12.597341",1476.0,99,Shamyat Halawiyat, 2300 ,False,False,False,False,True,False,False,False,False
1363,"55.72609,12.57855",1473.0,99,Paleo Waterfront Shopping, ,False,False,False,False,False,False,False,False,False
1364,"55.68223,12.56178",1469.0,99,Cafe Antique, 1370 ,False,False,False,False,False,False,False,False,False
1365,"55.68997,12.57345",1468.0,99,Quattro Stagioni, ,False,False,False,False,False,False,False,False,False
1366,"55.67033,12.54028",1464.0,99,Musik-conditoriet, ,False,False,False,False,True,False,False,False,False
1367,"55.70187,12.5777",1458.0,99,Kulinaris, ,False,False,False,False,False,False,False,False,False
1368,"55.69306,12.610051",1456.0,2,Lima by Mercedes, 1432 ,False,False,True,False,False,False,False,False,False
1369,"55.683407,12.582965",1453.0,99,Parc Ferme, 1304 ,False,False,False,False,False,False,False,False,False
1370,"55.68359,12.58762",1450.0,99,Kaelder 12, ,False,False,False,False,False,False,False,False,False
1371,"55.689743,12.574204",1449.0,2,Cafe Noura Antik, 1307 ,False,False,False,False,False,True,False,False,False
1372,"55.6795,12.59776",1446.0,2,The Spoon Company, 1436 ,False,False,False,False,False,False,False,False,False
1373,"55.693886,12.49341",1445.0,99,Restaurant India Vanlose, 2720 ,False,False,False,False,False,False,True,False,False
1374,"55.673576,12.566107",1444.0,99,Nimb Vinotek, 1577 ,False,False,False,False,False,False,False,False,False
1375,"55.671402,12.54444",1443.0,2,Kimchi, 1620 ,False,False,False,False,False,False,False,False,False
1376,"55.66394,12.580012",1439.0,99,Islands Brygge Wok, 2300 ,False,False,False,True,False,False,False,False,False
1377,"55.66063,12.632699",1437.0,99,Sticks ’n' Sushi, 2300 ,False,False,False,False,False,False,False,False,False
1378,"55.68867,12.55896",1435.0,99,Take'n Eat, 2200 ,False,False,False,False,False,False,False,False,False
1379,"55.68868,12.56233",1432.0,99,San Marzano, 2200 ,True,False,False,False,False,True,False,False,False
1380,"55.683674,12.56975",1429.0,1,Uganic, 1360 ,False,False,False,False,False,False,False,False,False
1381,"55.70019,12.57839",1427.0,99,Respect by Plant Power Food, 2100 ,False,False,False,False,True,False,False,False,False
1382,"55.68866,12.55827",1419.0,99,Koshari-Egyptisk Vegetarisk Street Food, 2200 ,False,False,False,False,False,False,False,False,False
1383,"55.680077,12.577937",1416.0,99,Royal bagel, 1151 ,False,False,False,False,False,False,False,False,False
1384,"55.643887,12.615295",1410.0,2,Mit Konditori, 2300 ,False,False,False,False,False,False,False,False,False
1385,"55.632122,12.579871",1409.0,2,Foodcorner, 2300 ,True,False,False,False,False,True,False,False,False
1386,"55.68043,12.562826",1406.0,2,Italian Trattoria and wine bar -The Food Collective, 1369 ,False,False,False,False,False,True,False,False,False
1387,"55.668743,12.557173",1405.0,99,Le Kaff, 1700 ,False,False,False,False,False,False,False,False,False
1388,"55.672165,12.56196",1404.0,2,Café Du Nord, 1652 ,False,False,False,False,False,False,False,False,False
1389,"55.67373,12.55652",1401.0,99,Altanen, 1610 ,False,False,False,False,False,False,False,False,False
1390,"55.679302,12.579912",1399.0,2,Rio Temakeria, 1001 ,False,False,True,False,False,False,False,False,False
1391,"55.67502,12.580593",1395.0,1,Café Georg, ,False,False,False,False,False,False,False,False,False
1392,"55.67837,12.59893",1392.0,99,Den Plettede Gris, ,False,False,False,False,False,False,False,False,False
1393,"55.6866,12.58947",1390.0,1,Hansens Ice Cream Copenhagen, 1264 ,False,False,False,False,True,False,False,False,False
1394,"55.69616,12.58039",1376.0,2,Spaghetti Martelli, 2100 ,False,False,False,False,False,True,False,False,False
1395,"55.67215,12.56117",1372.0,2,Restaurant stigs vinkaelder, 1550 ,False,False,False,False,False,False,False,False,False
1396,"55.66889,12.560781",1365.0,1,Kødbyens Høker, 1715 ,False,False,False,False,False,False,False,False,False
1397,"55.699287,12.553579",1360.0,99,Kaffekilden, 2200 ,False,False,False,False,False,False,False,False,False
1398,"55.68185,12.57974",1356.0,99,Kjær Sommerfeldt, 1117 ,False,False,False,False,False,False,False,False,False
1399,"55.6477,12.29916",1351.0,99,Viadukt Café & Restaurant, 2630 ,False,False,False,False,False,False,False,False,False
1400,"55.69448,12.57039",1350.0,99,La Vita Pizza Ristorante, 2100 ,False,False,False,False,False,False,False,False,False
1401,"55.66736,12.597451",1345.0,99,Rooty, 2300 ,False,False,False,False,True,False,False,False,False
1402,"55.65243,12.53874",1343.0,99,Rumbles, 2450 ,False,False,False,False,False,False,False,False,False
1403,"55.67059,12.54223",1341.0,2,Columbia Cophagen, 1620 ,False,False,False,False,False,False,False,False,False
1404,"55.67449,12.55835",1336.0,99,Kerne Pavillonen, 1610 ,False,False,False,False,False,False,False,False,False
1405,"55.683983,12.573442",1333.0,99,Y's café and cocktail, 1358 ,False,False,False,False,True,False,False,False,False
1406,"55.671047,12.546819",1330.0,99,Schwein und Bier, ,False,False,False,False,False,False,False,False,False
1407,"55.67812,12.58807",1329.0,2,Teatro del Gusto, 1057 ,False,False,False,False,False,False,False,False,False
1408,"55.67821,12.58235",1328.0,1,Sankt Nikolai, ,False,False,False,False,False,False,False,False,False
1409,"55.69118,12.57617",1327.0,1,Pizzeria Trattoria Vecchia Milano, ,False,False,False,False,False,True,False,False,False
1410,"55.63079,12.60115",1326.0,1,Oksen Bodega, 2770 ,False,False,False,False,False,False,False,False,False
1411,"55.66496,12.59838",1324.0,99,Kaffebaren Pa Amager, 2300 ,False,False,False,False,False,False,False,False,False
1412,"55.6731,12.59044",1314.0,99,Vandkunsten Sandwich Torvegade, 1400 ,False,False,False,False,False,False,False,False,False
1413,"55.68235,12.57277",1295.0,99,Tvermoesgaard Restaurant and Bar, 1174 ,False,False,False,False,False,False,False,False,False
1414,"55.68247,12.57153",1292.0,99,Nørreport Bodega, 1358 ,False,False,False,False,False,False,False,False,False
1415,"55.65569,12.60399",1288.0,1,Den Lykkelige Familie, 2300 ,False,False,False,False,False,False,False,False,False
1416,"55.7129,12.56848",1287.0,99,Indish, 2100 ,False,False,False,False,False,False,False,False,False
1417,"55.70111,12.57772",1282.0,99,Durum Bar Øst, 2100 ,False,False,False,False,False,False,False,False,False
1418,"55.67696,12.57389",1276.0,99,Espresso Huset, 1466 ,False,False,False,False,False,False,False,False,False
1419,"55.68756,12.54708",1275.0,2,Kolsters, 2200 ,False,False,False,False,False,False,False,False,False
1420,"55.6781,12.58244",1272.0,2,Café Nick, ,False,False,False,False,False,False,False,False,False
1421,"55.690105,12.599596",1270.0,2,"Løgismose Vin, Mad & Delikatesser", 1259 ,False,False,False,False,False,True,False,False,False
1422,"55.71399,12.53504",1269.0,99,Cantinos, 2400 ,True,False,False,False,False,False,False,False,False
1423,"55.67879,12.57443",1265.0,1,Jack's hole in a wall, 1162 ,False,False,False,False,False,True,False,False,False
1424,"55.69763,12.58512",1262.0,99,Meyers Bageri, 2100 ,False,False,False,False,False,False,False,False,False
1425,"55.68636,12.550632",1258.0,3,Glou Glou, 2200 ,False,False,False,False,False,False,False,False,False
1426,"55.71308,12.57328",1257.0,99,Kolonial Pizza, 2100 ,False,False,False,False,False,False,False,False,False
1427,"55.67627,12.57426",1245.0,2,Wok'N'Roll, 1467 ,False,False,False,False,False,False,False,False,False
1428,"55.66302,12.60156",1243.0,1,Kebabland II, 2300 ,False,False,False,False,False,False,False,False,False
1429,"55.66705,12.54788",1242.0,99,Cafe Snork, ,False,False,False,False,False,False,False,False,False
1430,"55.66392,12.536281",1239.0,1,Kaffekilden I Carlsberg Byen, 1799 ,False,False,False,False,False,False,False,False,False
1431,"55.67893,12.56874",1238.0,99,Bear Slice, 1454 ,False,False,False,False,False,False,False,False,False
1432,"55.681644,12.574994",1232.0,2,Paradis Købmagergade, 1150 ,False,False,False,False,False,False,False,False,False
1433,"55.68007,12.5908",1230.0,99,Restaurant Nyhavn 41, 1051 ,False,False,False,False,False,False,False,False,False
1434,"55.68945,12.555403",1229.0,1,Café Griffens, 2200 ,False,False,False,False,False,False,False,False,False
1435,"55.71311,12.57376",1228.0,99,Kinesisk Restaurant Yuan Hong, 2100 ,False,False,False,False,False,False,False,False,False
1436,"55.693813,12.60811",1227.0,99,Dhaba Reffen, ,False,False,False,False,False,False,True,False,False
1437,"55.68235,12.55005",1221.0,2,Southern Sushi, ,False,False,False,False,False,False,False,False,False
1438,"55.66887,12.54893",1210.0,1,Mood Food, ,False,False,False,False,False,False,False,False,False
1439,"55.64844,12.53251",1206.0,99,Rallys, 2450 ,False,False,False,False,False,False,False,False,False
1440,"55.66415,12.54262",1193.0,99,Ambassadeur, 1674 ,False,False,False,False,False,False,False,False,False
1441,"55.638428,12.583696",1187.0,1,Monellies, ,False,False,False,False,True,False,False,False,False
1442,"55.678764,12.593043",1186.0,99,The Tipsy Mermaid, 1058 ,False,False,False,False,False,False,False,False,False
1443,"55.69829,12.5431",1182.0,1,CASA MIA, 2200 ,False,False,False,False,False,True,False,False,False
1444,"55.69203,12.54508",1181.0,99,The Sixteen Twelve, 2200 ,False,False,False,False,True,False,False,False,False
1445,"55.70313,12.58619",1174.0,99,Il Gusto Giusto, 2100 ,True,False,False,False,False,True,False,False,False
1446,"55.68623,12.5834",1169.0,99,Kongens Hytte, 1307 ,False,False,False,False,False,False,False,False,False
1447,"55.68447,12.56799",1167.0,1,Pizzeria Massimo, 1364 ,True,False,False,False,False,True,False,False,False
1448,"55.670437,12.556932",1158.0,99,The Noodle Box, 1650 ,False,False,False,False,False,False,False,False,False
1449,"55.670704,12.54429",1153.0,2,FORSYNINGEN - Mad & Drikke, 1751 ,False,False,False,False,False,False,False,False,False
1450,"55.67392,12.56484",1143.0,99,Angelini, 1577 ,True,False,False,False,False,True,False,False,True
1451,"55.68279,12.55659",1141.0,1,Govindas, 1635 ,False,False,False,False,False,False,False,False,False
1452,"55.682495,12.580456",1138.0,99,Tryk Bar ApS, ,False,False,False,False,False,False,False,False,False
1453,"55.682384,12.572447",1137.0,2,Cafe North & Indian Cuisine, 1174 ,False,False,False,False,True,False,True,False,False
1454,"55.68223,12.58476",1132.0,2,Two Monkeys, 1123 ,False,False,False,False,False,False,False,False,False
1455,"55.683113,12.586829",1124.0,2,LETZ SUSHI STORE KONGENSGADE, 1264 ,False,True,True,False,False,False,False,False,False
1456,"55.66943,12.53976",1120.0,99,Taj Diner, 1620 ,False,False,False,False,False,False,False,False,False
1457,"55.68134,12.56421",1120.0,2,Cafe Globen, ,True,False,False,False,False,False,False,False,False
1458,"55.68615,12.55806",1115.0,2,Plads’N, 2200 ,True,False,False,False,False,False,False,False,False
1459,"55.681114,12.589114",1110.0,2,Winterspring, 1255 ,False,False,False,False,False,False,False,False,False
1460,"55.70183,12.55006",1109.0,1,Alanya Kebab, 2200 ,False,False,False,False,False,True,False,False,False
1461,"55.66605,12.59767",1108.0,2,Boulevarden, 2300 ,False,False,False,False,False,False,False,False,False
1462,"55.669937,12.555463",1104.0,99,Petrol Cafe, 1650 ,False,False,False,False,True,False,False,False,False
1463,"55.67979,12.57139",1104.0,1,Café Nutid, 1453 ,False,False,False,False,True,False,False,False,False
1464,"55.68371,12.577405",1102.0,2,Weltkuglen, 1123 ,False,False,False,False,False,False,False,False,False
