,Location,Ranking on list,Price class numeric,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexicansk,Steakhouse
0,"55.65107,12.50931",2148.0,99,Burger King, 2450 ,False,False,False,False,False,False,False,False,False
1,"55.67788,12.591933",2146.0,99,Almanac, ,False,False,False,False,False,False,False,False,False
2,"55.6679,12.54941",2143.0,2,Star Midnight Kebab-Grill, ,False,False,False,False,False,False,False,False,False
3,"55.67502,12.580593",2137.0,99,Sunset Boulevard, 1570 ,False,False,False,False,False,False,False,False,False
4,"55.72732,12.524776",2104.0,2,Dwaraka Indisk Restaurant, 2860 ,False,False,False,False,False,False,True,False,False
5,"55.66268,12.56187",2103.0,99,McDonald's, 1560 ,False,False,False,False,False,False,False,False,False
6,"55.68939,12.55704",2100.0,99,Præg Kaffebar, 2200 ,False,False,False,False,True,False,False,False,False
7,"55.63103,12.57589",2099.0,99,Cafe Wok, 2300 ,False,False,False,False,False,False,False,False,False
8,"55.458576,12.183993",2090.0,99,Kujaku, 1165 ,False,True,False,False,False,False,False,False,False
9,"55.66731,12.55365",2085.0,99,Gastronomia Italiana Dieci, 1720 ,False,False,False,False,False,False,False,False,False
10,"55.67465,12.56565",2070.0,99,Restaurant Balkonen, 1500 ,False,False,False,False,False,False,False,False,False
11,"55.65197,12.63984",2053.0,99,Carisma ApS, ,False,False,False,False,False,False,False,False,False
12,"55.67854,12.5755",2179.0,1,Dan Dan Restaurant, ,False,False,False,False,False,False,False,False,False
13,"55.63226,12.5723",2172.0,99,Yam Yam, ,False,False,False,False,False,False,False,False,False
14,"55.65898,12.60988",2159.0,99,Krunch, 2300 ,False,False,False,False,False,False,False,False,False
15,"55.67945,12.580216",2141.0,2,Yoburger, 1100 ,False,False,False,False,False,False,False,False,False
16,"55.70468,12.57768",2131.0,99,McDonald's, 2100 ,False,False,False,False,False,False,False,False,False
17,"55.678505,12.575671",2120.0,2,Copenhagen Asian Food, 1161 ,False,False,False,False,False,False,False,False,False
18,"55.65042,12.52806",2115.0,2,La Coruna Pizza, 2450 ,True,False,False,False,False,False,False,False,False
19,"55.64461,12.61483",2107.0,99,Cafe Restaurant Hollywood, 2100 ,False,False,False,False,False,False,False,False,False
20,"55.72161,12.5297",2097.0,99,Cafe Q, 2400 ,False,False,False,False,False,False,False,False,False
21,"55.674896,12.533771",182.0,1,Kokken & Karry, 1820 ,False,False,False,False,False,False,True,False,False
22,"55.67772,12.572994",2180.0,2,Cafe Sari, 1450 ,False,False,False,False,True,False,False,False,False
23,"55.68049,12.588333",2178.0,2,Hong Kong Restaurant, ,False,False,False,False,False,False,False,False,False
24,"55.67645,12.569685",2175.0,1,"KFC, Rådhuspladsen", ,False,False,False,False,False,False,False,False,False
25,"55.70091,12.56682",2171.0,99,Cafe-Pavillonen, 2100 ,False,False,False,False,False,False,False,False,False
26,"55.670574,12.560301",2170.0,2,Tapas Revolution, 1700 ,False,False,False,False,False,False,False,False,False
27,"55.630043,12.577994",2169.0,2,Sushibar Fields, 2300 ,False,True,False,False,False,False,False,False,False
28,"55.683167,12.572968",2168.0,99,Burger King Frederiksborggade, 1360 ,False,False,False,False,False,False,False,False,False
29,"55.6728,12.5519",2164.0,2,Ammessi, 1620 ,True,False,False,False,False,True,False,False,False
30,"55.70619,12.5775",2163.0,2,Hereford Steak House & Cafe New York, 2100 ,False,False,False,False,False,False,False,False,True
31,"55.67854,12.5755",2156.0,2,Constellation Burger, 1161 ,False,True,False,False,False,False,False,False,False
32,"55.69068,12.48772",2153.0,2,Den Sorte Gryde, 2720 ,False,False,False,False,False,False,False,False,False
33,"55.706856,12.597767",2152.0,1,Original Coffee Nordhavn, 2150 ,False,False,False,False,False,False,False,False,False
34,"55.6613,12.62253",2151.0,99,Grill 110 & Sandwich, 2300 ,False,False,False,False,False,False,False,False,False
35,"55.681892,12.574772",2142.0,1,China, ,False,False,False,False,False,False,False,False,False
36,"55.70599,12.57588",2139.0,99,Café A, 2100 ,False,False,False,False,False,False,False,False,False
37,"55.70414,12.52712",2135.0,99,Den sorte gryde, ,False,False,False,False,False,False,False,False,False
38,"55.67915,12.57413",2114.0,99,Joe & The Juice, 1159 ,False,False,False,False,False,False,False,False,False
39,"55.630337,12.577518",2109.0,99,Bagel Factory, 2300 ,False,False,False,False,False,False,False,False,False
40,"55.70938,12.578384",2079.0,99,Punjabi, ,False,False,False,False,False,False,True,False,False
41,"55.67673,12.564919",2046.0,99,Cocolo, 1154 ,False,True,True,False,False,False,False,False,False
42,"55.65184,12.53805",2040.0,2,Palermo Pizza, 2450 ,True,False,False,False,False,False,False,False,False
43,"55.68833,12.55911",2030.0,99,Chuck & Cherry, 2200 ,False,False,False,False,False,False,False,False,False
44,"55.67174,12.52256",183.0,1,Restaurant Provianten, 2000 ,False,False,False,False,False,False,False,False,False
45,"55.68425,12.5241",181.0,1,The Taco Shop, 2000 ,False,False,False,False,False,False,False,True,False
46,"55.68432,12.50371",180.0,99,Flintholm Sushi - Running Sushi Og Take Away, 2000 ,False,True,False,False,False,False,False,False,False
47,"55.67436,12.54965",177.0,99,Montgomerycph, 1619 ,False,False,False,False,False,False,False,False,False
48,"55.67873,12.50191",174.0,99,Thaiboksen, 2000 ,False,False,False,False,False,False,False,False,False
49,"55.68638,12.53446",172.0,99,The Potato Factory, 2000 ,False,False,False,False,False,False,False,False,False
50,"55.69413,12.53366",166.0,99,Kashmir, 2000 ,False,False,False,False,False,False,True,False,False
51,"55.678158,12.572339",2166.0,2,City Kroen, 1457 ,False,False,False,False,False,False,False,False,False
52,"55.67502,12.580593",2165.0,2,Nachos Mexican Restaurant, ,False,False,False,False,False,False,False,True,False
53,"55.628696,12.645512",2162.0,2,Aviator Lounge, 2770 ,False,False,False,False,False,False,False,False,False
54,"55.66423,12.518",2158.0,1,Big bowl, ,False,False,False,False,False,False,False,False,False
55,"55.67896,12.580618",2157.0,2,America's Grill, 1067 ,False,False,False,False,False,False,False,False,False
56,"55.67958,12.58358",2155.0,2,Restaurant Parnas, ,False,False,False,False,False,False,False,False,False
57,"55.67952,12.59289",2150.0,2,HC Andersens Cafe, 1051 ,False,False,False,False,False,False,False,False,False
58,"55.678528,12.572313",2149.0,1,Scandi Cafe, 1457 ,False,False,False,False,True,False,False,False,False
59,"55.630028,12.577962",2147.0,2,Bøfhus, 2300 ,False,False,False,False,False,False,False,False,True
60,"55.67862,12.582498",2145.0,2,Ristorante Santoni, ,False,False,False,False,False,True,False,False,False
61,"55.62942,12.63948",2138.0,2,Foodmarket - Terminal 2, 2770 ,False,False,False,False,False,False,False,False,False
62,"55.705036,12.576987",2136.0,2,Kafe Kapers, 2100 ,False,False,False,False,True,False,False,False,False
63,"55.67854,12.5755",2132.0,1,Cph Asian Food, 1161 ,False,False,False,False,False,False,False,False,False
64,"55.658333,12.608611",2126.0,2,Cafe Cornelius, ,False,False,False,False,True,False,False,False,False
65,"55.67694,12.570332",2125.0,1,Restaurant Beijing, 1459 ,False,False,False,False,False,False,False,False,False
66,"55.66273,12.56147",2124.0,2,Gorm's Fisketorvet, 1560 ,False,False,False,False,False,False,False,False,False
67,"55.67166,12.5466",2123.0,1,Khorn Vesterbro, 1620 ,False,False,False,False,False,False,False,False,False
68,"55.67584,12.564027",2122.0,2,Cafe Emma, 1609 ,False,False,False,False,True,False,False,False,False
69,"55.67353,12.56497",2121.0,1,Upper Crust, 1570 ,False,False,False,False,False,False,False,False,False
70,"55.67841,12.56275",2119.0,2,Richmond Hotel Restaurant, 1606 ,False,False,False,False,False,False,False,False,False
71,"55.680073,12.590013",2118.0,2,Restaurant Sunnyside, 1053 ,False,False,False,False,False,True,False,False,False
72,"55.67869,12.57579",2117.0,2,The Viking House, ,False,False,False,False,False,False,False,False,False
73,"55.67926,12.58069",2116.0,2,Copenhagen Diner 'n' Steak, 1100 ,False,False,False,False,True,False,False,False,False
74,"55.673805,12.565809",2113.0,2,Kung Fu Street Food Tivoli Food Hall, 1577 ,False,False,False,False,False,False,False,False,False
75,"55.66802,12.59724",2110.0,99,Go Away, ,False,False,False,False,False,False,False,False,False
76,"55.67496,12.56645",2106.0,99,Nachos Vesterbrogade, 1620 ,False,False,False,False,False,False,False,False,False
77,"55.67711,12.57562",2105.0,2,Restaurant OASI'D ITALIA, 1208 ,False,False,False,False,False,True,False,False,False
78,"55.70475,12.57425",2101.0,2,Café Stafetten, 2100 ,False,False,False,False,False,False,False,False,False
79,"55.68583,12.584794",2098.0,2,Pizzeria Leo - Sølvgade, 1307 ,True,False,False,False,False,True,False,False,False
80,"55.65261,12.51846",2096.0,99,Asian Palace, 2500 ,False,False,False,False,False,False,False,False,False
81,"55.75864,12.41629",2094.0,99,Cafe´Clouseau, ,False,False,False,False,False,False,False,False,False
82,"55.629982,12.577989",2094.0,2,The American Restaurant & Diner, 2300 ,False,False,False,False,False,False,False,False,False
83,"54.76177,11.83242",2092.0,2,Blox Eats, 1473 ,False,False,False,False,True,False,False,False,False
84,"55.63019,12.578481",2092.0,2,MammaMia, 2300 ,False,False,False,False,False,False,False,False,False
85,"55.67465,12.56565",2091.0,3,Cafe Ultimo, 1620 ,True,False,False,False,False,True,False,False,False
86,"55.7018,12.53285",2089.0,1,Medina, 2400 ,False,False,False,False,False,False,False,False,False
87,"55.67641,12.56968",2088.0,1,Kentucky Fried Chicken, 1550 Kbh V ,False,False,False,False,False,False,False,False,False
88,"55.681507,12.581597",2087.0,2,Café Dan Turell, 1110 ,False,False,False,False,True,False,False,False,False
89,"55.64749,12.635052",2085.0,1,Pizzaport Femøren, 2300 ,True,False,False,False,False,True,False,False,False
90,"55.699512,12.576757",2084.0,1,VACA - Mexican Finger Food, 2100 ,False,False,False,False,False,False,False,True,False
91,"55.66234,12.632589",2083.0,3,Indian Ocean, 2300 ,False,False,False,False,False,False,False,False,False
92,"55.68994,12.55884",2082.0,99,Thai2You, ,False,False,False,True,False,False,False,False,False
93,"55.68431,12.5695",2081.0,1,Dāna, 1360 ,False,False,False,False,False,False,True,False,False
94,"55.67727,12.57593",2078.0,3,Kaelderen 13, 1208 ,False,False,False,False,False,True,False,False,False
95,"55.703163,12.577758",2074.0,2,PS Bar, 2100 ,False,False,False,False,True,False,False,False,False
96,"55.67197,12.55603",2066.0,2,Lazio Italiano, ,True,False,False,False,False,True,False,False,False
97,"55.68056,12.5791",2064.0,2,Mat 99, 1114 ,False,False,False,False,False,False,False,False,False
98,"55.66273,12.56147",2060.0,99,Chinos, 1560 ,False,False,False,False,False,False,False,False,False
99,"55.67502,12.580593",2058.0,99,Den skaldede Kok, ,False,False,False,False,False,False,False,False,False
100,"55.67942,12.598272",2054.0,2,Fisch-Art, 1436 ,False,False,False,False,False,False,False,False,False
101,"55.67851,12.5744",2052.0,1,Restaurant New Ankara, ,False,False,False,False,False,False,False,False,False
102,"55.684563,12.571431",2045.0,1,Bobuska, 1361 ,False,False,False,False,True,False,False,False,False
103,"55.67496,12.56645",2042.0,99,Nachos, 1620 ,False,False,False,False,False,False,False,False,False
104,"55.68187,12.55914",2041.0,99,Restaurant Babylon, 1369 ,False,False,False,False,False,False,False,False,False
105,"55.668842,12.563269",2037.0,2,Vestauranten, ,False,False,False,False,False,False,False,False,False
106,"55.68118,12.59196",2035.0,99,The Shrimp, 1250 ,False,False,False,False,False,False,False,False,False
107,"55.67465,12.56565",2034.0,99,Bodega Tivoli Vinstue, ,False,False,False,False,False,False,False,False,False
108,"55.67945,12.580216",2033.0,99,Eataly, 1100 ,False,False,False,False,False,True,False,False,False
109,"55.67407,12.56418",2031.0,99,7/11, 1570 ,False,False,False,False,False,False,False,False,False
110,"55.62942,12.63948",1999.0,99,Café Koebenhavn, ,False,False,False,False,False,False,False,False,False
111,"55.674667,12.556667",179.0,2,Café CiCi, 1900 ,False,False,False,False,False,False,False,False,False
112,"55.68299,12.53623",178.0,99,RicenCurry, 2000 ,False,False,False,False,False,False,True,False,False
113,"55.671944,12.522257",176.0,2,Konnild's, 2000 ,False,False,False,False,False,False,False,False,False
114,"55.669308,12.516987",175.0,2,Venus Pizzeria, 2000 ,True,False,False,False,False,False,True,False,False
115,"55.69221,12.5314",173.0,99,Mama Rosa, 2000 ,True,False,False,False,False,True,False,False,False
116,"55.68288,12.535556",169.0,99,Kageværket, 2000 ,False,False,False,False,True,False,False,False,False
117,"55.68489,12.540609",168.0,99,Spise/Bar15, 1958 ,False,False,False,False,False,False,False,False,False
118,"55.68965,12.55837",2102.0,2,Pasta Mania, 2200 ,False,False,False,False,False,False,False,False,False
119,"55.679626,12.591565",2080.0,2,La Sirene, 1051 ,True,False,False,False,False,True,False,False,False
120,"55.67913,12.580498",2071.0,2,Mama Rosa, 1100 ,True,False,False,False,False,True,False,True,False
121,"55.7028,12.58473",2069.0,99,Kervan, ,False,False,False,False,False,False,False,False,False
122,"55.675686,12.564812",2067.0,2,Axelborg Chinese Restaurant, A 1609 ,False,False,False,False,False,False,False,False,False
123,"55.679108,12.573862",2062.0,2,Restaurant Nova, 1159 ,False,False,False,False,False,True,False,False,False
124,"55.65444,12.6104",2061.0,99,Wan Hao, 2300 ,False,False,False,False,False,False,False,False,False
125,"55.71875,12.55557",2059.0,2,Benvenuti Pizzeria Emdrup, 2100 ,False,False,False,False,False,True,False,True,False
126,"55.674957,12.56645",2050.0,2,Maggies, 1620 ,False,False,False,False,False,False,False,False,False
127,"55.674152,12.569132",2049.0,2,Pirateriet, 1630 ,False,False,False,False,False,False,False,False,False
128,"55.6948,12.5435",2048.0,99,Stefanos Grønne Hjørne, 2200 ,False,False,False,False,False,False,False,False,False
129,"55.71769,12.58846",2044.0,2,Cafe Sundet, 2100 ,False,False,False,False,False,False,False,False,False
130,"55.688812,12.57833",2039.0,2,Kafeteria, 1307 ,False,False,False,False,True,False,False,False,False
131,"55.67502,12.580593",2036.0,2,7 Seas Restaurant, ,False,False,False,False,False,False,False,False,False
132,"55.64994,12.61245",2028.0,99,Cafe Two o Two, 2300 ,False,False,False,False,False,False,False,False,False
133,"55.6573,12.566887",2027.0,99,Wedo burgers, 2300 ,False,False,False,False,False,False,False,False,False
134,"55.68158,12.57126",2026.0,2,Restaurant Royal Palace, 1165 ,False,True,False,False,False,False,False,False,False
135,"55.705288,12.581309",2025.0,2,Cafe Bopa, 2100 ,False,False,False,False,True,False,False,False,False
136,"55.65246,12.5505",2024.0,1,Teglværket, 2450 ,False,False,False,False,False,False,False,False,False
137,"55.67732,12.566228",2023.0,2,India Palace Restaurant, 1553 ,False,False,False,False,False,False,True,False,False
138,"55.670948,12.543735",2021.0,2,Cafe Ludwigsen, 1751 ,False,False,False,False,False,False,False,False,False
139,"55.65571,12.60934",2020.0,99,Hennings Corner, 2300 ,False,False,False,False,False,False,False,False,False
140,"55.66199,12.63004",2019.0,2,Cafe Phenix, 2300 ,False,False,False,False,False,False,False,False,False
141,"55.68984,12.56025",2018.0,99,Restaurant Barcelona, ,False,False,False,False,False,False,False,False,False
142,"55.66971,12.554856",2017.0,2,Senorita Mexicansk Restaurant, 1650 ,False,False,False,False,False,False,False,True,False
143,"55.70348,12.5873",2016.0,99,Mocca Kaffebar, 2100 ,False,False,False,False,True,False,False,False,False
144,"55.66276,12.56203",2014.0,2,Indiana Mexican Restaurant, ,False,False,False,False,False,False,True,True,False
145,"55.67957,12.58482",2013.0,99,McDonald's Kongens Nytorv, 1050 ,False,False,False,False,False,False,False,False,False
146,"55.77464,12.57555",2013.0,2,Restaurant Laura, ,False,False,False,False,False,False,False,False,False
147,"55.673065,12.558967",2012.0,2,Canton Restaurant, 1620 ,False,False,False,False,False,False,False,False,False
148,"55.67834,12.56556",2009.0,99,Mamma's, 1550 ,False,False,False,False,False,False,False,False,False
149,"55.66647,12.57651",2008.0,99,Nubilo Pizza, 2300 ,False,False,False,False,False,False,False,False,False
150,"55.67427,12.56209",2006.0,1,Jin Cheng, 1606 ,False,False,False,False,False,False,False,False,False
151,"55.70077,12.579738",2005.0,99,Rosetta Delikatesser, 2100 ,False,False,False,False,False,False,False,False,False
152,"55.68178,12.57459",2004.0,99,Kebaben, 1150 ,False,False,False,False,False,False,False,False,False
153,"55.67906,12.59222",2003.0,99,Hansens Is Kaffe, ,False,False,False,False,False,False,False,False,False
154,"55.66273,12.56147",2002.0,99,Pizza House, 1561 ,True,False,False,False,False,False,False,False,False
155,"55.70891,12.55807",2000.0,99,Sicilia Pizzeria, ,True,False,False,False,False,False,False,False,False
156,"55.70404,12.58799",1998.0,99,Strand Pizza, 2100 ,False,False,False,False,False,False,False,False,False
157,"55.679314,12.57634",1998.0,2,Dorfs Gastrobar, 1151 ,False,False,False,False,False,False,False,False,False
158,"55.66273,12.56147",1996.0,2,LETZ SUSHI FISKETORVET, 1561 ,False,True,False,False,False,False,False,False,False
159,"55.67223,12.58871",1995.0,2,Restaurant Eldorado, 1408 ,False,False,False,False,False,False,False,False,False
160,"55.67659,12.571",1994.0,99,Cafe Restaurant Bar Hollywood, 1460 ,False,False,False,False,False,False,False,False,False
161,"55.67182,12.59289",1993.0,99,Ishuset, 1400 ,False,False,False,False,False,False,False,False,False
162,"55.6514,12.5022",1992.0,99,Thali, ,False,False,False,False,False,False,False,False,False
163,"55.67207,12.54807",1992.0,1,Burger Palace, 1620 ,True,False,False,False,False,False,False,False,False
164,"55.63813,12.63457",1990.0,2,YoSushi, ,False,True,False,False,False,False,False,False,False
165,"55.68223,12.58476",1988.0,2,Philly's Danmark, 1123 ,False,False,False,False,False,False,False,False,False
166,"55.687954,12.554159",1988.0,2,Café Bambú, 2200 ,False,False,False,False,True,False,False,False,False
167,"55.69235,12.48554",1986.0,2,Indian Flavours, 2720 ,False,False,False,False,False,False,True,False,False
168,"55.69968,12.54125",1983.0,99,Um Hanza, 2200 ,False,False,False,False,False,False,False,False,False
169,"55.666443,12.558057",1983.0,99,Kødbyens Rosébar, ,False,False,False,False,False,False,False,False,False
170,"55.67131,12.55837",1981.0,99,ArkArd, ,False,False,False,True,False,False,False,False,False
171,"55.668076,12.578073",1980.0,2,Hiko Pizza, 2300 ,True,False,False,False,False,False,False,False,False
172,"55.64835,12.52686",1979.0,99,Stubben Cafe & Bar, 2450 ,False,False,False,False,False,False,False,False,False
173,"55.67642,12.56901",1978.0,99,Restaurant Fodkold, ,False,False,False,False,False,False,False,False,False
174,"55.66902,12.54144",1977.0,2,hotel Amerika, 9500 ,False,False,False,False,False,False,False,False,False
175,"55.66404,12.53607",1976.0,99,Carl's Madhus, 1799 ,False,False,False,False,False,False,False,False,False
176,"55.70062,12.46839",1975.0,99,Roma Pizzeria & Grill, 2760 ,False,False,False,False,False,False,False,False,False
177,"55.67502,12.580593",1974.0,99,Cafe Globetrotter, ,False,False,False,False,False,False,False,False,False
178,"55.68045,12.578099",1973.0,99,Arket, ,False,False,False,False,False,False,False,False,False
179,"55.68176,12.58458",1972.0,99,The Mexican Donkey, 1123 ,False,False,False,False,False,False,False,True,False
180,"55.71234,12.57653",1971.0,99,Cafe Temptation, 2100 ,False,False,False,False,False,False,False,False,False
181,"55.66447,12.60274",1970.0,99,Jabob's Bageri, ,False,False,False,False,False,False,False,False,False
182,"55.67692,12.57394",1969.0,99,Strædets Kaffebar, 1466 ,False,False,False,False,False,False,False,False,False
183,"55.65353,12.61129",1968.0,99,Columbia Chicken & Burger, 2300 ,False,False,False,False,False,False,False,False,False
184,"55.67132,12.546208",1967.0,3,Kuzhi, 1620 ,False,False,False,False,False,False,False,False,False
185,"55.66408,12.53609",1966.0,99,Nordic Noodles, 1799 ,False,False,False,False,False,False,False,False,False
186,"55.71409,12.57728",1964.0,99,Cafe Suhrs, 2100 ,False,False,False,False,False,False,False,False,False
187,"55.66693,12.59772",1963.0,99,Shiimi - A New Taste of Thailand, 2300 ,False,False,False,True,False,False,False,False,False
188,"55.63826,12.57757",1962.0,2,AC Lounge, 2300 ,False,False,False,False,False,False,False,False,False
189,"55.69615,12.54583",1961.0,99,Mecca, 2200 N ,False,False,False,False,False,False,False,False,False
190,"55.67796,12.5712",1960.0,2,Woodhouse Lounge, 1630 ,False,False,False,False,False,False,False,False,False
191,"55.66558,12.534884",1959.0,99,Elefanten, ,False,False,False,False,False,False,False,False,False
192,"55.70115,12.5954",1958.0,2,Restaurant Little Italy, 2100 ,True,False,False,False,False,True,False,False,False
193,"55.66431,12.60197",1957.0,99,Smorhullet, ,True,False,False,False,False,False,True,False,False
194,"55.68503,12.58814",1953.0,99,Gorm bakery, 1264 ,False,False,False,False,False,False,False,False,False
195,"55.6855,12.55197",1950.0,99,Brod Vaerten, 2200 ,False,False,False,False,False,False,False,False,False
196,"55.682705,12.563938",1948.0,1,Guldgrillen, ,False,False,False,False,False,False,False,False,False
197,"55.689606,12.599704",1947.0,2,The Harbour Grill, 1259 ,False,False,False,False,False,False,False,False,False
198,"55.681686,12.582208",1946.0,2,Lou Lou, 1103 ,False,False,False,False,False,False,False,False,False
199,"55.67841,12.573333",1944.0,99,Gelato Italiano, 1164 ,False,False,False,False,False,True,False,False,False
200,"55.69375,12.608222",1938.0,2,Grab ’n' Go Burgers, 1432 ,False,False,False,False,False,False,False,False,False
201,"55.71229,12.57723",1937.0,99,Spicy Lounge, 2100 ,False,False,False,False,False,False,False,False,False
202,"55.69582,12.55023",1936.0,99,wokAmok, 2200 ,False,False,False,True,False,False,False,False,False
203,"55.63099,12.57589",1933.0,99,Café La Vento, 2300 ,False,False,False,False,False,False,False,False,False
204,"55.67502,12.580593",1932.0,99,Mama Mia, ,False,False,False,False,False,True,False,False,False
205,"55.6721,12.56296",1931.0,99,Great China, 1652 ,False,False,False,False,False,False,False,False,False
206,"55.66799,12.57947",1929.0,2,Sushiya, 2300 ,False,True,False,False,False,False,False,False,False
207,"55.663437,12.563917",1928.0,1,Just Thai, ,False,False,False,True,False,False,False,False,False
208,"55.692734,12.567799",1927.0,2,Guldkroen 11, 2200 ,False,False,False,False,False,False,False,False,False
209,"55.673428,12.596042",1925.0,2,Café B, ,False,False,False,False,False,True,False,False,False
210,"55.68219,12.582536",1921.0,2,Amarone, ,True,False,False,False,False,True,False,False,False
211,"55.68817,12.56027",1911.0,99,King Of Kebab Pizza & Grill, 2200 ,False,False,False,False,False,False,False,False,False
212,"55.67353,12.56497",1910.0,2,YamYam, 1570 ,False,False,False,False,False,False,False,False,False
213,"55.67999,12.57512",1905.0,99,Rendez, ,False,False,False,False,False,False,False,False,False
214,"55.69942,12.54348",1902.0,99,Café Le Rouge, 2200 ,False,False,False,False,False,False,False,False,False
215,"55.63103,12.57589",1893.0,2,Mediterranean Kitchen, 2300 ,False,False,False,False,False,False,False,False,False
216,"55.670475,12.560553",1888.0,2,Cucinetta, ,False,False,False,False,False,True,False,False,False
217,"55.6795,12.59776",1883.0,1,Bulko, 1436 ,False,False,False,False,False,False,False,False,False
218,"55.677723,12.572969",1870.0,2,Mät Copenhagen, 1450 ,False,False,False,False,False,False,False,False,False
219,"55.680866,12.577",1867.0,99,Sunset Boulevard, 1150 ,False,False,False,False,False,False,False,False,False
220,"55.67502,12.580593",1858.0,2,cafe Emil, 2500 ,False,False,False,False,True,False,False,False,False
221,"55.657536,12.566867",1841.0,2,Wabiwabi Sushi & More, 2300 ,False,True,False,False,False,False,False,False,False
222,"55.67435,12.565299",1838.0,2,Vapiano Tivoli, 1630 ,True,False,False,False,False,True,False,False,False
223,"55.67917,12.57593",1835.0,1,Sultan Palace, ,False,False,False,False,False,False,False,False,False
224,"55.676792,12.595664",1833.0,2,Krôyers, ,False,False,False,False,True,False,False,False,False
225,"55.647,12.54997",1832.0,2,La focaccia, 2450 ,False,False,False,False,False,True,False,False,False
226,"55.664635,12.600342",1811.0,2,Cock's & Cows Prags Blvd, 2300 ,False,False,False,False,False,False,False,False,False
227,"55.68458,12.567803",1800.0,1,Taco Diner, 1364 ,False,False,False,False,False,False,False,True,False
228,"55.70114,12.58015",1785.0,2,Rice and Rice, 2100 ,False,False,False,True,False,False,False,False,False
229,"55.69665,12.58087",1782.0,2,Hanoi, ,False,False,False,False,False,False,False,False,False
230,"55.65498,12.564678",1750.0,2,Café Nöah, 2300 ,False,False,False,False,False,False,False,False,False
231,"55.680054,12.575501",1743.0,2,Tapas G., 1155 ,False,False,False,False,False,False,False,False,False
232,"55.667294,12.586422",1733.0,3,Kyoto Restaurant, ,False,True,False,False,False,False,False,False,False
233,"55.673317,12.560267",1653.0,1,Nibon Ya, 1620 ,False,True,False,False,False,False,False,False,False
234,"55.66694,12.558911",1632.0,2,Cock's & Cows Kødbyen, 1714 ,False,False,False,False,False,False,False,False,False
235,"55.673885,12.568485",1631.0,2,LETZ SUSHI TIVOLI DET JAPANSKE TÅRN, 1630 ,False,True,False,False,False,False,False,False,False
236,"55.67982,12.591424",1623.0,1,L'Olivo, 1051 ,False,False,False,False,False,True,False,False,False
237,"55.666847,12.59818",1606.0,2,Indien Maharaja Restaurant, 2300 ,False,False,False,False,False,False,True,False,False
238,"55.69229,12.5522",1591.0,2,Gaarden & Gaden, 2200 ,False,False,False,False,False,False,False,False,False
239,"55.696068,12.574765",1550.0,2,Café Livingstone, 2100 ,False,False,False,False,True,False,False,False,False
240,"55.679066,12.580251",1423.0,2,Le Diamant, 1100 ,False,False,False,False,False,True,False,False,False
241,"55.66285,12.60383",1415.0,1,Dalle Valle Amager, ,False,False,False,False,False,False,False,False,False
242,"55.68032,12.589267",1407.0,2,Skagen, ,False,False,True,False,False,False,False,False,False
243,"55.68643,12.562005",1402.0,2,Kaffesalonen, ,False,False,False,False,True,False,False,False,False
244,"55.679478,12.592275",1400.0,2,Guldmagerens Cafe, 1051 ,False,False,False,False,False,False,False,False,False
245,"55.661667,12.631968",1370.0,2,Couloir, 2300 ,False,False,False,False,False,False,False,False,False
246,"55.674053,12.567838",1323.0,2,Price's diner, 1630 ,False,False,False,False,False,False,False,False,False
247,"55.673534,12.5673",1322.0,2,Promenaden Tivoli, 1630 ,False,False,False,False,False,False,False,False,False
248,"55.678833,12.578711",1267.0,2,Le President, 1161 ,False,True,False,False,False,False,False,False,False
249,"55.674213,12.572828",1251.0,2,Restaurant Rio Bravo, ,False,False,False,False,False,False,False,False,False
250,"55.67446,12.568292",1131.0,2,Mazzoli's, 1670 ,True,False,False,False,False,True,False,False,False
251,"55.67616,12.564306",1013.0,2,Jensens Bøfhus København (Axeltorv), 1609 ,False,False,False,False,False,False,False,False,True
252,"55.679474,12.521103",171.0,2,Pause, 2000 ,False,False,False,False,True,True,False,False,False
253,"55.68013,12.53404",170.0,1,McDonald's, 2000 ,False,False,False,False,False,False,False,False,False
254,"55.68459,12.50217",167.0,1,Cafe A, 2000 ,False,False,False,False,False,False,False,False,False
255,"55.67874,12.53181",165.0,1,Happy Sushi, 2000 ,False,False,False,False,False,False,False,False,False
256,"55.67113,12.53143",164.0,2,Fuji sushi, 2000 ,False,True,False,False,False,False,False,False,False
257,"55.67486,12.53316",163.0,2,Kellerdirk, 1820 ,False,False,False,False,False,False,False,False,False
258,"55.678627,12.532851",162.0,99,The Old Irish Pub, 2000 ,False,False,False,False,False,False,False,False,False
259,"55.67711,12.53901",161.0,2,XO Burgers and Steaks, 1850 ,False,False,False,False,False,False,False,False,True
260,"55.67973,12.53345",160.0,2,Backstage Bar & Restaurant, 2000 ,False,False,False,False,False,False,False,False,False
261,"55.678,12.53428",159.0,99,Joe & The Juice, 1850 ,False,False,False,False,False,False,False,False,False
262,"55.68712,12.531334",158.0,99,Mr. Rice, 2000 ,False,False,False,True,False,False,False,False,False
263,"55.68473,12.54063",155.0,2,Akiba Sushi & Wok, 1958 ,False,False,False,False,False,False,False,False,False
264,"55.67149,12.53114",130.0,2,M.G. Petersens Familiehave, 2000 ,False,False,False,False,False,False,False,False,False
