,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
583,Vesterbro Brewery (Burgers and Brewhouse), ,False,False,False,False,False,False,False,False,False
584,Mother, V ,True,False,False,False,False,True,False,False,False
585,Skipperkroen, 1051 ,False,False,True,False,False,False,False,False,False
586,Zirup, 1201 ,False,False,False,False,False,False,False,False,False
587,Rossopomodoro Illum, 1001 ,True,False,False,False,False,True,False,False,False
588,pizzeria Venezia Nyhavn 31, 1051 ,True,False,False,False,False,True,False,False,False
589,Cafe Europa 1989, ,False,False,False,False,True,False,False,False,False
590,Midtown Grill, 1560 ,False,False,False,False,False,False,False,False,False
591,McJoy's Choice, 1051 ,False,False,False,False,False,False,False,False,False
592,Restaurant Nyhavn C, 1051 ,False,False,False,False,False,False,False,False,False
593,Carlton, 1700 ,False,False,False,False,False,False,False,False,False
594,Bøf & Ost, 1154 ,False,False,False,False,False,False,False,False,False
595,Manfreds, 2200 ,False,False,False,False,False,False,False,False,False
596,Restaurant Frascati, 1620 ,True,False,False,False,False,True,False,False,False
597,The Dubliner, 1160 ,False,False,False,False,False,False,False,False,False
598,Samos, 1159 ,False,False,False,False,False,False,False,False,False
599,Ankara, 1620 ,False,False,False,False,False,False,False,False,False
600,Gorm's Nyhavn, 1051 ,True,False,False,False,False,True,False,False,False
601,Astor Deep Pan Pizza, 1620 ,True,False,False,False,False,True,False,False,False
602,Tapas Huset, 1608 ,False,False,False,False,False,False,False,False,False
603,Hard Rock Cafe København, 1550 ,False,False,False,False,False,False,False,False,False
604,The Italian, ,True,False,False,False,False,True,False,False,False
605,Restaurant Galionen, K 1051 ,False,False,True,False,False,False,False,False,False
606,Cafe G, ,False,False,False,False,True,False,False,False,False
607,Nytorv Restaurant and Cafe, ,False,False,False,False,False,False,False,False,False
608,Restaurant LêLê, 1620 ,False,False,False,False,False,False,False,False,False
609,Jensens Bøfhus København (Vesterbrogade), 1620 ,False,False,False,False,False,False,False,False,True
610,Sweet Giulia, 1850 ,False,False,False,False,False,True,False,False,False
611,Min Sandwich, 2000 ,False,False,False,False,False,False,False,False,False
612,Palæo Frederiksberg Center, 2000 ,False,False,False,False,False,False,False,False,False
613,Okawari Sushi, 2000 ,False,True,False,False,False,False,False,False,False
614,El Guanche, 2000 ,False,False,False,False,False,False,False,False,False
615,Maesk, 2000 ,False,False,False,False,False,False,False,False,False
616,Restaurant Folk, 2000 ,False,False,False,False,False,False,False,False,False
617,Ipanema Café, 1900 ,False,False,False,False,False,False,False,False,False
618,Emmerys, 2000 ,False,False,False,False,False,False,False,False,False
619,Wokbaren Spicylicious, 2000 ,False,False,False,False,False,False,False,False,False
620,La Liberta, 2000 ,False,False,False,False,True,True,False,False,False
621,THAIAWAY, 2000 ,False,False,False,True,False,False,False,False,False
622,Thai Gourmet Takeaway, 2000 ,False,False,False,True,False,False,False,False,False
623,Teppan House ApS, 2000 ,False,True,False,False,False,False,False,False,False
624,A San Sushi, 2000 ,False,False,False,False,False,False,False,False,False
625,Burgerklubben, 2000 ,False,False,False,False,False,False,False,False,False
626,LETZ SUSHI FREDERIKSBERG, 2000 ,False,True,False,False,False,False,False,False,False
627,Café La Tètè, 2000 ,False,False,False,False,False,False,False,False,False
628,Café Tænk, 1820 ,False,False,False,False,True,False,False,False,False
629,MyPoké, 1850 ,False,False,False,False,False,False,False,False,False
630,Overfor, 1970 ,False,False,False,False,True,False,False,False,False
631,Joe & the Juice, 2770 ,False,False,False,False,True,False,False,False,False
632,Domo Restaurant, 1910 ,False,False,False,False,False,False,False,False,False
633,Wokshop Cantina Frederiksberg, 1850 ,False,False,False,True,False,False,False,False,False
634,Nyu Sakura, 1879 ,False,True,False,False,False,False,False,False,False
635,Holm's Café, 2000 ,False,False,False,False,True,False,False,False,False
636,Cortigiano, 2000 ,False,False,False,False,False,True,False,False,False
637,VIET - NAM NAM, 2000 ,False,False,False,False,False,False,False,False,False
638,Bronx, 2000 ,False,False,False,False,False,False,False,False,False
639,Meyer's deli, ,False,False,False,False,True,False,False,False,False
640,Karmaman, 1820 ,False,False,False,False,False,False,False,False,False
641,Promenaden 1932, 1820 ,False,False,False,False,True,False,False,False,False
642,Cafe Moccador, 2000 ,False,False,False,False,False,False,False,False,False
643,Chai Wong, 1871 ,False,False,False,True,False,False,False,False,False
644,Wagamama, 2000 ,False,False,False,False,False,False,False,False,False
645,Chun bo, 1960 ,False,True,False,False,False,False,False,False,False
646,La Vecchia Gastronomia Italiana, 2000 ,True,False,False,False,False,True,False,False,False
647,Allegade 10, 2000 ,False,False,False,False,False,False,False,False,False
648,Atletica, 1453 ,False,False,False,False,False,True,False,False,False
649,Nena's, ,False,False,False,False,False,False,False,False,False
650,Lounge V120, ,False,False,False,False,False,False,False,False,False
651,Malta Cafeteria Og Selskabslokaler, 2300 ,False,False,False,False,False,False,False,False,False
652,Olsen, ,False,False,False,False,False,False,False,False,False
653,Sushi Time, 2400 ,False,True,False,False,False,False,False,False,False
654,Kaffebaren Soender Boulevard 68, 1720 ,False,False,False,False,True,False,False,False,False
655,Rosenborggade, ,False,False,False,False,False,False,False,False,False
656,The Green Corner, 1561 ,False,False,False,False,False,False,False,False,False
657,Det go'e Smørrebrød, ,False,False,False,False,False,False,False,False,False
658,Julios Pizze Cucina (Marios Express Pizza), 2300 ,False,False,False,False,False,False,False,False,False
659,Bellmans café, 2100 ,False,False,False,False,False,False,False,False,False
660,Styrmanden Cafe-Restaurant, 1058 ,False,False,False,False,False,False,False,False,False
661,Café La Grotte, 1460 ,False,False,False,False,False,False,False,False,False
662,Teglholmens-Cafe, 2450 ,False,False,False,False,False,False,False,False,False
663,Cafe Betty Aps, 2450 ,False,False,False,False,False,False,False,False,False
664,Kebab Street kitchen, ,False,False,False,False,False,False,False,False,False
665,Orientalsk Steak House, ,True,False,False,False,False,False,False,False,False
666,Mozarts grill, 2450 ,False,False,False,True,False,False,False,False,False
667,Hunkar Restaurant, 2600 ,False,False,False,False,False,False,False,False,False
668,Riccos Kaffebar, 2100 ,False,False,False,False,False,False,False,False,False
669,Antico Forno a Legna, 2720 ,False,False,False,False,False,False,False,False,False
670,Güllüoglu, 2620 ,False,False,False,False,False,False,False,False,False
671,Stuen 11, ,False,False,False,False,False,False,False,False,False
672,Cafe Palads, 1609 ,False,False,False,False,False,False,False,False,False
673,Radhusstræde BAGEL & SALATBAR, 1466 ,False,False,False,False,False,False,False,False,False
674,Cafe Arcade, 2100 ,False,False,False,False,False,False,False,False,False
675,Cafe Paris, ,False,False,False,False,True,False,False,False,False
676,Il Borgo, 1650 ,False,False,False,False,False,False,False,False,False
677,Isklubben CPH, 1264 ,False,False,False,False,False,False,False,False,False
678,Bryggen11, 2300 ,False,False,False,False,False,False,False,False,False
679,Kopan Street, 1362 ,False,False,False,False,False,False,False,False,False
680,Greta's, 2200 ,False,False,False,False,False,False,False,False,False
681,Ristorante & Pizzeria Il Rustico, 1175 ,False,False,False,False,False,True,False,False,False
682,Cafe T, 2300 ,False,False,False,False,False,False,False,False,False
683,Darling, ,False,False,False,False,False,False,False,False,False
684,VinBaren i Stefansgade, 2200 ,False,False,False,False,False,False,False,False,False
685,Ehlers Bageri, 2100 ,False,False,False,False,False,False,False,False,False
686,Fovl, ,False,False,False,False,True,False,False,False,False
687,Rossopomodoro, 1001 ,False,False,False,False,False,False,False,False,False
688,Cafe Midtown Bar, 1358 ,False,False,False,False,True,False,False,False,False
689,Joe & The Juice, 1051 ,False,False,False,False,False,False,False,False,False
690,Passion Pizza, 2200 ,False,False,False,False,False,True,False,False,False
691,Kantina, 2100 ,False,False,False,False,False,False,False,False,False
692,Havnegade Fiskehandel, 1058 ,False,False,False,False,False,False,False,False,False
693,Hugo's Pizzaria, 2300 ,True,False,False,False,False,False,False,False,False
694,Enigma Kantina, 2100 ,False,False,False,False,False,False,False,False,False
695,Curry Club, 1420 ,False,False,False,False,False,False,True,False,False
696,Vietnam House, ,False,False,False,False,False,False,False,False,False
697,7-Eleven, ,False,False,False,False,False,False,False,False,False
698,Kababji Grill, 1650 ,False,False,False,False,False,False,False,False,False
699,Nordisk Brodhus, 2200 ,False,False,False,False,False,False,False,False,False
700,Galaxe Pizza Bar, 1360 ,False,False,False,False,False,False,False,False,False
701,Fala Fala, 1436 ,False,False,False,False,False,False,False,False,False
702,YOmmi Frozen Yogurt, 1175 ,False,False,False,False,False,False,False,False,False
703,Brazaria, ,False,False,False,False,False,False,False,False,False
704,Harbo Bar, 2200 ,False,False,False,False,False,False,False,False,False
705,Den Franske Bogcafe, 1171 ,False,False,False,False,False,False,False,False,False
706,Ristorante La Porchetta, 1721 ,False,False,False,False,False,True,False,False,False
707,Efess Pizza Bar, 2200 ,False,False,False,False,False,False,False,False,False
708,Cafe Stærkodder, 1414 ,False,False,False,False,False,False,False,False,False
709,La Mensa Di Benito, 1721 ,False,False,False,False,False,False,False,False,False
710,Baker's Juice Cafe, 1634 ,False,False,False,False,False,False,False,False,False
711,Italiensk Gastronomi Da Giovanni, 2860 ,False,False,False,False,False,False,False,False,False
712,Cuisine Et Florie, 2500 ,False,False,False,False,True,False,False,False,False
713,Tap10, 2100 ,False,False,False,False,False,False,False,False,False
714,Cafe Amokka, 1363 ,False,False,False,False,True,False,False,False,False
715,Form Bar, 1250 ,False,False,False,False,False,False,False,False,False
716,Vingaarden - Enoteca E Pizzeria, 1070 ,False,False,False,False,False,True,False,False,False
717,Eclipse, ,False,False,False,False,False,False,False,False,False
718,Tasty Fresh Food, 2300 ,True,False,False,False,False,False,False,False,False
719,Tempo, 1250 ,False,False,False,False,False,False,False,False,False
720,Gastronetten, 2200 ,False,False,False,False,False,False,False,False,False
721,Sorte Firkant, ,False,False,False,False,False,False,False,False,False
722,Resturant Baglokalet, 2300 ,False,False,False,False,False,False,True,False,False
723,Nr. 30, 1366 ,False,False,True,False,False,False,False,False,False
724,Sweet Valentine, 1361 ,False,False,False,False,False,False,False,False,False
725,Mahalle, 2200 ,False,False,False,False,False,False,False,False,False
726,Sushi Station, 2720 ,False,True,False,False,False,False,False,False,False
727,Damhuskanten, ,False,False,False,False,False,False,False,False,False
728,Favorit Baklavici, 2400 ,False,False,False,False,False,False,False,False,False
729,Østergro, 2100 ,False,False,False,False,False,False,False,False,False
730,Botanisk Haves Café, 1353 ,False,False,False,False,False,True,False,False,False
731,Green Buddha, 2200 ,False,False,False,True,False,False,False,False,False
732,Mille's Minis, 2450 ,False,False,False,False,False,False,False,False,False
733,Phailin Thai Kitchen, 1955 ,False,False,False,True,False,False,False,False,False
734,Zorro Pizza, 2400 ,False,False,False,False,False,True,False,False,False
735,La Centrale, 2200 ,False,False,False,False,False,False,False,False,False
736,Rohan Indian Restaurant, 1750 ,False,False,False,False,False,False,True,False,False
737,Cafe Georg, 1620 ,False,False,False,False,False,False,False,False,False
738,Quatru Fontane, 2200 ,False,False,False,False,False,False,False,False,False
739,Joe & The Juice, 1069 ,False,False,False,False,False,False,False,False,False
740,Restaurant TOLV, 1670 ,False,False,False,False,False,False,False,False,False
741,Cafe Cheftali, 2300 ,False,False,False,False,True,False,False,False,False
742,Cafe Bjerget, 2400 ,False,False,False,False,False,False,False,False,False
743,Nordisk Brod, 2300 ,False,False,False,False,False,False,False,False,False
744,Samosa House, 2400 ,False,False,False,False,False,False,False,False,False
745,Sjus Bar, ,False,False,False,False,False,False,False,False,False
746,Reinh. van Hauen Nordre Frihavnsgade, 2100 ,False,False,False,False,False,False,False,False,False
747,PancakeQueen, 1256 ,False,False,False,False,False,False,False,False,False
748,Cafe Månefiskeren, 1407 ,False,False,False,False,False,False,False,False,False
749,Sandwich Pigen, 1159 ,False,False,False,False,False,False,False,False,False
750,KaffeLaden, 2100 ,False,False,False,False,False,False,False,False,False
751,Joe & the Juice, 1620 ,False,False,False,False,False,False,False,False,False
752,Kaffestuen, 2100 ,False,False,False,False,False,False,False,False,False
753,Dilis, 1760 ,False,False,False,False,False,False,False,False,False
754,Hos Slagteren, ,False,False,False,False,False,False,False,False,False
755,Sikhiu Thai Restaurant, 1879 ,False,False,False,False,False,False,False,False,False
756,Da Misto, 2300 ,False,False,False,False,False,True,False,False,False
757,Joe & the Juice, 1630 ,False,False,False,False,False,False,False,False,False
758,Lygtens Kro, 2400 ,False,False,False,False,False,False,False,False,False
759,restaurant Promenaden, ,False,False,False,False,False,False,False,False,False
760,Nittiya's Thai Takeaway, ,False,False,False,False,False,False,False,False,False
761,Thai House Take Away, 2300 ,False,False,False,True,False,False,False,False,False
762,The Real Greek Reffen, 1432 ,False,False,False,False,False,False,False,False,False
763,Havnens BBQ, 1400 ,False,False,False,False,False,False,False,False,False
764,Frede & Vester's, ,False,False,False,False,False,False,False,False,False
765,The Burger Amager, 2300 ,False,False,False,False,False,False,False,False,False
766,Veji, 2200 ,False,False,False,False,True,False,False,False,False
767,Jagger, 2200 ,False,False,False,False,False,False,False,False,False
768,Kafferiet Christianshavn, 1408 ,False,False,False,False,False,False,False,False,False
769,Sakura, ,False,False,False,False,False,False,False,False,False
770,Tutten, 2450 ,False,False,False,False,False,False,False,False,False
771,Pizzeria Kanalen, 1420 ,False,False,False,False,False,False,False,False,False
772,Nino’s pizzaria, ,False,False,False,False,False,True,False,False,False
773,Grabrodre Kro, 1154 ,False,False,False,False,False,False,False,False,False
774,Restaurant China Garden, 2860 ,False,False,False,False,False,False,False,False,False
775,Vi Mødtes Gennem Ruden, 2200 ,False,False,False,False,False,False,False,False,False
776,M, 1264 ,False,False,False,False,False,False,False,False,False
777,Naked Fish, ,False,False,False,False,False,False,False,False,False
778,Isola di Lampedusa, 2100 ,False,False,False,False,False,True,False,False,False
779,Miklagaard Pizza and Pasta, 2400 ,False,False,False,False,False,True,False,False,False
780,The Corner, 1401 ,False,False,False,False,False,False,False,False,False
781,Cafe Grabz, 1208 ,False,False,False,False,False,False,False,False,False
782,Thai Kacha, ,False,False,False,True,False,False,False,False,False
783,Nikko Sushi, ,False,True,False,False,False,False,False,False,False
784,Gasoline Grill, 1612 ,False,False,False,False,False,False,False,False,False
785,Dupong, 2200 ,False,False,False,False,False,False,False,False,False
786,Massimo - Italiensk Pizzeria, ,True,False,False,False,False,True,False,False,False
787,Thai me up, 2200 ,False,False,False,False,False,False,False,False,False
788,Restaurant G, 1600 ,False,False,False,False,False,False,False,False,False
789,Tino's Pizza, ,False,False,False,False,False,False,False,False,False
790,Café du Nord, 1650 ,False,False,False,False,False,False,False,False,False
791,Kaffebaren, 1650 ,False,False,False,False,False,False,False,False,False
792,The Mudhoney, ,False,False,False,False,False,False,False,False,False
793,Brasserie Jacobsen ILLUM ROOFTOP, 1100 ,False,False,False,False,False,False,False,False,False
794,Nozomi, 1264 ,False,True,False,False,False,False,False,False,False
795,Sund Sult, 2200 ,False,False,False,False,False,False,False,False,False
796,Floras kaffebar, ,False,False,False,False,False,False,False,False,False
797,Top Brewer, ,False,False,False,False,True,False,False,False,False
798,Jasmin Rice, 2300 ,False,False,False,False,False,False,False,False,False
799,dællekatessen, 1107 ,False,False,False,False,False,False,False,False,False
800,Charlottenborg Cafe, ,False,False,False,False,True,False,False,False,False
801,Jailhouse Restaurant, 1455 ,False,False,False,False,False,False,False,False,False
802,Cafe Oslo Plads, 2100 ,False,False,False,False,False,False,False,False,False
803,1 DUANG JAI - Thai Restaurant, 2100 ,False,False,False,True,False,False,False,False,False
804,Mæxico, 2200 ,False,False,False,False,False,False,False,False,False
805,Sukuri Sushi, 2450 ,False,True,False,False,False,False,False,False,False
806,Mamma Mokka extra, 1620 ,False,False,False,False,True,False,False,False,False
807,Bryggen 89, 1561 ,False,False,False,False,False,False,False,False,True
808,Bodega 54 V/Andreas Pfeif, ,False,False,False,False,False,False,False,False,False
809,Ditto, ,False,False,False,False,False,False,False,False,False
810,Nordisk Falafel, 2100 ,False,False,False,False,False,False,False,False,False
811,Iki Sushi Ndr. Frihavnsgade, 2100 ,False,True,True,False,False,False,False,False,False
812,Retreat, 1360 ,False,False,False,False,True,False,False,False,False
813,Ristorante Uno, ,False,False,False,False,False,True,False,False,False
814,Restaurant Sejlklubben Frem, 2100 ,False,False,False,False,False,False,False,False,False
815,Thaiaway, 2000 ,False,False,False,True,False,False,False,False,False
816,Jacobsen, 2930 ,False,False,False,False,False,False,False,False,False
817,Royal Bagel Copenhagen, 1206 K ,False,False,False,False,True,False,False,False,False
818,Asmara, 2200 ,False,False,False,False,False,False,False,False,False
819,Dragon City og Toyama Running Sushi, 2200 ,False,False,False,False,False,False,False,False,False
820,Wulff & Konstali, 2200 ,False,False,False,False,True,False,False,False,False
821,Ruffino, 1402 ,False,False,False,False,False,False,False,False,False
822,Blue House, ,False,False,False,False,False,False,False,False,False
823,hing's sushi, 1620 ,False,True,False,False,False,False,False,False,False
824,Kaffeplantagen, 1670 ,False,False,False,False,False,False,False,False,False
825,Chaophraya, 2720 ,False,False,False,False,False,False,False,False,False
826,Chin Chin, 2200 ,False,False,False,True,False,False,False,False,False
827,Crazy Chicken, 2100 ,False,False,False,False,False,False,False,False,False
828,Nam Thip Restaurant, 1655 ,False,False,False,True,False,False,False,False,False
829,Izumi, 2100 ,False,True,False,False,False,False,False,False,False
830,Piccola Italia, 2300 ,False,False,False,False,False,True,False,False,False
831,Pret a Manger, 2770 ,False,False,False,False,False,False,False,False,False
832,Namaste Nepal, 2200 ,False,False,False,False,False,False,True,False,False
833,Mad & Vin i Magasin, ,False,False,False,False,False,False,False,False,False
834,a roii, ,False,False,False,True,False,False,False,False,False
835,Lagano, 1302 ,False,False,False,False,False,True,False,False,False
836,DEJ, 1700 ,False,False,False,False,False,True,False,False,False
837,Café Sweet Surrender, 1721 ,False,False,False,False,False,False,False,False,False
838,Løgismose Illum Rooftop, 1259 ,False,False,False,False,False,False,False,False,False
839,Bojesen i Operaen, 1438 ,False,False,False,False,False,False,False,False,False
840,MØR Restaurant & Bar, 1717 ,False,False,False,False,False,False,False,False,False
841,Kuma, 2200 ,False,False,False,False,False,False,False,False,False
842,Hos Nicola, ,True,False,False,False,False,True,False,False,False
843,Clarrods & Co, 1255 ,False,False,False,False,False,False,False,False,False
844,Hanzo, 1619 ,False,False,False,False,False,False,False,False,False
845,SKT. PETRI Restaurant, 1172 ,True,False,False,False,False,False,False,False,False
846,Kontikibar og Færgen Ellen, 1437 ,False,False,False,False,False,False,False,False,False
847,Safir kebab, ,False,False,False,False,False,False,False,False,False
848,Vaffelbageriet, ,False,False,False,False,False,False,False,False,False
849,Oyisi Running Sushi, 2300 ,False,True,False,False,False,False,False,False,False
850,Kongens Bar, 1104 ,False,False,False,False,False,False,False,False,False
851,Din Nye Ven, 1453 ,False,False,False,False,False,False,False,False,False
852,Sliders, 1670 ,False,False,False,False,False,False,False,False,False
853,Yoburger, 1123 ,False,False,False,False,False,False,False,False,False
854,Osteria del Grappolo Blu, 1606 ,False,False,False,False,False,True,False,False,False
855,La Valenciana - Latin & Spanish Cuisine, 1360 ,False,False,False,False,False,False,False,False,False
856,Copenhagen Smørrebrød, 1209 ,False,False,False,False,False,False,False,False,False
857,The Bagel Co, 1001 ,False,False,False,False,False,False,False,False,False
858,Restauranten i Koncerthuset, 2300 ,False,False,False,False,False,False,False,False,False
859,Cava Bar Mar y Montana, 1068 ,False,False,False,False,False,False,False,False,False
860,Pasteur, 2100 ,False,False,False,False,False,False,False,False,False
861,Iluka, 1054 ,False,False,True,False,False,False,False,False,False
862,Brønnum, 1055 ,False,False,False,False,False,False,False,False,False
863,Dahl & Dahl, 1302 ,False,False,False,False,False,False,False,False,False
864,Iki Sushi, ,False,False,False,False,False,False,False,False,False
865,Cafe Sirius, 2400 ,False,False,False,False,False,False,False,False,False
866,Normandie, 1059 ,False,False,False,False,False,False,False,False,False
867,Lagkagehuset, 1360 ,False,False,False,False,False,False,False,False,False
868,The Mad Hatter Bubble Tea Emporium, 2200 ,False,False,False,False,True,False,False,False,False
869,Fontana Di Trevi, 1620 ,True,False,False,False,False,True,False,False,False
870,Café Vivaldi - Amagerbrogade, 2300 ,False,False,False,False,True,False,False,False,True
871,Gourmet street food n' soup, 1107 ,False,False,False,False,False,False,False,False,False
872,Andre Citroen, ,False,False,False,False,False,False,False,False,False
873,L'appetit, ,False,False,False,False,False,False,False,False,False
874,Restaurant Kreta, 2720 ,False,False,False,False,False,False,False,False,False
875,Meyers Bageri Store Kongensgade, 1264 ,False,False,False,False,False,False,False,False,False
876,Café René, 1609 ,False,False,False,False,True,True,False,False,False
877,Lanes and Louges, ,False,False,False,False,False,False,False,False,False
878,Restaurant Oranje, 1051 ,False,False,True,False,False,False,False,False,False
879,Bistro Central, 1101 ,False,False,False,False,False,False,False,False,False
880,Hyggestund, 1655 ,False,False,False,False,True,False,False,False,False
881,Spisehuset rub og stub, ,False,False,False,False,False,False,False,False,False
882,Food club, ,False,False,False,False,False,False,False,False,False
883,Sushi Saiko, 1400 ,False,True,False,False,False,False,False,False,False
884,Galathea Kroen, 1466 ,False,False,False,False,False,False,False,False,False
885,Pizzeria 54, ,False,False,False,False,False,True,False,False,False
886,Brasserie Storm, 2300 ,False,False,False,False,False,False,False,False,False
887,Stefanos Pizza, 2200 ,True,False,False,False,False,True,False,False,False
888,Fresh Sushi, 2300 ,False,True,False,False,False,False,False,False,False
889,Værge Caféen, 1401 ,False,False,False,False,False,False,False,False,False
890,Holms Bager, ,False,False,False,False,True,False,False,False,False
891,Restaurant Zafran, ,False,False,False,False,False,False,False,False,False
892,Tramonto Rooftop Italian Cuisine & bar, 1799 ,False,False,False,False,False,True,False,False,False
893,Café Baaden, 2300 ,False,False,False,False,True,False,False,False,False
894,Leo’s Pizza, 1620 ,False,False,False,False,False,True,False,False,False
895,Restaurant Paustian, 2100 ,False,False,False,False,False,False,False,False,False
896,Hallernes Smørrebrød, 1050 ,False,False,False,False,True,False,False,False,False
897,Da Nino e Franco, ,True,False,False,False,False,True,False,False,False
898,Tino’s Pizzeria, ,True,False,False,False,False,True,False,False,False
899,Pub og Sport, 1552 ,False,False,False,False,False,False,False,False,False
900,Mahalle Cph, 2200 ,False,False,False,False,False,False,False,False,False
901,Cafe Phenix, 1620 ,False,False,False,False,True,False,False,False,False
902,Kind of Blue, 2200 ,False,False,False,False,False,False,False,False,False
903,Taste of Thai, 1300 ,False,False,False,True,False,False,False,False,False
904,Sofiekaelderen Copenhagen, ,False,False,False,False,False,False,False,False,False
905,The Laundromat Cafe, 1850 ,False,False,False,False,True,False,False,False,False
906,Spicylicious, 1650 ,False,False,False,True,False,False,False,False,False
907,Plenum, 2200 ,False,False,False,False,False,False,False,False,False
908,Gorm's i Tivoli, 1755 ,True,False,False,False,False,True,False,False,False
909,El Chavo Mexicano, 2720 ,False,False,False,False,False,False,False,False,False
910,Madklubben Nørrebro, 2200 ,False,False,False,False,False,False,False,False,False
911,Taste - house of cascabel, ,False,False,False,False,False,False,False,False,False
912,Bevi Bevi, 1726 ,False,False,False,False,False,True,False,False,False
913,Gro Spiseri, 2100 ,False,False,False,False,False,False,False,False,False
914,Pier 5, 1560 ,False,False,False,False,False,False,False,False,False
915,Aroiidee, 2200 ,False,False,False,True,False,False,False,False,False
916,Woowok, 2200 ,False,False,False,True,False,False,False,False,False
917,Hija De Sanchez, 1363 ,False,False,False,False,False,False,False,False,False
918,Issa, 1615 ,False,False,False,False,False,False,False,False,False
919,Steak & Thai Restaurant, 1307 ,False,False,False,True,False,False,False,False,False
920,Himalaya Restaurant, 1052 ,False,False,False,False,False,False,False,False,False
921,Wagamama, 1630 ,False,False,False,False,False,False,False,False,False
922,Klint - Designmuseets Cafe, 1260 ,False,False,False,False,True,False,False,False,False
923,Restaurant Romarin, 2100 ,False,False,False,False,False,False,False,False,False
924,The a la menthe, 1469 ,False,False,False,False,True,False,False,False,False
925,Restaurant Smör, 1471 ,False,False,False,False,False,False,False,False,False
926,Toscana Due Italiensk Pizza, 2300 ,True,False,False,False,False,True,False,False,False
927,Silom Restaurant, 2100 ,False,False,False,False,False,False,False,False,False
928,Mangia Bar & Ristorante, 1610 ,False,False,False,False,False,True,False,False,False
929,P2 by Maleck, 2200 ,False,False,False,False,False,False,False,False,False
930,Ranee's, ,False,False,False,True,False,False,False,False,False
931,Takii Sushi, 2200 ,False,True,True,False,False,False,False,False,False
932,Watami, 2820 ,False,True,False,False,False,False,False,False,False
933,Mahalle Cph, 1366 ,False,False,False,False,False,False,False,False,False
934,Toga Vinstue, 1073 ,False,False,False,False,False,False,False,False,False
935,Mission Cph, 1058 ,False,False,False,False,False,False,False,False,False
936,Wannisa, ,False,False,False,False,False,False,False,False,False
937,Thai Asien Take Away, 1053 ,False,False,False,True,False,False,False,False,False
938,Miklagaard Café & Steakhouse, 2400 ,False,False,False,False,False,False,False,False,False
939,1. th, 1052 ,False,False,False,False,False,False,False,False,False
940,Ancestrale, 1663 ,False,False,False,False,False,False,False,False,False
941,Rugantino, 2860 ,False,False,False,False,False,True,False,False,False
942,Cafe Høegs, 1674 ,False,False,False,False,True,False,False,False,False
943,Good Morning Vietnam, ,False,False,False,False,False,False,False,False,False
944,Empire Copenhagen, 1608 ,False,False,False,False,False,False,False,False,False
945,The First Lady, ,False,False,False,False,False,False,False,False,False
946,Søpromenaden, ,False,False,False,False,False,False,False,False,False
947,Il Locale Italian Craft Beer, 2200 ,False,False,False,False,False,True,False,False,False
948,Soernes Olbar, ,False,False,False,False,False,False,False,False,False
949,Restaurant Ilden København, 1553 ,False,False,False,False,False,False,False,False,True
950,Cicchetti, 2200 ,False,False,False,False,False,True,False,False,False
951,Plaza Grill, ,False,False,False,False,False,False,False,False,False
952,Den Vandrette, 1058 ,False,False,False,False,False,False,False,False,False
953,Sapore D´Italia, 2200 ,True,False,False,False,False,True,False,False,False
954,La Banchina, 1432 ,False,False,False,False,False,False,False,False,False
955,Berlin Bar, 1850 ,False,False,False,False,False,False,False,False,False
956,The Grill, 1601 ,False,False,False,False,False,False,False,False,False
957,Cava Bar, 1061 ,False,False,False,False,False,False,False,False,False
958,Moose Bar, 1118 ,False,False,False,False,False,False,False,False,False
959,Restaurant Vandvid, 2450 ,False,False,False,False,False,False,False,False,False
960,Kasai sushi, 2300 ,False,False,False,False,False,False,False,False,False
961,Okko, 1201 ,False,False,False,False,True,False,False,False,False
962,Otto's, 2100 ,False,False,False,False,False,False,False,False,False
963,Cafe Fata'Morgana, 2200 ,False,False,False,False,True,False,False,False,False
964,Hos Fischer, 2100 ,False,False,False,False,False,True,False,False,False
965,Oki Sushi, 2400 ,False,True,False,False,False,False,False,False,False
966,Leifs Pizzeria, 2200 ,True,False,False,False,False,True,False,False,False
967,Ayuttaya, 2200 ,False,False,False,True,False,False,False,False,False
968,Be Steak, 1100 ,False,False,False,False,False,False,False,False,True
969,Boutique Fisk, 1360 ,False,False,False,False,False,False,False,False,False
970,Restaurant Tokyo, 1620 ,False,True,False,False,False,False,False,False,False
971,LETZ SUSHI CHRISTIANSHAVN, 1411 ,False,True,False,False,False,False,False,False,False
972,Halifax Amager, 2300 ,False,False,False,False,False,False,False,False,False
973,Restaurant Rimini, 2300 ,True,False,False,False,False,True,False,False,False
974,Restaurant Flakfortet, ,False,False,False,False,False,False,False,False,False
975,PMY, 1055 ,False,False,False,False,False,False,False,False,False
976,Frederik VI, ,False,False,False,False,False,False,False,False,False
977,The Modern, 1250 ,False,False,False,False,False,False,False,False,False
978,Casa d'Antino, ,False,False,False,False,False,True,False,False,False
979,Cock's & Cows Østerbro, 2100 ,False,False,False,False,False,False,False,False,False
980,O'learys Mayfair, 1650 ,False,False,False,False,False,False,False,False,False
981,Sticks'n'Sushi, 2300 ,False,True,True,False,False,False,False,False,False
982,Mado Copenhagen, 1620 ,False,False,False,False,True,False,False,False,False
