,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
1756,District Tonkin - Bánh Mí, 1302 ,False,False,False,False,False,False,False,False,False
1757,Flottenheimer, 1159 ,False,False,False,False,True,False,False,False,False
1758,Villa Vino, 1460 ,False,False,False,False,False,False,False,False,False
1759,Sidecar, 2200 ,False,False,False,False,False,False,False,False,False
1760,Joe & The Juice, 3520 ,False,False,False,False,False,False,False,False,False
1761,Restaurant Tio Marios, 2100 ,True,False,False,False,False,True,False,False,False
1762,Hiko Pizza og Sandwich, 2000 ,False,False,False,False,False,False,False,False,False
1763,Mikkeller Bar, 1655 ,False,False,False,False,False,False,False,False,False
1764,Restaurant Kronborg, 1211 ,False,False,False,False,False,False,False,False,False
1765,Restaurant Karla, 1556 ,False,False,False,False,False,False,False,False,False
1766,KaffeVærket, 1879 ,False,False,False,False,False,False,False,False,False
1767,El Meson, 1127 ,False,False,False,False,False,False,False,False,False
1768,Aamanns Deli & Take Away, 2100 ,False,False,False,False,False,False,False,False,False
1769,Slurp Ramen Joint, 1366 ,False,False,False,False,False,False,False,False,False
1770,Le Pave, 1154 ,False,False,False,False,False,False,False,False,False
1771,Sticks'n'Sushi, 1366 ,False,False,True,False,False,False,False,False,False
1772,Fusion Monkey, 2000 ,False,False,False,False,False,False,False,False,False
1773,Amass, 1432 ,False,False,False,False,False,False,False,False,False
1774,Damindra, 1054 ,False,True,False,False,False,False,False,False,False
1775,Sticks'n'Sushi, 1300 ,False,True,True,False,False,False,False,False,False
1776,Sticks'n'Sushi, 1650 ,False,True,False,False,False,False,False,False,False
1777,Risteriet Coffee Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
1778,Fleisch, 1716 ,False,False,False,False,False,False,False,False,False
1779,Fuego, 1057 ,False,False,False,False,False,False,False,False,True
1780,Restaurant Hercegovina, 2000 ,False,False,False,False,False,False,False,False,False
1781,Ristorante Buono, 1654 ,False,False,False,False,False,True,False,False,False
1782,Formel B, 1800 ,False,False,False,False,False,False,False,False,False
1783,Hadis Café, 2000 ,False,False,False,False,False,False,False,False,False
1784,Restaurant Koefoed, 1301 ,False,False,False,False,False,False,False,False,False
1785,Cafe Botanika, 2000 ,False,False,False,False,False,False,False,False,False
1786,Halifax København K, 1454 ,False,False,False,False,False,False,False,False,False
1787,Non Solo Trattoria, 2000 ,True,False,False,False,False,True,False,False,False
1788,simpleRAW, 1154 ,False,False,False,False,False,False,False,False,False
1789,Pony, 1620 ,False,False,False,False,False,False,False,False,False
1790,D'Taste, 2000 ,False,False,False,False,False,False,False,False,False
1791,Restaurant Brace, 1452 ,False,False,False,False,False,True,False,False,False
1792,Asador, 1414 ,False,False,False,False,False,False,False,False,True
1793,Cafe Oha, 2000 ,False,False,False,False,True,False,False,False,False
1794,Cafe Gl. Torv - Huset med det grønne træ, 1457 ,False,False,False,False,False,False,False,False,False
1795,Toto Vin & Spisebar, 2300 ,False,False,False,False,False,False,False,False,False
1796,Mors Køkken, 2000 ,False,False,False,False,False,False,False,False,False
1797,Restaurant Palægade, 1261 ,False,False,False,False,False,False,False,False,False
1798,Black Swan, 1300 ,False,False,False,False,False,False,False,False,False
1799,Restaurant AOC, 1302 ,False,False,False,False,False,False,False,False,False
1800,RetroGusto, 1620 ,False,False,False,False,False,True,False,False,False
1801,Den Lille Fede Restaurant, 1264 ,False,False,False,False,False,False,False,False,False
1802,Ravnsborg Kitchen & Bar, 2200 ,False,False,False,False,True,True,False,False,False
1803,Aamanns 1921, 1153 ,False,False,False,False,False,False,False,False,False
1804,Bon Bon Ice, 2000 ,False,False,False,False,False,False,False,False,False
1805,Aamanns Etablissement, 2100 ,False,False,False,False,False,False,False,False,False
1806,Era Ora, 1414 ,False,False,False,False,False,True,False,False,False
1807,CORK Vinbar, 1866 ,False,False,False,False,False,False,False,False,False
1808,Stempel - Bar & Kitchen, 1670 ,False,False,False,False,True,False,False,False,False
1809,Chez Bruno, 1610 ,False,False,False,False,False,False,False,False,False
1810,KöD København, 1066 ,False,False,False,False,False,False,False,False,True
1811,Restaurant Ravelinen, 1400 ,False,False,False,False,False,False,False,False,False
1812,Kanton 27, 2000 ,False,False,False,False,False,False,False,False,False
1813,Khun Juk Oriental, ,False,False,False,True,False,False,False,False,False
1814,Palæ Bar, 1104 ,False,False,False,False,False,False,False,False,False
1815,Kiin Kiin, 2200 ,False,False,False,True,False,False,False,False,False
1816,BENTO Restaurant & Cocktail Bar, 1653 ,False,False,False,False,False,False,False,False,False
1817,Mudan Restaurant, 2000 ,False,False,False,False,False,False,False,False,False
1818,Souls Nørreport, ,False,False,False,False,False,False,False,False,False
1819,Mad & Kaffe, 1720 ,False,False,False,False,True,False,False,False,False
1820,Kato Sushi, 1970 ,False,False,False,False,False,False,False,False,False
1821,Kadeau, 1408 ,False,False,False,False,False,False,False,False,False
1822,Restaurant Tight, 1207 ,False,False,False,False,False,False,False,False,False
1823,Restaurant Amalie, 1256 ,False,False,False,False,False,False,False,False,False
1824,Olivers Oase, 1820 ,False,False,False,False,True,False,False,False,False
1825,Restaurant Schoennemann, 1127 ,False,False,False,False,False,False,False,False,False
1826,Morgenstedet, 1440 ,False,False,False,False,False,False,False,False,False
1827,Apartment 38, 1879 ,False,False,False,False,False,False,False,False,False
1828,KöD Vesterbro, 1620 ,False,False,False,False,False,False,False,False,True
1829,Sushi Factory, 2000 ,False,False,False,False,False,False,False,False,False
1830,Sporvejen, 1154 ,False,False,False,False,False,False,False,False,False
1831,Restaurant Radio, ,False,False,False,False,False,False,False,False,False
1832,Frenchy, 1207 ,False,False,False,False,True,False,False,False,False
1833,Chao Viet Kitchen, 1458 ,False,False,False,False,False,False,False,False,False
1834,Temporada Tapasbodega, 2000 ,False,False,False,False,False,False,False,False,False
1835,Sankt Annae 8, ,False,False,False,False,False,False,False,False,False
1836,Restaurant Under Uret - Frokost, 2100 ,False,False,False,False,False,False,False,False,False
1837,Restaurant Nepali Bhancha, 1879 ,False,False,False,False,False,False,False,False,False
1838,Mad & Kaffe, 2000 ,False,False,False,False,False,False,False,False,False
1839,Vaekst, 1453 ,False,False,False,False,False,False,False,False,False
1840,Höst, 1364 ,False,False,False,False,False,False,False,False,False
1841,L'Enoteca di Mr. Brunello Restaurant & Wine Shop, 1564 ,False,False,False,False,False,True,False,False,False
1842,Noma, 1432 ,False,False,False,False,False,False,False,False,False
1843,Hos Otto, 1820 ,False,False,False,False,False,False,False,False,False
1844,Olioli, 1850 ,False,False,False,False,False,False,False,False,False
1845,Madglad, 1657 ,False,False,False,False,False,False,False,False,False
1846,Kong Hans Kaelder, 1070 ,False,False,False,False,False,False,False,False,False
1847,Trattoria 54, 2000 ,True,False,False,False,False,True,False,False,False
1848,Restaurant Cofoco, ,False,False,False,False,False,False,False,False,False
1849,Souls, 2100 ,False,False,False,False,True,False,False,False,False
1850,Blaabjerg & Madsen - Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
1851,Restaurant Garden, 1123 ,False,False,False,False,False,False,False,False,False
1852,Ewalds, 2000 ,False,False,False,False,True,False,False,False,False
1853,Ché Fè, 1300 ,False,False,False,False,False,True,False,False,False
1854,Restaurant Grønnegade, 1107 ,False,False,True,False,False,False,False,False,False
1855,Trattoria l’Alba, 1057 ,False,False,True,False,False,True,False,False,False
1856,Feed Bistro, 2200 ,False,False,False,False,False,False,False,False,False
1857,Goomi, 1401 ,False,False,False,False,False,False,False,False,False
1858,Café Patina, 1668 ,False,False,False,False,False,False,False,False,False
1859,La Bonne, 2000 ,False,False,False,False,False,False,False,False,False
1860,Studio - The Standard, 1058 ,False,False,False,False,False,False,False,False,False
1861,The Red Box, 1264 ,False,False,False,False,False,False,False,False,False
1862,BODIL - et spisested, 1720 ,False,False,False,False,False,False,False,False,False
1863,Restaurant Schonnemann, 1127 ,False,False,False,False,False,False,False,False,False
1864,Famosi e Golosi, 1958 ,False,False,False,False,False,True,False,False,False
1865,Basso København, 1302 ,False,False,False,False,False,True,False,False,False
1866,Carne Famo, 1610 ,False,False,False,False,False,True,False,False,False
1867,Trattoria SUD, 1360 ,False,False,False,False,False,True,False,False,False
1868,Restaurant leaven, 1104 ,False,False,True,False,False,False,False,False,False
1869,Made in Italy, 1800 ,True,False,False,False,False,True,False,False,False
1870,Salon 39, 1900 ,False,False,False,False,False,False,False,False,False
1871,Husmann's Vinstue, 1454 ,False,False,False,False,False,False,False,False,False
1872,Kokkeriet, 1306 ,False,False,False,False,False,False,False,False,False
1873,Banana Joe, 2200 ,False,False,False,False,False,False,False,False,False
1874,San Marco Junior, 2000 ,False,False,False,False,False,True,False,False,False
1875,Sale é Pepe, 2000 ,False,False,False,False,False,True,False,False,False
1876,Marv & Ben, 1205 ,False,False,False,False,False,False,False,False,False
1877,Bowl Market Copenhagen, 1656 ,False,False,False,False,False,False,False,False,False
1878,Café Komplet, 1264 ,False,False,False,False,False,False,False,False,False
1879,Mondän, 2000 ,False,False,False,False,False,False,False,False,False
1880,Geranium, ,False,False,False,False,False,False,False,False,False
1881,La Vita e Bella, 2000 ,False,False,False,False,False,True,False,False,False
1882,Bastard Café, 1466 ,False,False,False,False,True,False,False,False,False
1883,Ristorante Da Claudio, 2000 ,False,False,False,False,False,True,False,False,False
1884,Reinwald's, 1879 ,False,False,False,False,False,False,False,False,False
1885,Cafe Lindevang, 2000 ,False,False,False,False,False,False,False,False,False
1886,Frederiks Have, 2000 ,False,False,False,False,False,False,False,False,False
1887,Mielcke & Hurtigkarl, 2000 ,False,False,False,False,False,False,False,False,False
1888,Enomania, 1800 ,False,False,False,False,False,True,False,False,False
1889,Crispy Pig, 1432 ,False,False,False,False,False,False,False,False,False
1890,Baobab, 1432 ,False,False,False,False,False,False,False,False,False
1891,Vi Viet, 2300 ,False,False,False,False,False,False,False,False,False
1892,Il Paradiso, 2400 ,True,False,False,False,False,False,False,False,False
1893,Legi Legi, ,False,False,False,False,False,False,False,False,False
1894,Cous Cous, ,False,False,False,False,False,False,False,False,False
1895,Ost deli, ,False,False,False,False,False,False,False,False,False
1896,Café Baggården, 2200 ,False,False,False,False,False,False,False,False,False
1897,Bedste kaffebar i kbh, ,False,False,False,False,False,False,False,False,False
1898,New Tokyo Sushi, 1958 ,False,False,False,False,False,False,False,False,False
1899,Axolotl, 1209 ,False,False,False,False,False,False,False,False,False
1900,Pizzeria Pepe, 2300 ,False,False,False,False,False,False,False,False,False
1901,The Set, 2100 ,False,False,False,False,False,False,False,False,False
1902,Hermes Antik & Kaffebar, 1850 ,False,False,False,False,False,False,False,False,False
1903,India, 1436 ,False,False,False,False,False,False,False,False,False
1904,Pizza Gallery Ravnsborggade, 2200 ,False,False,False,False,False,False,False,False,False
1905,Bubbles, 1799 ,False,False,False,False,False,False,False,False,False
1906,Smørrebrødsforretningen, 1264 ,False,False,False,False,False,False,False,False,False
1907,OISHI Sushi, 1620 ,False,False,False,False,False,False,False,False,False
1908,Byens Bogcafé, 1650 ,False,False,False,False,False,False,False,False,False
1909,Café Vand og Brød ApS, 1760 ,False,False,False,False,True,False,False,False,False
1910,Kaffehytten, 2100 ,False,False,False,False,False,False,False,False,False
1911,The Bagel Bite, 1620 ,False,False,False,False,False,False,False,False,False
1912,Tampopo, 1361 ,False,False,False,False,False,False,False,False,False
1913,Monastic, ,False,False,False,False,False,False,False,False,False
1914,Cake Châlet, 2500 ,False,False,False,False,True,False,False,False,False
1915,CCR Sunde Køkken, 2100 ,False,False,False,False,False,False,True,False,False
1916,Ciderbar, 1457 ,False,False,False,False,False,False,False,False,False
1917,Nye Tider, 1307 ,False,False,False,False,False,False,False,False,False
1918,Piccola Cosi, 2300 ,False,False,False,False,False,True,False,False,False
1919,Coffee Licious, 2000 ,False,False,False,False,True,False,False,False,False
1920,The Bagel CO, 1153 ,False,False,False,False,False,False,False,False,False
1921,Lins Sushi, 2100 ,False,False,False,False,False,False,False,False,False
1922,Gastronomia Italiana, 2100 ,False,False,False,False,False,False,False,False,False
1923,Veneto Pizza, 1751 ,False,False,False,False,False,True,False,False,False
1924,Lagkagehuset, 1799 ,False,False,False,False,False,False,False,False,False
1925,CC Restaurant Sushi & Wok, 2200 ,False,False,False,False,False,False,False,False,False
1926,The Rusty Jiggar, 1705 ,False,False,False,False,False,False,False,False,False
1927,Street Polenta, 1432 ,False,False,False,False,False,False,False,False,False
1928,Underwood Ink, 2200 ,False,False,False,False,False,False,False,False,False
1929,Sala Thai Mad, 2400 ,False,False,False,True,False,False,False,False,False
1930,Indian Tandoor Restaurant, 1620 ,False,False,False,False,False,False,False,False,False
1931,Uden Ben, 1650 ,False,False,False,False,False,False,False,False,False
1932,Den okologiske poles and, ,False,False,False,False,False,False,False,False,False
1933,Grand Teatret, 1460 ,False,False,False,False,True,False,False,False,False
1934,RaJuize, 1615 ,False,False,False,False,False,False,False,False,False
1935,Wok Inside, 1620 ,False,False,False,False,False,False,False,False,False
1936,Kosmos K, 1453 ,False,False,False,False,False,False,False,False,False
1937,Limdim, ,False,False,False,True,False,False,False,False,False
1938,Oishi Sushi, 2300 ,False,False,False,False,False,False,False,False,False
1939,Minas Kaffebar, 2200 ,False,False,False,False,False,False,False,False,False
1940,Yokoso Sushi, 2100 ,False,False,False,False,False,False,False,False,False
1941,Boheme Kaffebar, 2300 ,False,False,False,False,True,False,False,False,False
1942,Tomasito - Cozy Coffee, 2100 ,False,False,False,False,True,False,False,False,False
1943,Cafe Lille Peter V.Sild - Per Krog, 2400 ,False,False,False,False,False,False,False,False,False
1944,VACA - Trianglen, 2100 ,False,False,False,False,False,False,False,False,False
1945,LeLe Street Kitchen, 2300 ,False,False,False,False,False,False,False,False,False
1946,Shawarma Huset, 1123 ,False,False,False,False,False,False,False,False,False
1947,Ismejeriet Tivoli, ,False,False,False,False,True,False,False,False,False
1948,Vestford Manor, 2200 ,False,False,False,False,False,True,False,False,False
1949,Baggard 27, 1468 ,False,False,False,False,False,False,False,False,False
1950,Tokyo Sushi, 2720 ,False,True,False,False,False,False,False,False,False
1951,Kiin Kiin 71 omakase, 1051 ,False,False,False,False,False,False,False,False,False
1952,LETZ SUSHI ISLANDS BRYGGE, 2300 ,False,True,True,False,False,False,False,False,False
1953,Woodomi, 1264 ,False,False,False,False,False,False,False,False,False
1954,Blaaregn, 2200 ,False,False,False,False,False,False,False,False,False
1955,Dam Good Goodies, 2200 ,False,False,False,False,False,False,False,False,False
1956,Katsura Sushi, 2720 ,False,False,False,False,False,False,False,False,False
1957,Restaurant Kongen, 1850 ,False,False,False,False,False,False,False,False,False
1958,Garbanzo, 1118 ,False,False,False,False,False,False,False,False,False
1959,Cafe Badklubben, 1403 ,False,False,False,False,False,False,False,False,False
1960,Blue Raven, 2300 ,False,False,False,False,False,False,False,False,False
1961,Asap Food, ,False,False,False,False,False,False,False,False,False
1962,Unica, 1700 ,False,False,False,False,False,False,False,False,False
1963,Tacos Chilangos, 1118 ,False,False,False,False,False,False,False,False,False
1964,Sawaddee, 2300 ,False,False,False,False,False,False,False,False,False
1965,Pizza Palads, ,True,False,False,False,False,False,False,False,False
1966,Min nye kaffebar, 1671 ,False,False,False,False,False,False,False,False,False
1967,Juicy - Nørregade 53, 1165 ,False,False,False,False,False,False,False,False,False
1968,Pandekagehuset Norrebro, 2200 ,False,False,False,False,False,False,False,False,False
1969,Bike and Bake, 2200 ,True,False,False,False,False,True,False,False,False
1970,Badstuen, 1209 ,False,False,False,False,False,False,False,False,False
1971,Bar rouge københavn, 1103 ,False,False,False,False,False,False,False,False,False
1972,Shakes and Cakes, 2100 ,False,False,False,False,False,False,False,False,False
1973,Koi Sushi, 2200 ,False,True,False,False,False,False,False,False,False
1974,Leonard's, 2870 ,False,False,False,False,False,False,False,False,False
1975,Tove Smorrebrod, 2100 ,False,False,False,False,False,False,False,False,False
1976,Dinewithus, 1829 ,False,False,False,False,False,False,False,False,False
1977,Funder, 2000 ,False,False,False,False,False,False,False,False,False
1978,Bageren I Nansensgade, ,False,False,False,False,False,False,False,False,False
1979,LETZ SUSHI VALBY, 2500 ,False,True,True,False,False,False,False,False,False
1980,The Grid, 1453 ,False,False,False,False,False,False,False,False,False
1981,LETZ SUSHI AMAGER, 2300 ,False,True,True,False,False,False,False,False,False
1982,Cafe World, ,False,False,False,False,False,False,False,False,False
1983,Juice'It, 1172 ,False,False,False,False,True,False,False,False,False
1984,Cafe Tilda, 2200 ,False,False,False,False,False,False,False,False,False
1985,Blagards Kebab, 2200 ,True,False,False,False,False,False,False,False,False
1986,Limar, 2200 ,False,False,False,False,False,False,False,False,False
1987,OliOli, 1360 ,False,False,True,False,False,False,False,False,False
1988,Tapa del Toro, 1362 ,False,False,False,False,False,False,False,False,False
1989,Mattsson Nielsen, 1560 ,False,False,False,False,False,False,False,False,False
1990,Hanegal, 1150 ,False,False,False,False,False,False,False,False,False
1991,Pompette, 2200 ,False,False,False,False,False,False,False,False,False
1992,Cafe Slusen, 2300 ,False,False,False,False,False,False,False,False,False
1993,Wai Mai, 2450 ,False,False,False,False,False,False,False,False,False
1994,Snack & Blues, 2200 ,False,False,False,False,False,False,False,False,False
1995,Aosta Pizza, 2200 ,True,False,False,False,False,True,False,False,False
1996,Isværket, 2200 ,False,False,False,False,False,False,False,False,False
1997,Cafe 1620, ,False,False,False,False,False,False,False,False,False
1998,Kod & Bajer, 1620 ,False,False,False,False,False,False,False,False,False
1999,Chela Empanadas Aps, 2300 ,False,False,False,False,False,False,False,False,False
2000,Enghave smørrebrød, 1670 ,False,False,False,False,False,False,False,False,False
2001,The Lab Kitchen, 2100 ,False,False,False,False,False,False,False,False,False
2002,"Dispensary, Whisk(e)y & Beer", 2200 ,False,False,False,False,False,False,False,False,False
2003,Mad Synergi, ,False,False,False,False,True,False,False,False,False
2004,Zahren Gourmet, ,False,False,False,False,False,False,False,False,False
2005,The Reception, 1660 ,False,False,False,False,True,False,False,False,False
2006,KaffeBroen, 2200 ,False,False,False,False,False,False,False,False,False
2007,Crepe'tastic, 1175 ,False,False,False,False,False,False,False,False,False
2008,Formaggio Pizza, 2450 ,False,False,False,False,False,False,False,False,False
2009,Cafe Julia & Safija, 2200 ,False,False,False,False,False,False,False,False,False
2010,Haven, 1799 ,False,False,False,False,False,False,False,False,False
2011,Den Fede Kylling, 1620 ,False,False,False,False,False,False,False,False,False
2012,Restaurant IDA Bryggen, ,False,False,False,False,False,False,False,False,False
2013,Pizzeria Imperia, 1364 ,True,False,False,False,False,True,False,False,False
2014,Østerberg Ice Cream, 1618 ,False,False,False,False,True,False,False,False,False
2015,Emmerys, 2200 ,False,False,False,False,False,False,False,False,False
2016,Kaffe & Vinbaren, 2200 ,False,False,False,False,False,False,False,False,False
2017,Tapa del Toro Tivoli, 1577 ,False,False,False,False,False,False,False,False,False
2018,Met Cph, 2200 ,False,False,False,False,True,False,False,False,False
2019,La Carmela Pizzeria e Birrateque, 2500 ,False,False,False,False,False,True,False,False,False
2020,Sasaa, 2200 ,False,False,False,False,False,False,False,False,False
2021,Woo Wok, ,False,False,False,True,False,False,False,False,False
2022,Toast CPH, 1253 ,False,False,False,False,False,False,False,False,False
2023,Hansens Flødeis på Bryggen, 2300 ,False,False,False,False,False,False,False,False,False
2024,Sultan shawarma, 2200 ,False,False,False,False,False,False,False,False,False
2025,Bravissimo, 2300 ,False,False,False,False,False,False,False,False,False
2026,Yum Yoga & Café, 2450 ,False,False,False,False,True,False,False,False,False
2027,Kato Sushi, 1400 ,False,False,False,False,False,False,False,False,False
2028,Dhaba Indian street food, 1432 ,False,False,False,False,False,False,True,False,False
2029,Coffeesound, 2700 ,False,False,False,False,False,False,False,False,False
2030,The Handsome - Sandwich & Coffee, 1254 ,False,False,False,False,False,False,False,False,False
2031,La Boca, 1620 ,False,False,False,False,False,False,False,False,False
2032,Amazonia Cocktails and Kitchen, 2200 ,False,False,False,False,False,False,False,False,False
2033,Sandwich27, 1360 ,False,False,False,False,False,False,False,False,False
2034,Alice Ice Cream and Coffee, 2300 ,False,False,False,False,False,False,False,False,False
2035,Brød, 1670 ,False,False,False,False,True,False,False,False,False
2036,Cafetid, 1655 ,False,False,False,False,False,False,False,False,False
2037,Hotdogs & Beers, 2200 ,False,False,False,False,False,False,False,False,False
2038,So Last Year 2nd Hand & Coffee, 1674 ,False,False,False,False,False,False,False,False,False
2039,Vinøs Vinbar, 2300 ,False,False,False,False,False,False,False,False,False
2040,Cafe Grekenlandsvej, 2300 ,False,False,False,False,False,False,False,False,False
2041,Kaffetarnet, 1165 ,False,False,False,False,False,False,False,False,False
2042,Grosen & Falkenbergs, 1434 ,False,False,False,False,False,False,False,False,False
2043,Rays, 2200 ,False,False,False,False,True,False,False,False,False
2044,Cafe Assistenten, 2200 ,False,False,False,False,False,False,False,False,False
2045,Mulgeo Blinis & Bubbles Bar Torvehallerne, 1361 ,False,False,True,False,False,False,False,False,False
2046,Bastionens Cafe, ,False,False,False,False,False,False,False,False,False
2047,Kaldi Copenhagen, 1650 ,False,False,False,False,False,False,False,False,False
2048,Koelschip, 2200 ,False,False,False,False,False,False,False,False,False
2049,Grød, 1620 ,False,False,False,False,False,False,False,False,False
2050,Restaurant Støj, 1300 ,False,False,False,False,False,False,False,False,False
2051,Madsens Mekka, 2400 ,False,False,False,False,False,False,False,False,False
2052,"Woolstock - cotton, wool and coffee", ,False,False,False,False,True,False,False,False,False
2053,My Poké Illum, 1100 ,False,False,False,False,False,False,False,False,False
2054,Kahyt & Kaffe, 2450 ,False,False,False,False,False,False,False,False,False
2055,Kogebogeriet - Kogeboghandel Og Café, 2200 ,False,False,False,False,False,False,False,False,False
2056,Guilty Copenhagen, 1620 ,False,False,False,False,True,False,False,False,False
2057,Bj´s Original Burger Joint, 1620 ,False,False,False,False,False,False,False,False,False
2058,Berkeley take away, ,False,False,False,False,False,False,False,False,False
2059,One Bowl, 2400 ,False,False,False,False,True,False,False,False,False
2060,Bon Appetit, 1455 ,False,False,False,False,False,False,False,False,False
2061,Bak Homemade Sandwich, 1264 ,False,False,False,False,False,False,False,False,False
2062,Bua Restaurant, 2200 ,False,False,False,False,False,False,False,False,False
2063,Brewers inc, 2200 ,False,False,False,False,False,False,False,False,False
2064,Elliot - Coffee & Craft Beer, 1118 ,False,False,False,False,False,False,False,False,False
2065,Café Parallel, 1620 ,False,False,False,False,True,False,False,False,False
2066,Impronta, 2900 ,False,False,False,False,False,False,False,False,False
2067,51 Street Food, 2200 ,False,False,False,False,False,False,False,False,False
2068,Ali bageri, 2200 ,False,False,False,False,False,False,False,False,False
2069,The Storm Inn, ,False,False,False,False,False,False,False,False,False
2070,Homemate Ready to go, 1360 ,False,False,False,False,False,False,False,False,False
2071,"Holm Cider, ciderbar & shop", 1650 ,False,False,False,False,False,False,False,False,False
2072,Pio Vin & Bar, ,False,False,False,False,False,False,False,False,False
2073,Bingo 156, 2300 ,False,False,False,False,False,False,False,False,False
2074,Smagsløget (City), 1165 ,False,False,False,False,False,True,False,False,False
2075,Buvette Nordhavn, 2150 ,False,False,False,False,False,False,False,False,False
2076,Ristorante Zio & Nonna, 2100 ,False,False,True,False,False,True,False,False,False
2077,Maobao, 2200 ,False,False,False,False,False,False,False,False,False
2078,Coffee Fellaz, ,False,False,False,False,True,False,False,False,False
2079,Cafe Ristet Rug, 2200 ,False,False,False,False,False,False,False,False,False
2080,Cheung's Grill, ,False,False,False,False,False,False,False,False,False
2081,Natur Tørst, 2300 ,False,False,False,False,False,False,False,False,False
2082,Tea:licious Café, 1455 ,False,False,False,False,True,False,False,False,False
2083,Elly's kaffebar, 2200 ,False,False,False,False,False,False,False,False,False
2084,Mikkeler Barrel Room, ,False,False,False,False,False,False,False,False,False
2085,nihao YAO, 2000 ,False,False,False,False,False,False,False,False,False
2086,Brødrene Grim, 2200 ,False,False,False,False,False,False,False,False,False
2087,Det Argentinske Vinhus Vinos Los Andes, 2300 ,False,False,False,False,False,False,False,False,False
2088,Cafe Pyt, 2450 ,False,False,False,False,True,False,False,False,False
2089,Ramsløg by sides., 1432 ,False,False,False,False,False,False,False,False,False
2090,Kødbyens Is, 1711 ,False,False,False,False,False,True,False,False,False
2091,Vini Vino, 2200 ,False,False,False,False,False,False,False,False,False
2092,Victorious Sportsbar & Café, 1459 ,False,False,False,False,True,False,False,False,False
2093,No 95, 2300 ,False,False,False,False,False,False,False,False,False
2094,Gorda Empanadas, 1674 ,False,False,False,False,False,False,False,False,False
2095,20 Grams -Specialty Coffee Shop, 1174 ,False,False,False,False,False,False,False,False,False
2096,Blaabjerg & Madsen - Vesterbro, 1620 ,False,False,False,False,True,False,False,False,False
2097,Social Corner Board Game Cafe, 1171 ,False,False,False,False,True,False,False,False,False
2098,Currybox, 2200 ,False,False,False,False,False,False,True,False,False
2099,Xilonen - House of Corn, 1360 ,False,False,False,False,False,False,False,False,False
2100,Pico Pizza, 2200 ,True,False,False,False,False,False,False,False,False
2101,Kewei's Kitchen, 1715 ,False,False,False,False,False,False,False,False,False
2102,Burks køkken & bar, 1119 ,False,False,False,False,False,False,False,False,False
2103,The Fish Project, 1123 ,False,False,True,False,False,False,False,False,False
2104,The Midwestern Diner, 1369 ,False,False,False,False,False,False,False,False,False
2105,René Noir, 2100 ,False,False,False,False,False,False,False,False,False
2106,Cotoa, 1453 ,False,False,False,False,True,False,False,False,False
2107,Falang Asiateria, 1650 ,False,False,True,True,False,False,False,False,False
2108,Ro Chokolade, 2200 ,False,False,False,False,False,False,False,False,False
2109,Sushi-Tsukiji, 1360 ,False,False,False,False,False,False,False,False,False
2110,4Greeks Food, ,False,False,False,False,False,False,False,False,False
2111,Parma & Pasta, 2630 ,False,False,False,False,False,True,False,False,False
2112,K96, 1151 ,False,False,False,False,True,True,False,False,False
2113,Chill-ee, ,False,False,False,False,True,False,False,False,False
2114,The Nomad & The Bean, 2300 ,False,False,False,False,True,False,False,False,False
2115,GROS, 1620 ,False,False,False,False,False,False,False,False,False
2116,Ambassaden & Konsulatet, 2100 ,False,False,False,False,False,False,False,False,False
2117,Green Island of Copenhagen, 1560 ,False,False,False,False,False,True,False,False,False
2118,Restaurant MA, 1117 ,False,False,False,False,False,False,False,False,False
2119,Banh Mi, 2200 ,False,False,False,False,False,False,False,False,False
2120,Pasta La Pasta, 1101 ,False,False,False,False,False,True,False,False,False
2121,Isoteket, 2100 ,False,False,False,False,False,False,False,False,False
2122,Krystal Sandwich, 1172 ,False,False,False,False,False,False,False,False,False
2123,Dina Bar Kafe, 1552 ,False,False,False,False,False,True,False,False,False
2124,Mums Deli, 1208 ,False,False,False,False,True,False,False,False,False
2125,Perbacco, 1115 ,True,False,False,False,False,True,False,False,False
2126,Thirion - Charcuterie & Vins, 1422 ,False,False,False,False,False,False,False,False,False
2127,Hachi Sushi, 2100 ,False,False,True,False,False,False,False,False,False
2128,JaDa! Cafe, 1208 ,False,False,False,False,False,False,False,False,False
2129,XOCOVINO, 1155 ,False,False,False,False,False,False,False,False,False
2130,Le Caprice, 1366 ,False,False,False,False,False,False,False,False,False
2131,H table, 1369 ,False,False,False,False,False,False,False,False,False
2132,Restaurant 1733, 1203 ,False,False,True,False,False,False,False,False,False
2133,Limone Piazza, 1158 ,False,False,False,False,False,True,False,False,False
2134,Liban Cuisine, 2200 ,False,False,False,False,False,False,False,False,False
2135,Den Go'e Kaffebar, 1820 ,False,False,False,False,False,False,False,False,False
2136,Biblioteket Danasvej, 1910 ,False,False,False,False,False,False,False,False,False
2137,Prætoria Bar, 1866 ,False,False,False,False,False,False,False,False,False
2138,Tuttitalia Trattoria Pizzeria, 1879 ,False,False,False,False,False,True,False,False,False
2139,Café Ocean, 1800 ,False,False,False,False,False,False,False,False,False
2140,Tit Is, 1800 ,False,False,False,False,False,False,False,False,False
