God pris,Mad,Restaurant,Service,Stemning,Location,Number of reviews,Price class,Main rating,Ranking on list,Price range,Type of food,Address,Type of food link
45,45,L'Enoteca di Mr. Brunello Restaurant &amp; Wine Shop,50,,"55.67104,12.574041",219,--$$$$---------,"4,5",37,NaN,Europæisk,"Rysensteensgade 16, København 1564 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
40,45,Aamanns Etablissement,45,40,"55.690094,12.57505",193,--$$-$$$---,"4,5",67,262,Dansk,"Oester Farimagsgade 12, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk, Skandinavisk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,45,RetroGusto,45,45,"55.67287,12.558201",571,--$$-$$$---------,"4,5",71,NaN,Europæisk,"Vesterbrogade 31, 1620 Kbh-V Vesterbrogade 31,, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,45,Ristorante Buono,45,,"55.67157,12.559303",169,--$$-$$$---------,"4,5",84,NaN,Europæisk,"Abel Cathrines Gade 21, København 1654 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a></div>"
40,45,simpleRAW,45,,"55.679848,12.575983",230,--$$-$$$---------,"4,5",80,148,Europæisk,"Gråbrødretorv 9, København 1154 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,50,Toto Vin &amp; Spisebar,45,,"55.65585,12.60989",87,--$$-$$$------,"4,5",75,NaN,Europæisk,"Amagerbrogade 145, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Vinstue, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,45,Asador,45,45,"55.672287,12.590602",439,--$$-$$$---------,"4,5",77,899,Argentinsk,"Overg. Neden Vandet 17, København 1414 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, <a href=""/Restaurants-g189541-c6-Copenhagen_Zealand.html"">Grillmad</a>, <a href=""/Restaurants-g189541-c10698-Copenhagen_Zealand.html"">Argentinsk</a></div>"
40,45,Fleisch,45,,"55.66907,12.558636",433,--$$-$$$---,"4,5",88,NaN,Dansk,"Slagterboderne 7 Kødbyen, København 1716 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Skandinavisk, Dansk, <a href=""/Restaurants-g189541-zfz10992-Copenhagen_Zealand.html"">Glutenfri retter</a></div>"
40,45,Restaurant Palægade,45,,"55.68222,12.586586",327,--$$-$$$---,"4,5",74,402,Dansk,"Palaegade 8, København 1261 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,45,Sticks'n'Sushi,45,,"55.683357,12.584706",264,--$$-$$$---------,"4,5",90,3.688,Fisk og skaldyr,"Borgergade 13, København 1300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
40,45,Halifax København K,45,40,"55.678185,12.569627",258,--$$-$$$------,"4,5",81,NaN,Amerikansk,"Larsbjoernsstraede 9, København 1454 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, Bar, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
45,45,Jurfood,50,,"55.661644,12.630313",115,--$$-$$$------,"5,0",86,101,Café,"Øresundsvej 150D, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
45,45,Chez Bruno,45,45,"55.673634,12.555206",392,--$$-$$$---------,"4,5",63,235,Europæisk,"Gammel Kongevej 27, St, København 1610 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,40,Black Swan,45,45,"55.68648,12.587611",117,--$$-$$$,"4,5",73,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Pub</div>","Borgergade 93, København 1300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Pub</div>"
40,40,Ravnsborg Kitchen &amp; Bar,35,,"55.687878,12.561117",338,--$$-$$$---------,"4,5",69,248,Café,"Ravnsborggade 1, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
45,45,Cafe Gl. Torv - Huset med det grønne træ,45,45,"55.678246,12.572392",195,--$$-$$$,"4,5",76,181,Dansk,"Gammeltorv 20, København 1457 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Skandinavisk, Dansk</div>"
45,45,Den Lille Fede Restaurant,45,45,"55.68215,12.585653",721,--$$$$---,"4,5",70,6.706,Centraleuropæisk,"Store Kongensgade 17, København 1264 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Centraleuropæisk, Skandinavisk</div>"
45,45,Restaurant Ravelinen,45,45,"55.6704,12.595598",354,--$$-$$$---,"4,5",61,221,Dansk,"Torvegade 79, København 1400 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,45,Fuego,45,45,"55.678135,12.588968",677,--$$$$---------,"4,5",87,4.023,Argentinsk,"Holbergsgade 14, København 1057 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, <a href=""/Restaurants-g189541-c10639-Copenhagen_Zealand.html"">Latinamerikansk</a>, <a href=""/Restaurants-g189541-c10698-Copenhagen_Zealand.html"">Argentinsk</a></div>"
45,45,Aamanns 1921,45,,"55.6803,12.575873",206,--$$-$$$---,"4,5",68,449,Dansk,"Niels Hemmingsens Gade 19-21, København 1153 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk, Skandinavisk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,45,Damindra,40,40,"55.6788,12.590855",481,--$$$$---------,"4,5",91,764,Asiatisk,"Holbergsgade 26 Copenhagen C, København 1054 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
40,45,Sticks'n'Sushi,45,40,"55.669716,12.554844",310,--$$-$$$---------,"4,5",89,550,Asiatisk,"Istedgade 62, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
40,45,Restaurant AOC,45,40,"55.68324,12.5892",326,--$$$$---,"4,5",72,NaN,Dansk,"Dronningens Tværgade 2, København 1302 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
45,40,Palæ Bar,45,,"55.6813,12.583736",136,--$,"4,5",59,NaN,Bar,"Ny Adelgade 5, København 1104 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, Bar, Pub, Dansk</div>"
45,50,Bowl Market Copenhagen,45,,"55.672024,12.555914",113,--$$-$$$---,"4,5",9,80,Dansk,"Gasvaerksvej 3, København 1656 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a>, Skandinavisk, Dansk</div>"
40,45,Restaurant Brace,45,,"55.679573,12.568498",199,--$$$$------,"4,5",78,778,Dansk,"Teglgardstraede 8A, København 1452 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
40,45,Era Ora,45,45,"55.673244,12.591508",602,--$$$$------,"4,5",66,1.281,Europæisk,"Overgaden Neden Vandet 33B, København 1414 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Moderne</div>"
40,45,Restaurant Koefoed,45,45,"55.683163,12.585317",674,--$$$$---,"4,5",82,1.106,Dansk,"Landgreven 3, København 1301 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
45,45,Stempel - Bar &amp; Kitchen,45,,"55.667545,12.54769",264,--$$-$$$---,"4,5",64,4.023,Café,"Enghave Plads 2, København 1670 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Dansk</div>"
40,45,Formel B,45,40,"55.67058,12.535531",608,--$$$$---,"4,5",83,NaN,Dansk,"Vesterbrogade 182, København 1800 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,45,Pony,45,40,"55.67022,12.540435",274,--$$$$---,"4,5",79,449,Dansk,"Vesterbrogade 135, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,45,Sticks'n'Sushi,40,40,"55.684326,12.566069",434,--$$-$$$---------,"4,5",93,550,Asiatisk,"Nansensgade 59, København 1366 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a></div>"
40,45,Restaurant Kronborg,45,45,"55.677628,12.574495",478,--$$-$$$---,"4,5",101,436,Dansk,"Brolæggerstræde 12, København 1211 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Skandinavisk, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,45,Restaurant U Formel,40,40,"55.67674,12.564756",504,--$$$$---,"4,5",116,NaN,Dansk,"Studiestraede 69, København 1609 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,45,Christianshavns Færgecafé,45,45,"55.67565,12.592472",450,--$$-$$$------,"4,5",115,288,Europæisk,"Strandgade 50, København 1401 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Spisested</div>"
45,45,Slurp Ramen Joint,45,,"55.685116,12.567047",145,--$$-$$$---------,"4,5",95,134,Asiatisk,"Nansensgade 90, København 1366 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c34-Copenhagen_Zealand.html"">Supper</a></div>"
45,50,Alchemist,50,,"55.693714,12.613528",68,--$$$$---,"5,0",108,2.501,International,"Refshalevej 173C, København 1432 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, Moderne, Skandinavisk</div>"
45,45,District Tonkin - Bánh Mí,40,,"55.683544,12.587593",212,--$---------,"4,5",113,121,Asiatisk,"Dronningens Tvaergade 12, København 1302 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c41-Copenhagen_Zealand.html"">Vietnamesisk</a></div>"
40,45,Restaurant Kanalen,40,45,"55.67551,12.593101",416,--$$$$---,"4,0",122,NaN,Dansk,"Wilders Plads 2, København 1403 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
45,45,Sidecar,45,,"55.687107,12.549084",132,--$$-$$$------,"4,5",107,295,Asiatisk,"Skyttegade 5, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c10686-Copenhagen_Zealand.html"">Gademad</a>, Dansk</div>"
45,45,56°,45,50,"55.684166,12.610067",208,--$$$$------,"4,5",120,248,Dansk,"Krudtløbsvej 8, København 1439 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10992-Copenhagen_Zealand.html"">Glutenfri retter</a></div>"
45,45,Amass,45,45,"55.690468,12.61124",599,--$$$$,"4,5",92,6.672,Dansk,"Refshalevej 153, København 1432 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, Skandinavisk, Dansk, Moderne</div>"
45,45,Ristorante Da Claudio,45,45,"55.686863,12.532243",259,--$$-$$$---------,"4,5",6,NaN,Europæisk,"Godthaabsvej 42, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g806262-c28-Frederiksberg_Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
40,45,El Meson,45,,"55.68259,12.575669",267,--$$-$$$---------,"4,5",98,382,Europæisk,"Hauser Plads 12, København 1127 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
50,50,Punk Royale,45,,"55.68354,12.587821",82,--$$$$---,"5,0",85,992,Europæisk,"Dronningens Tværgade 10, København 1302 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk</div>"
45,45,Villa Vino,45,45,"55.676495,12.571272",160,--$$-$$$,"4,5",109,NaN,Vinstue,"Mikkel Bryggers Gade 11, København 1460 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Vinstue</div>"
45,45,Reinwald's,45,45,"55.67887,12.547882",175,--$$-$$$------,"4,5",5,248,Dansk,"H.C. Ørsteds Vej 28, Frederiksberg, København 1879 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g806262-zfz10665-Frederiksberg_Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,45,Restaurant Karla,45,45,"55.673824,12.573938",946,--$$-$$$---,"4,5",100,308,Dansk,"Dantes Plads 1, København 1556 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,40,Mikkeller Bar,45,45,"55.671955,12.557751",859,--$$-$$$,"4,5",102,NaN,Dansk,"Viktoriagade 8 B-C 1655, København 1655 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk, Pub, Ølpub</div>"
45,50,Terra Restaurant and Cocktail bar,50,,"55.694664,12.570705",82,--$$-$$$------,"5,0",99,3.728,Italiensk,"Ryesgade 65, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, Vinstue</div>"
45,45,Cafe Lindevang,45,40,"55.67911,12.512431",233,--$$-$$$,"4,5",4,NaN,Dansk,"Sloejfen 6, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Skandinavisk, Dansk</div>"
40,45,Told&amp;Snaps,45,45,"55.679928,12.591563",538,--$$-$$$---,"4,5",118,NaN,Dansk,"Toldbodgade 2, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
45,45,La Vita e Bella,45,45,"55.684685,12.537774",899,--$$-$$$---------,"4,5",7,402,Europæisk,"Falkoner Alle 49, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g806262-zfz10665-Frederiksberg_Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
