Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere
Kaffe K,4.5,1553.0,------1620.-101.,--$---,3 anmeldelser,"55.68484,12.571856",943.0,,Café,"Gothersgade 135, København 1123 Danmark",,,
Bagelsringen,4.5,114.0,"------16,,,,,",------------,3 anmeldelser,"55.67919,12.51675",4229.0,,Amerikansk,"Peter Bangs Vej 20, Frederiksberg, København 2000 Danmark",,,
Green Buddha,4.0,1555.0,------16,--$$-$$$---,7 anmeldelser,"55.696213,12.5435",3125.0,,Thai,"Vedbækgade 13, København 2200 Danmark",,,
TATA - Cocktailbar,3.5,1544.0,------16335.-13.411.,--$$$$,6 anmeldelser,"55.67843,12.58756",272.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>","Tordenskjoldsgade 15, København 1055 Danmark",,,
Ostehjornet,4.5,1548.0,,,4 anmeldelser,"55.68348,12.5872",433.0,,,"Store Kongensgade 56, København Danmark",,,
Phago,4.5,1576.0,------1627.-101.,--$---,2 anmeldelser,"55.68947,12.56005",1845.0,,Middelhavsområdet,"Faelledvej 15 Tv, København 2200 Danmark",,,
Lagkagehuset,3.5,1573.0,,--$,8 anmeldelser,"55.68818,12.56342",1590.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Sortedam Dossering 9, København 2200 Danmark",,,
Resturant Baglokalet,4.0,1589.0,"------16,,,",---------,3 anmeldelser,"55.646015,12.601961",3937.0,,Afrikansk,"Sundbyvestervej 60 Restaurant baglokalet, København 2300 Danmark",,,
Baguette Company,4.5,1574.0,------1640.-148.,--$$-$$$---------,3 anmeldelser,"55.68323,12.57393",738.0,,Fransk,"Rosenborggade 6, København 1130 Danmark",,,
Tex Mex,3.5,1579.0,------16,--$---,6 anmeldelser,"55.661858,12.561272",2475.0,,Mexicansk,"Kalvebod Brygge 59 Fisketorvet Sydhavn, København Danmark",,,
Nr. 30,4.0,1588.0,------16201.-349.,--$$-$$$------,3 anmeldelser,"55.681892,12.563361",1323.0,,Europæisk,"Nansensgade 30, København 1366 Danmark",,,
Shakes and Cakes,5.0,1580.0,,,2 anmeldelser,"55.705875,12.578157",2904.0,,,"Århusgade 4, København 2100 Danmark",,,
A San Sushi,3.5,118.0,------16,,8 anmeldelser,"55.68147,12.51858",4117.0,,,"Finsensvej 16, Frederiksberg, København 2000 Danmark",,,
Gaarden & Gaden,3.0,1591.0,------1674.-295.,--$$-$$$---,18 anmeldelser,"55.69229,12.5522",2428.0,3.0,Bar,"Nørrebrogade 88, København 2200 Danmark",3.0,3.5,
Stefanos Mad og Kaffe,3.5,1582.0,"------16,,,",------,7 anmeldelser,"55.71011,12.568014",3501.0,,Centraleuropæisk,"Tåsinge Plads, København 2100 Danmark",,,
Tandoori Masala,3.5,1575.0,"------16,",--$$-$$$------,25 anmeldelser,"55.67891,12.56839",998.0,4.0,Asiatisk,"Skt. Peders Straede 35, København 1453 Danmark",3.5,3.0,
Sweet Valentine,4.0,1586.0,,,3 anmeldelser,"55.68364,12.56989",985.0,,,"Linnésgade 17 Stade B8, København 1361 Danmark",,,
Us Sandwich APS,4.5,1564.0,------1634.-87.,--$---,3 anmeldelser,"55.67148,12.546287",2557.0,,Amerikansk,"Vesterbrogade 97, København 1620 Danmark",,,
Damhuskanten,4.0,1567.0,,,5 anmeldelser,"55.68125,12.47333",6951.0,,,"Damhusdæmnningen 2B, København Danmark",,,
The Organic LAB,3.5,1581.0,------16101.-503.,--$$-$$$---,11 anmeldelser,"55.68169,12.585457",206.0,3.5,Dansk,"Store Kongensgade 6, København 1246 Danmark",3.0,4.0,
Mit Lille Kokken,4.0,121.0,,,5 anmeldelser,"55.67893,12.50846",4749.0,,,"Peter Bangs Vej 60, Frederiksberg, København 2000 Danmark",,,
Koshari-Egyptisk Vegetarisk Street Food,4.5,1419.0,"------16,",---,3 anmeldelser,"55.68866,12.55827",1890.0,,Egyptisk,"Noerrebrogade 41, København 2200 Danmark",,,
Shabaz Kaffebar & Køkken,3.5,1572.0,------1620.-67.,--$------,6 anmeldelser,"55.70699,12.586334",3007.0,,Europæisk,"Strandboulevarden 98, København 2100 Danmark",,,
Her Er Ro Pub,4.5,1587.0,"------16,",---,4 anmeldelser,"55.674,12.57236",996.0,,Dansk,"Stormgade 20, København Danmark",,,
Koi Sushi,5.0,1571.0,"------16,",------,3 anmeldelser,"55.69247,12.56163",1982.0,,Japansk,"Noerre Alle 13, St., Tv, København 2200 Danmark",,,
Olivaceous,3.5,1566.0,------16,---,7 anmeldelser,"55.687737,12.492645",5803.0,,Middelhavsområdet,"Kronen Vanloese Torv 1 Vanløse, København 2720 Danmark",,,
Opera Cafe,4.0,117.0,"------16,",------,5 anmeldelser,"55.67773,12.533355",3197.0,,Fransk,"Allegade 24, Frederiksberg, København 2000 Danmark",,,
Restaurant Skipperkroen,4.5,1578.0,,,2 anmeldelser,"55.49373,11.17681",90834.0,,,"Nyhavn, København Danmark",,,
Iki Sushi Vesterbro,3.5,1569.0,------16463.-1.469.,--$$-$$$---------,8 anmeldelser,"55.671062,12.543853",2716.0,,Asiatisk,"Vesterbrogade 113, København 1620 Danmark",,,
Sushi Station,4.0,1568.0,------1647.-201.,--$$-$$$------,5 anmeldelser,"55.685738,12.498756",5394.0,,Japansk,"Grøndals Parkvej 81 pa Flintholm Station, København 2720 Danmark",,,
Sorte Firkant,4.0,1590.0,,,5 anmeldelser,"55.68605,12.55794",1779.0,,,"Blågårdsgade 29, København Danmark",,,
Cafiola,3.5,1584.0,------1613.-148.,--$$-$$$---------,24 anmeldelser,"55.681293,12.572619",740.0,4.0,Café,"Fiolstraede 26, København 1171 Danmark",3.5,3.5,
Pronto Pizza III,4.5,120.0,,,3 anmeldelser,"55.67034,12.53617",3196.0,,,"Vesterbrogade 167, Frederiksberg, København 1800 Danmark",,,
Mahalle,4.0,1585.0,------1674.-201.,--$$-$$$---------,3 anmeldelser,"55.68938,12.55632",2036.0,,Arabisk,"Noerrebrogade 51, København 2200 Danmark",,,
Bar rouge københavn,5.0,1592.0,------1634.-282.,--$$-$$$,6 anmeldelser,"55.681183,12.584062",134.0,,Bar,"Ny Adelgade 3, København 1103 Danmark",,,
Karens Minde Kulturhus,4.5,1615.0,,,3 anmeldelser,"55.64681,12.529623",5031.0,,,"Wagnersvej 19, København Danmark",,,
Kabys,4.5,1595.0,"------16,",---,2 anmeldelser,"55.683647,12.565475",1242.0,,Dansk,"Nansensgade 64, København 1366 Danmark",,,
Indien Maharaja Restaurant,3.0,1606.0,------16664.-1.106.,--$$-$$$------,58 anmeldelser,"55.666847,12.59818",1703.0,3.0,Asiatisk,"Amagerbrogade 15, København 2300 Danmark",2.5,3.0,3.0
Polsevognen ved Norrebro Runddel,3.5,1598.0,"------16,",---,6 anmeldelser,"55.69742,12.54417",3171.0,,Dansk,"Nørrebrogade, København 2200 Danmark",,,
Eclipse,4.0,1622.0,,,8 anmeldelser,"55.65732,12.6084",2941.0,,,"Søren Norbys Alle 2, København Danmark",,,
Gastronomia Candido,4.5,1603.0,------16,---,6 anmeldelser,"55.68715,12.53009",3484.0,,Italiensk,"Godthaabsvej 53 2000 Frederiksberg, København Danmark",,,
Bike and Bake,5.0,1608.0,"------16,",------,2 anmeldelser,"55.69763,12.54303",3242.0,,Italiensk,"Hillerødgade 25A, 4tv, København 2200 Danmark",,,
Tempo,4.0,1602.0,------16,,4 anmeldelser,"55.68118,12.59197",506.0,,,"Sankt Annæ Plads 20, København 1250 Danmark",,,
Pandekagehuset Norrebro,5.0,1611.0,"------16,",,2 anmeldelser,"55.69304,12.55107",2534.0,,,"Noerrebrogade 102, København 2200 Danmark",,,
Poonchai Thai Restaurant,4.5,1614.0,,,2 anmeldelser,"55.66565,12.5978",1807.0,,,"Amager Boulevard 128, København 2300 Danmark",,,
Badstuen,5.0,1601.0,"------16,,",--$$-$$$,10 anmeldelser,"55.67819,12.57524",595.0,5.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Badstuestraede 7, København 1209 Danmark",5.0,5.0,
Restaurant Napa,4.5,1620.0,,,3 anmeldelser,"55.67514,12.55942",1643.0,,,"Vester Søgade 6, København 1601 Danmark",,,
Lagkagehuset,4.5,1597.0,"------16,,",,2 anmeldelser,"55.70128,12.58097",2377.0,,,"Nordre Frihavnsgade 28, København 2100 Danmark",,,
Grabs Deli,4.5,1604.0,------1634.-201.,--$$-$$$------,2 anmeldelser,"55.681324,12.583271",160.0,,Amerikansk,"Grønnegade 32, St., København 1107 Danmark",,,
Fitnesso,4.5,1596.0,,,3 anmeldelser,"55.68629,12.53463",3185.0,,,"Godthåbsvej 26, København 2000 Danmark",,,
Tasty Fresh Food,4.0,1613.0,------16,---,5 anmeldelser,"55.66285,12.60383",2268.0,,Pizza,"Reberbanegade 3, København 2300 Danmark",,,
Cafe Oum,4.5,123.0,------16,,4 anmeldelser,"55.67848,12.55462",1861.0,,,"Vodroffsvej 39, Frederiksberg, København 1900 Danmark",,,
L'Olivo,3.0,1623.0,"------16,",--$------,17 anmeldelser,"55.67982,12.591424",454.0,3.0,Italiensk,"Nyhavn 47, København 1051 Danmark",2.5,3.0,3.0
Juicy - Nørregade 53,5.0,1612.0,,,2 anmeldelser,"55.68225,12.57078",878.0,,,"Nørregade 53 53, København 1165 Danmark",,,
Min nye kaffebar,5.0,1621.0,,,2 anmeldelser,"55.66646,12.54597",2829.0,,,"Haderslevgade 24, København 1671 Danmark",,,
Pizzaria Cavallino,4.5,1618.0,,,2 anmeldelser,"55.69631,12.57175",1976.0,,,"Blegdamsvej 86, København 2100 Danmark",,,
Café Gæst,4.5,1605.0,,,2 anmeldelser,"55.68783,12.54636",2527.0,,,"Rantzausgade 58B, København 2200 Danmark",,,
Eattoday,3.5,1607.0,,--$$-$$$,16 anmeldelser,"55.725574,12.579392",5079.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Rosenvaengets Alle 3, København 2100 Danmark",4.5,5.0,
Ziang Nan,3.5,1617.0,------16,--$$-$$$,13 anmeldelser,"55.67332,12.5544",2009.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Bagerstraede 9, København 1617 Danmark",3.5,3.5,
Wedofood,4.5,122.0,"------16,,,,",------,2 anmeldelser,"55.678272,12.534002",3152.0,,Europæisk,"Gammel Kongevej 176, Frederiksberg, København 1850 Danmark",,,
Mokkariet - Odensegade,4.5,1616.0,------1620.-87.,--$---,2 anmeldelser,"55.69957,12.578318",2210.0,,Europæisk,"Odensegade 3, København 2100 Danmark",,,
The South Indian Valby,3.5,1610.0,------16101.-295.,--$$-$$$------,5 anmeldelser,"55.66473,12.512759",4789.0,,Asiatisk,"Valby Torvegade 2 Valby, København 2500 Danmark",,,
Gastronetten,4.0,1599.0,"------16,",---,5 anmeldelser,"55.67502,12.580593",596.0,,Dansk,"2200, København 2200 Danmark",,,
"Burger Shack, Carlsberg Byen",3.5,1619.0,------16,--$---,7 anmeldelser,"55.66351,12.53725",3466.0,,Amerikansk,"Tapperitorvet 1, København 1799 Danmark",,,
Coffee Industry,3.5,1594.0,"------16,",,6 anmeldelser,"55.67915,12.58483",100.0,,,"Kongens Nytorv 13 Magasin du Nord, København 1095 Danmark",,,
Cafe Engholmen,4.5,1635.0,,,2 anmeldelser,"55.65099,12.53642",4401.0,,,"Street Borgbjergsvej 28, København 2450 Danmark",,,
Form Bar,4.0,1630.0,------16114.-201.,--$$-$$$---,3 anmeldelser,"55.681175,12.591984",507.0,,International,"Sankt Annæ Plads 20, København 1250 Danmark",,,
Fidel's,3.5,1649.0,"------16,",--$$-$$$,13 anmeldelser,"55.683514,12.587643",449.0,,Bar,"Dronningens Tvaergade 9, København 1302 Danmark",,,
Tap10,4.0,1637.0,"------16,",,4 anmeldelser,"55.704876,12.577828",2797.0,,Bar,"Østerbrogade 122, København 2100 Danmark",,,
Sawaddee,5.0,1644.0,,,2 anmeldelser,"55.66029,12.61349",2858.0,,,"Oeresundsvej 48, København 2300 Danmark",,,
Magasasa Vesterbrogade,3.5,1638.0,------16,--$$-$$$---,14 anmeldelser,"55.67253,12.556818",1905.0,3.0,Kinesisk,"Vesterbrogade 39, København 1630 Danmark",3.0,3.5,
Dondon,3.5,1643.0,------16,---,9 anmeldelser,"55.68524,12.56832",1154.0,3.5,Japansk,"Noerre Farimagsgade 63, København 1364 Danmark",4.5,4.0,
Tigermom,3.5,1627.0,------16,--$$-$$$,24 anmeldelser,"55.69204,12.56675",1730.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Ryesgade 25, København 2200 Danmark",3.0,3.5,
Donna Wood,4.5,1625.0,,,3 anmeldelser,"55.67972,12.59213",499.0,,,"Nyhavn 55, København 1051 Danmark",,,
Cafe Amokka,4.0,1636.0,"------16,,,",---------,3 anmeldelser,"55.684,12.56756",1134.0,,Café,"Vendersgade 13, København 1363 Danmark",,,
Fedtekaelderen,3.5,1633.0,"------16,",---,8 anmeldelser,"55.67048,12.58811",1084.0,,Dansk,"Ovengaden oven Vandet 6A, København 1415 K Danmark",,,
LETZ SUSHI TIVOLI DET JAPANSKE TÅRN,3.0,1631.0,------1674.-302.,--$$-$$$---------,52 anmeldelser,"55.673885,12.568485",1195.0,3.0,Asiatisk,"Tivoli, The Japanese Tower, København 1630 Danmark",3.0,3.5,
Pizza Central,4.5,1648.0,,,2 anmeldelser,"55.67085,12.5591",1872.0,,,"Istedgade 23, København 1650 Danmark",,,
Tacos Chilangos,5.0,1645.0,------16,---,2 anmeldelser,"55.68106,12.58041",266.0,,Mexicansk,"Svaertegade 3, København 1118 Danmark",,,
Il Tagliere,4.5,1640.0,------16,---,3 anmeldelser,"55.68437,12.56379",1369.0,,Italiensk,"Noerre Soegade 21, København 1370 Danmark",,,
Cuisine Et Florie,4.0,1639.0,"------16,,,",---------,4 anmeldelser,"55.65913,12.51442",4951.0,,Café,"Gammel Køge Landevej 22U, København 2500 Danmark",,,
SuSu Sushi og Nikkei Restaurant,3.5,1626.0,"------16,,,",--$$-$$$---------,25 anmeldelser,"55.6911,12.556362",2138.0,4.0,Japansk,"Moellegade 13, København 2200 Danmark",4.0,3.5,
Cock's & Cows Kødbyen,3.0,1632.0,------16402.-1.207.,--$$-$$$---,36 anmeldelser,"55.66694,12.558911",2148.0,3.0,Amerikansk,"Kødboderne 9, København 1714 Danmark",2.5,3.5,
Restaurant Maharaja - Frederiksberg,3.5,1647.0,------16,--$$-$$$---,18 anmeldelser,"55.67437,12.54993",2237.0,4.0,Indisk,"Gammel Kongevej 86 C, København 1850 Danmark",3.0,3.0,
Italiensk Gastronomi Da Giovanni,4.0,1642.0,"------16,",,5 anmeldelser,"55.73674,12.50988",7843.0,,,"Soborg Hovedgade, København 2860 Danmark",,,
Cafe Bjerget,4.0,1495.0,,,6 anmeldelser,"55.71647,12.53189",5216.0,,,"Bispebjerg Torv 8, København 2400 Danmark",,,
Riccos Kaffebar Magasin du Nord,4.5,1646.0,,,2 anmeldelser,"55.67899,12.584465",111.0,,,"Kgs Nytorv Magasin du Nord, København Danmark",,,
Baker's Juice Cafe,4.0,1650.0,------1613.-47.,--$------,8 anmeldelser,"55.68195,12.55696",1721.0,,Gademad,"Rosenoerns Alle 4, København 1634 Danmark",,,
August B,3.5,1628.0,,--$$-$$$,13 anmeldelser,"55.67502,12.580593",596.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Postboks 2185 Royal Danish Threater, København 1017 Danmark",3.5,3.5,
Restaurant Sahara,3.5,1651.0,------16,--$,11 anmeldelser,"55.70858,12.54901",3870.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vingelodden 1a, København 2200 Danmark",4.0,3.5,
Pizza Palads,5.0,1629.0,------16,---,2 anmeldelser,"55.68183,12.55437",1881.0,,Pizza,"Rosenorns Alle 36, København Danmark",,,
Thai Gourmet Takeaway,3.5,124.0,------16,---,7 anmeldelser,"55.68153,12.51771",4171.0,,Thai,"Finsensvej 20, Frederiksberg, København 2000 Danmark",,,
Rebel Food,4.5,1641.0,"------16,,,",------,2 anmeldelser,"55.66897,12.55816",2040.0,,Bar,"Halmtorvet, København 1700 Danmark",,,
La Mensa Di Benito,4.0,1652.0,,,3 anmeldelser,"55.66679,12.54878",2661.0,,,"Dybbølsgade 57, København 1721 Danmark",,,
Vingaarden - Enoteca E Pizzeria,4.0,1624.0,------16121.-148.,--$$-$$$---,3 anmeldelser,"55.67842,12.582419",206.0,,Italiensk,"Vingaardstraede 21, København 1070 Danmark",,,
Gastronomia Italiana,3.5,1661.0,"------16,",------,13 anmeldelser,"55.68138,12.54938",2188.0,3.5,Italiensk,"H.C. Ørsteds Vej 48 B, København Danmark",4.0,4.0,
Unica,5.0,1656.0,,,2 anmeldelser,"55.66833,12.55685",2148.0,,,"Halmtorvet 27, København 1700 Danmark",,,
Café Kongedybet,3.5,1679.0,"------16,",---,15 anmeldelser,"55.66333,12.597521",2031.0,,Dansk,"Kongedybet 28, København 2300 Danmark",,,
Galaxe Pizza Bar,4.0,1681.0,,,5 anmeldelser,"55.68549,12.56644",1270.0,,,"Frederiksborggade 37, København 1360 Danmark",,,
Dark Waiter,4.0,129.0,,,3 anmeldelser,"55.68604,12.53966",2872.0,,,"Falkoner Alle 96, Frederiksberg, København 2000 Danmark",,,
M.G. Petersens Familiehave,3.0,130.0,------16141.-295.,--$$-$$$,136 anmeldelser,"55.67149,12.53114",3457.0,3.0,Dansk,"Pile Alle 16 Bus stop De Små Haver / Pile Allé 16, Frederiksberg, København 2000 Danmark",3.0,3.0,3.5
Efess Pizza Bar,4.0,1658.0,"------16,",,3 anmeldelser,"55.68638,12.55029",2241.0,,,"Rantzausgade 26, København 2200 Danmark",,,
Harbo Bar,4.0,1667.0,,--$$-$$$,5 anmeldelser,"55.68765,12.55946",1769.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Blaagaardsgade 2D, København 2200 Danmark",,,
Restaurant Element,3.5,1677.0,,,6 anmeldelser,"55.64348,12.54486",4749.0,,,"Molestien 11, København 2450 Danmark",,,
La Liberta,3.5,127.0,------1647.-201.,--$$-$$$------,10 anmeldelser,"55.68391,12.5046",5009.0,3.0,Café,"Marguerite Vibys Plads 1, Frederiksberg, København 2000 Danmark",3.0,3.0,
No. 31 - Wine & Food,3.5,1682.0,------1687.-248.,--$$-$$$---,9 anmeldelser,"55.685127,12.567826",1175.0,,Bar,"Frederiksborggade 31, København 1360 Danmark",,,
Chicks by Chicks,3.5,1673.0,"------16,",--$$-$$$---,10 anmeldelser,"55.67288,12.55895",1768.0,,Dansk,"Vesterbrogade 3 Tivoli Food Hall, København Danmark",,,
Yan Yan Restaurant,4.5,1655.0,------16,---,3 anmeldelser,"55.68214,12.569",982.0,,Kinesisk,"Linnesgade 14, St., Th, København 1361 Danmark",,,
Cafe Phenix,3.0,126.0,"------16,",--$$-$$$---------,101 anmeldelser,"55.67569,12.532722",3262.0,3.5,Café,"Allegade 8, Frederiksberg, København 2000 Danmark",3.5,3.5,3.5
THAIAWAY,3.5,125.0,------1667.-101.,--$$-$$$---,9 anmeldelser,"55.69667,12.53558",3568.0,,Thai,"Aeroegade, Frederiksberg, København 2000 Danmark",,,
Smeralda Copenhagen,4.5,1663.0,------16,---,8 anmeldelser,"55.696842,12.551222",2790.0,,Italiensk,"Jagtvej 119, København 2200 Danmark",,,
Fala Fala,4.0,1678.0,"------16,",,4 anmeldelser,"55.6795,12.59776",852.0,,,"Trangravsvej 14, København 1436 Danmark",,,
Brazaria,4.0,1674.0,"------16,",---,4 anmeldelser,"55.684048,12.569465",1028.0,,Gademad,"Torvehallerne, København Danmark",,,
YOmmi Frozen Yogurt,4.0,1675.0,,,3 anmeldelser,"55.68231,12.57368",708.0,,,"Kultorvet 9, København 1175 Danmark",,,
Ninja Tapas,4.5,1654.0,"------16,",------,4 anmeldelser,"55.65643,12.6093",3055.0,,Japansk,"Amagerbrogade, København Danmark",,,
Café A,3.5,1666.0,------16,--$$-$$$---,10 anmeldelser,"55.66579,12.59776",1792.0,,Café,"Amager Centret, København Danmark",,,
Ristorante La Porchetta,4.0,1660.0,------16101.-349.,--$$-$$$---,4 anmeldelser,"55.66688,12.54984",2600.0,,Italiensk,"Dybboelsgade 52, København 1721 Danmark",,,
The Pizza Bro,3.5,1680.0,------16,---,5 anmeldelser,"55.6665,12.58053",1516.0,,Italiensk,"Njalsgade 19D, København 2300 Danmark",,,
Cafe Stærkodder,4.0,1657.0,------16,,4 anmeldelser,"55.6737,12.592145",858.0,,"<div class=""header_links"">Pub</div>","Overgaden Neden Vandet 43, København 1414 Danmark",,,
Pizzeria Villanova,4.5,128.0,------16,---,3 anmeldelser,"55.67507,12.54693",2399.0,,Pizza,"2000 Gammel Kongevej 101, Frederiksberg, København Danmark",,,
MyPoké Nørrebro,3.5,1659.0,------1620.-121.,--$$-$$$------,5 anmeldelser,"55.69002,12.55845",1962.0,,Hawaiiansk,"Birkegade 2, København 2200 Danmark",,,
Den Franske Bogcafe,4.0,1665.0,,--$$-$$$,4 anmeldelser,"55.68058,12.57314",696.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Fiolstraede 16, København 1171 Danmark",,,
Sauvage,3.5,1676.0,,,5 anmeldelser,"55.67649,12.5763",628.0,,,"Nybrogade 14, København 1203 Danmark",,,
Burgers King,3.5,1669.0,------16,---,5 anmeldelser,"55.67502,12.580593",596.0,,Fastfood,"Hmshost Cph Airport, København Danmark",,,
Nibon Ya,3.0,1653.0,"------16,,",--$---------,74 anmeldelser,"55.673317,12.560267",1673.0,3.0,Asiatisk,"Vesterbrogade 15, København 1620 Danmark",3.0,3.5,
Fisk & Faerdigt,4.0,132.0,,,3 anmeldelser,"55.68041,12.54844",2242.0,,,"H.C. Oersteds Vej 37, Frederiksberg, København 1879 Danmark",,,
Wokbaren Spicylicious,3.5,131.0,,--$$-$$$,12 anmeldelser,"55.68438,12.5252",3730.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Nordre Fasanvej 52, Frederiksberg, København 2000 Danmark",3.5,3.5,
Dam Good Goodies,5.0,1697.0,------1627.-302.,--$$-$$$---------,1 anmeldelse,"55.69079,12.56479",1710.0,,Europæisk,"Ryesgade 7, København 2200 Danmark",,,
Vinbodegaen Frederiksberg,5.0,133.0,------1634.-188.,--$$-$$$,1 anmeldelse,"55.679214,12.525812",3661.0,,Vinstue,"Smallegade 39, Frederiksberg, København 2000 Danmark",,,
Kiin Kiin 71 omakase,5.0,1702.0,------16,---,1 anmeldelse,"55.679256,12.593479",588.0,,Asiatisk,"Nyhavn 71, København 1051 Danmark",,,
Baggard 27,5.0,1707.0,------1647.-302.,--$$-$$$---,1 anmeldelse,"55.67538,12.5728",878.0,,Grill,"Løngangstræde 27 First Hotel Twentyseven, København 1468 Danmark",,,
Asap Food,5.0,1688.0,------16,,2 anmeldelser,"55.66632,12.53934",3196.0,,,"Vesterfaelled Vej 61, København Danmark",,,
LeLe Street Kitchen,5.0,1711.0,"------16,",,1 anmeldelse,"55.66022,12.63293",3764.0,,,"Amager Strandvej 112, København 2300 Danmark",,,
Wai Mai,5.0,1705.0,------16,---,2 anmeldelser,"55.652164,12.534903",4373.0,,Asiatisk,"P. Knudsens Gade 29, København 2450 Danmark",,,
Katsura Sushi,5.0,1695.0,,,1 anmeldelse,"55.69435,12.50979",4930.0,,,"Sallingvej 3, København 2720 Danmark",,,
Woodomi,5.0,1700.0,"------16,",,1 anmeldelse,"55.68176,12.58458",200.0,,,"Gothersgade 8 Boltens Food Court, København 1264 Danmark",,,
Vores Marked,5.0,135.0,"------16,",------,1 anmeldelse,"55.6866,12.53354",3259.0,,Delikatesseforretning,"Godthaabsvej 32, Frederiksberg, København 2000 Danmark",,,
Garbanzo,5.0,1693.0,------16,---,1 anmeldelse,"55.68106,12.58041",266.0,,Middelhavsområdet,"Kld Svaertegade 3, København 1118 Danmark",,,
Cafe Badklubben,5.0,1692.0,------1634.-121.,--$$-$$$---,1 anmeldelse,"55.67502,12.59418",834.0,,Dansk,"Wilders Plads 11b, København 1403 Danmark",,,
Bella Italia,4.0,134.0,"------16,",,2 anmeldelser,"55.68081,12.54907",2204.0,,,"H.C. Orstedsvej 42, Frederiksberg, København 1879 Danmark",,,
Ismejeriet Tivoli,5.0,1709.0,------16,---,1 anmeldelse,"55.673683,12.568147",1225.0,,Café,"Tivoli, København Danmark",,,
