,Unnamed: 0,Location,Ranking on list,Price class numeric,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexicansk,Steakhouse,City Area
1149,1149,"55.67678,12.574301",317.0,2,Blød Hat,1466,0,0,0,0,0,0,0,0,0,kbh k
1150,1150,"55.681534,12.58494",315.0,2,Hot Buns,1260,0,0,0,0,0,0,0,0,0,kbh k
1151,1151,"55.68115,12.58605",313.0,2,Ravage Restaurant Copenhagen,1050,0,0,0,0,0,0,0,0,0,kbh k
1152,1152,"55.687363,12.590702",310.0,2,Toldbod Bodega,1263,0,0,0,0,0,0,0,0,0,kbh k
1153,1153,"55.695568,12.54705",309.0,2,Møller Kaffe & Køkken,2200,0,0,0,0,1,0,0,0,0,kbh n
1154,1154,"55.675655,12.567479",308.0,2,Rosie McGee's Restaurant & Bar,1620,0,0,0,0,0,0,0,1,0,kbh v
1155,1155,"55.683426,12.568272",306.0,2,La Petanque,,0,0,0,0,0,0,0,0,0,andet
1156,1156,"55.675793,12.542536",305.0,2,Restaurant Melee,1828,0,0,0,0,0,0,0,0,0,frb.
1157,1157,"55.69223,12.555915",304.0,2,Baest,2200,1,0,0,0,0,1,0,0,0,kbh n
1158,1158,"55.672348,12.563333",302.0,2,Poonchai Thai Restaurant,1650,0,0,0,1,0,0,0,0,0,kbh v
1159,1159,"55.67222,12.54816",301.0,2,Al-Diwan,1620,0,0,0,0,0,0,1,0,0,kbh v
1160,1160,"55.673717,12.566682",300.0,3,Nimb Brasserie,1577,0,0,0,0,0,0,0,0,0,kbh v
1161,1161,"55.67597,12.561803",299.0,2,Ristorante L’Appetito,1606,1,0,0,0,0,1,0,0,0,kbh v
1162,1162,"55.67328,12.559772",297.0,2,Floras Cafe & Steakhouse,1620,0,0,0,0,0,0,0,0,1,kbh v
1163,1163,"55.670555,12.560226",296.0,2,Baan Thai Isarn,1706,0,0,0,1,0,0,0,0,0,kbh v
1164,1164,"55.6844,12.559739",292.0,2,Thai Pan,2200,0,0,0,1,0,0,0,0,0,kbh n
1165,1165,"55.675716,12.571305",291.0,2,Oscar Bar Cafe,,0,0,0,0,1,0,0,0,0,andet
1166,1166,"55.677807,12.578809",290.0,2,Cock's & Cows Gl. Strand,1202,0,0,0,0,0,0,0,0,0,kbh k
1167,1167,"55.68275,12.578266",289.0,2,Restaurant SULT,1120,0,0,0,0,0,0,0,0,0,kbh k
1168,1168,"55.673656,12.549966",286.0,2,Les Trois Cochons,1619,0,0,0,0,0,0,0,0,0,kbh v
1169,1169,"55.6825,12.574155",285.0,2,Restaurant Jacobsen,1175,0,0,0,0,0,0,0,0,0,kbh k
1170,1170,"55.67979,12.575988",282.0,2,Peder Oxe,1154,0,0,0,0,0,0,0,0,0,kbh k
1171,1171,"55.67447,12.559225",281.0,2,Restaurant Fridas,1610,0,0,0,0,0,0,0,0,0,kbh v
1172,1172,"55.679996,12.575896",279.0,2,Huks Fluks,1154,0,0,0,0,0,0,0,0,0,kbh k
1173,1173,"55.68082,12.572753",275.0,1,Dalle Valle,5000,0,0,0,0,0,0,0,0,0,andet
1174,1174,"55.68223,12.588652",274.0,2,Restaurant Diamond Rice,1260,0,0,1,0,0,0,0,0,0,kbh k
1175,1175,"55.672462,12.556114",272.0,2,The South Indian Vesterbro,1620,0,0,0,0,0,0,1,0,0,kbh v
1176,1176,"55.667847,12.56077",270.0,2,Restaurant Gorilla,1711,0,0,0,0,0,0,0,0,0,kbh v
1177,1177,"55.673264,12.582738",268.0,3,Søren K,1221,0,0,0,0,0,0,0,0,0,kbh k
1178,1178,"55.6806,12.578825",264.0,2,A.C. Perch's Thehandel,1114,0,0,0,0,1,0,0,0,0,kbh k
1179,1179,"55.68346,12.587003",262.0,3,Restaurant Rebel,1264,0,0,0,0,0,0,0,0,0,kbh k
1180,1180,"55.682446,12.581867",261.0,2,Pastis,1123,0,0,0,0,0,0,0,0,0,kbh k
1181,1181,"55.68047,12.580585",260.0,2,Madklubben Grill Copenhagen,1112,0,0,0,0,0,0,0,0,1,kbh k
1182,1182,"55.676945,12.589578",259.0,2,Restaurant Sahil,1058,0,0,0,0,0,0,1,0,0,kbh k
1183,1183,"55.681416,12.564747",257.0,2,Restaurant Uma,1364,0,1,1,0,0,0,0,0,0,kbh k
1184,1184,"55.679825,12.59253",254.0,2,Karma Sushi Nyhavn,1051,0,1,0,0,0,0,0,0,0,kbh k
1185,1185,"55.678257,12.569578",253.0,2,L'éducation Nationale,1454,0,0,0,0,0,0,0,0,0,kbh k
1186,1186,"55.67216,12.560765",251.0,2,Frk. Barners Kaelder,1653,0,0,0,0,0,0,0,0,0,kbh v
1187,1187,"55.680748,12.58331",250.0,2,Café Victor,1101,0,0,0,0,1,0,0,0,0,kbh k
1188,1188,"55.678875,12.573247",244.0,2,Barburrito,1159,0,0,0,0,0,0,0,1,0,kbh k
1189,1189,"55.68435,12.567383",241.0,2,Cafe Munk,1364,0,0,0,0,0,0,1,0,0,kbh k
1190,1190,"55.677876,12.577106",240.0,2,SPIS,1201,0,0,0,0,0,0,0,0,0,kbh k
1191,1191,"55.693066,12.543383",239.0,3,Relæ,2200,0,0,0,0,0,0,0,0,0,kbh n
1192,1192,"55.68779,12.56035",238.0,1,Grillen Nørrebro Burger Bar,2200,0,0,0,0,0,0,0,0,0,kbh n
1193,1193,"55.63661,12.654269",236.0,2,Kystens Perle,2770,0,0,0,0,0,0,0,0,0,andet
1194,1194,"55.699085,12.57793",235.0,2,Halifax Østerbro,2100,0,0,0,0,0,0,0,0,0,kbh ø
1195,1195,"55.68082,12.584497",234.0,2,Fishmarket,1103,0,0,1,0,0,0,0,0,0,kbh k
1196,1196,"55.67624,12.580449",233.0,3,Tarnet Restaurant,1218,0,0,0,0,0,0,0,0,0,kbh k
1197,1197,"55.672806,12.552887",232.0,2,Madklubben Vesterbro,1620,0,0,0,0,0,0,0,0,0,kbh v
1198,1198,"55.672825,12.574137",230.0,2,Restaurant Flammen Kobenhavn HCA,1553,0,0,0,0,0,0,0,0,0,kbh v
1199,1199,"55.680305,12.581251",229.0,2,The Market Asian Kitchen & Bar,1106,0,1,0,0,0,0,0,0,0,kbh k
1200,1200,"55.680256,12.589661",228.0,2,Hyttefadet,1051,0,0,0,0,0,0,0,0,0,kbh k
1201,1201,"55.681133,12.579561",226.0,2,Restaurant Pilekælderen,1112,0,0,0,0,0,0,0,0,0,kbh k
1202,1202,"55.678703,12.566175",224.0,2,Cock's & Cows SP34,1453,0,0,0,0,0,0,0,0,0,kbh k
1203,1203,"55.66884,12.55866",222.0,2,BollyFood,1716,0,0,0,0,0,0,1,0,0,kbh v
1204,1204,"55.681007,12.582661",221.0,2,La Vecchia Signora,,1,0,0,0,0,1,0,0,0,andet
1205,1205,"55.68551,12.591302",220.0,2,Cafe Oscar,1264,0,0,0,0,1,0,0,0,0,kbh k
1206,1206,"55.680023,12.590597",216.0,2,Restaurant Havfruen,1051,0,0,1,0,0,0,0,0,0,kbh k
1207,1207,"55.670692,12.561213",215.0,2,Apropos - Cafe & Restaurant,1700,0,0,0,0,1,0,0,0,0,kbh v
1208,1208,"55.674496,12.573097",212.0,2,Tivolihallen,,0,0,0,0,0,0,0,0,0,andet
1209,1209,"55.685497,12.5523",211.0,2,Scarpetta,,0,0,0,0,0,1,0,0,0,andet
1210,1210,"55.677715,12.574707",210.0,2,Cafe Sorgenfri,1211,0,0,0,0,0,0,0,0,0,kbh k
1211,1211,"55.680466,12.588781",208.0,2,Heering Restaurant and Bistro,1051,0,0,0,0,0,0,0,0,0,kbh k
1212,1212,"55.63971,12.577826",206.0,2,Restaurant BASALT,2300,0,0,0,0,0,0,0,0,0,kbh s
1213,1213,"55.683224,12.569928",205.0,2,Musling Bistro,1361,0,0,1,0,0,0,0,0,0,kbh k
1214,1214,"55.683353,12.58495",202.0,2,Pluto,,0,0,0,0,0,0,0,0,0,andet
1215,1215,"55.684498,12.566181",201.0,2,Pintxos,1366,0,0,0,0,0,0,0,0,0,kbh k
1216,1216,"55.689873,12.558576",200.0,2,Laundromat Cafe,,0,0,0,0,1,0,0,0,0,andet
1217,1217,"55.683926,12.574471",199.0,2,Restaurant Brdr. Price,1130,0,0,0,0,0,0,0,0,0,kbh k
1218,1218,"55.683907,12.587989",198.0,2,Madklubben Bistro De Luxe,1264,0,0,0,0,0,0,0,0,0,kbh k
1219,1219,"55.675575,12.564882",197.0,2,Axelborg Bodega,1609,0,0,0,0,0,0,0,0,0,kbh v
1220,1220,"55.679207,12.578871",196.0,2,Royal Smushi Cafe,1160,0,0,0,0,1,0,0,0,0,kbh k
1221,1221,"55.672592,12.550527",195.0,2,FAMO,1662,0,0,0,0,0,1,0,0,0,kbh v
1222,1222,"55.67403,12.56077",194.0,2,Retour Steak Vesterbro,1614,0,0,0,0,0,0,0,0,1,kbh v
1223,1223,"55.67821,12.575178",191.0,2,Københavner Cafeen,1209,0,0,0,0,0,0,0,0,0,kbh k
1224,1224,"55.683933,12.587433",188.0,2,Amadeus,,0,0,0,0,0,0,0,0,0,andet
1225,1225,"55.67978,12.584883",187.0,2,Hviids Vinstue,1050,0,0,0,0,0,0,0,0,0,kbh k
1226,1226,"55.690094,12.563903",184.0,2,Norrebro Bryghus,2200,0,0,0,0,0,0,0,0,0,kbh n
1227,1227,"55.68079,12.582797",183.0,2,Restaurant l'Alsace,1101,0,0,1,0,0,0,0,0,0,kbh k
1228,1228,"55.6727,12.552156",182.0,2,Spuntino,,0,0,0,0,0,1,0,0,0,andet
1229,1229,"55.680134,12.574139",181.0,1,RizRaz,1169,0,0,0,0,0,0,0,0,0,kbh k
1230,1230,"55.68454,12.587928",179.0,2,Ida Davidsen,1264,0,0,0,0,0,0,0,0,0,kbh k
1231,1231,"55.68024,12.574541",178.0,2,Det lille Apotek,1169,0,0,0,0,0,0,0,0,0,kbh k
1232,1232,"55.682655,12.586298",177.0,2,Restaurant Vita,,0,0,0,0,0,0,0,0,0,andet
1233,1233,"55.682056,12.593678",176.0,3,SALT bar & restaurant,1253,0,0,0,0,0,0,0,0,0,kbh k
1234,1234,"55.684814,12.566233",174.0,2,Ristorante La Rocca,1363,0,0,0,0,0,1,0,0,0,kbh k
1235,1235,"55.6681,12.558965",173.0,2,Kodbyens Fiskebar,1711,0,0,1,0,0,0,0,0,0,kbh v
1236,1236,"55.67253,12.584334",172.0,3,Restaurant no. 2,1402,0,0,0,0,0,0,0,0,0,kbh k
1237,1237,"55.677876,12.580765",171.0,2,Gitte Kik,1065,0,0,0,0,0,0,0,0,0,kbh k
1238,1238,"55.679462,12.592389",170.0,3,Restaurant HUMMER,1051,0,0,1,0,0,0,0,0,0,kbh k
1239,1239,"55.680897,12.588319",168.0,2,Restaurant Zeleste,1051,0,0,1,0,0,0,0,0,0,kbh k
1240,1240,"55.679688,12.584787",167.0,2,Skindbuksen,1074,0,0,0,0,0,0,0,0,0,kbh k
1241,1241,"55.677864,12.595992",166.0,2,Restaurant Barr,1401,0,0,0,0,0,0,0,0,0,kbh k
1242,1242,"55.68,12.574831",165.0,2,Mon Amour,1159,0,0,0,0,0,0,0,0,0,kbh k
1243,1243,"55.68188,12.588588",162.0,3,MASH,1260,0,0,0,0,0,0,0,0,1,kbh k
1244,1244,"55.677254,12.569583",161.0,2,BrewPub København,1456,0,0,0,0,0,0,0,0,0,kbh k
1245,1245,"55.670723,12.558301",160.0,2,Neighbourhood,1650,1,0,0,0,0,1,0,0,0,kbh v
1246,1246,"55.673992,12.591496",159.0,2,Cafe Wilder,1408,0,0,0,0,1,0,0,0,0,kbh k
1247,1247,"55.678604,12.569211",157.0,2,Atlas bar,,0,0,0,0,0,0,0,0,0,andet
1248,1248,"55.677055,12.57527",156.0,2,Riz Raz,1208,0,0,0,0,0,0,0,0,0,kbh k
1249,1249,"55.687412,12.592747",155.0,2,Cafe Petersborg,1260,0,0,0,0,0,0,0,0,0,kbh k
1250,1250,"55.684593,12.532107",154.0,1,Café Delfinen,2000,0,0,0,0,0,0,0,0,0,frb.
1251,1251,"55.681255,12.589156",154.0,2,The Union Kitchen,1255,0,0,0,0,0,0,0,0,0,kbh k
1252,1252,"55.68181,12.582044",153.0,2,Retour Steak,1101,0,0,0,0,0,0,0,0,1,kbh k
1253,1253,"55.68521,12.5288",150.0,2,Cafe Hyggestuen,2000,0,0,0,0,0,0,0,0,0,frb.
1254,1254,"55.687473,12.591379",150.0,3,Bistro Boheme,1263,0,0,0,0,0,0,0,0,0,kbh k
1255,1255,"55.692802,12.551605",149.0,2,Oysters & Grill,2200,0,0,1,0,0,0,0,0,0,kbh n
1256,1256,"55.68151,12.51796",148.0,99,Piccolino Pizzeria & Sandwichbar,2000,1,0,0,0,0,0,0,0,0,frb.
1257,1257,"55.669167,12.558619",147.0,2,Pate pate,1716,0,0,0,0,0,0,0,0,0,kbh v
1258,1258,"55.676243,12.580428",143.0,3,Taarnet,1218,0,0,0,0,0,0,0,0,0,kbh k
1259,1259,"55.675884,12.575304",137.0,2,Cafe Katz,1220,0,0,0,0,1,0,0,0,0,kbh k
1260,1260,"55.67971,12.583878",136.0,2,Llama Restaurante & Bar,1074,0,0,0,0,0,0,0,0,0,kbh k
1261,1261,"55.68081,12.54907",134.0,99,Bella Italia,1879,0,0,0,0,0,0,0,0,0,frb.
1262,1262,"55.68041,12.54844",132.0,99,Fisk & Faerdigt,1879,0,0,0,0,0,0,0,0,0,frb.
1263,1263,"55.68604,12.53966",129.0,99,Dark Waiter,2000,0,0,0,0,0,0,0,0,0,frb.
1264,1264,"55.67929,12.573746",124.0,2,Ristorante Italiano,1171,1,0,0,0,0,1,0,0,0,kbh k
1265,1265,"55.67551,12.593101",122.0,3,Restaurant Kanalen,1403,0,0,0,0,0,0,0,0,0,kbh k
1266,1266,"55.67893,12.50846",121.0,99,Mit Lille Kokken,2000,0,0,0,0,0,0,0,0,0,frb.
1267,1267,"55.67773,12.533355",117.0,99,Opera Cafe,2000,0,0,0,0,0,1,0,0,0,frb.
1268,1268,"55.6804,12.5483",115.0,99,Aroii Thai Takeaway,1871,0,0,0,1,0,0,0,0,0,frb.
1269,1269,"55.681465,12.533439",105.0,2,Classic Pizza Frederiksberg C,2000,1,0,0,0,0,1,0,0,0,frb.
1270,1270,"55.68332,12.52785",101.0,2,Bangkok,2000,0,0,0,1,0,0,0,0,0,frb.
1271,1271,"55.67517,12.54768",100.0,99,90'eren,,0,0,0,0,0,0,0,0,0,andet
1272,1272,"55.673,12.549883",97.0,99,Viben Fiskehus,1819,0,0,0,0,0,0,0,0,0,frb.
1273,1273,"55.686523,12.532753",96.0,99,Det Rene Brød,2000,0,0,0,0,0,0,0,0,0,frb.
1274,1274,"55.6869,12.52111",90.0,2,Petit Pate,2000,0,0,0,0,0,0,0,0,0,frb.
1275,1275,"55.66896,12.55816",87.0,1,Wedofood,1700,0,0,0,0,0,0,0,0,0,kbh v
1276,1276,"55.68195,12.51056",84.0,99,Bodenhoff,2000,0,0,0,0,0,0,0,0,0,frb.
1277,1277,"55.67711,12.53901",83.0,99,Izumi Frederiksberg,1850,0,0,0,0,0,0,0,0,0,frb.
1278,1278,"55.665604,12.543311",83.0,1,Ramen To Biiru,1674,0,0,0,0,0,0,0,0,0,kbh v
1279,1279,"55.68599,12.53617",79.0,1,Wok King,2000,0,0,0,0,0,0,0,0,0,frb.
1280,1280,"55.676323,12.542506",75.0,3,MASH Frederiksberg,1850,0,0,0,0,0,0,0,0,1,frb.
1281,1281,"55.68159,12.53462",63.0,2,Jasmin Corner,2000,0,0,0,1,0,0,0,0,0,frb.
1282,1282,"55.68356,12.524359",61.0,2,Bartof,2000,0,0,0,0,1,0,0,0,0,frb.
1283,1283,"55.68175,12.53509",59.0,2,Restaurant India,1950,0,0,0,0,0,0,1,0,0,frb.
1284,1284,"55.67039,12.53549",57.0,2,Omakase,1800,0,1,0,0,0,0,0,0,0,frb.
1285,1285,"55.675423,12.554342",55.0,2,Nagoya,1900,0,0,0,0,0,0,0,0,0,frb.
1286,1286,"55.67904,12.53022",54.0,2,Genki sushi,2000,0,1,0,0,0,0,0,0,0,frb.
1287,1287,"55.67375,12.521137",51.0,3,Bistro Panpan,2000,0,0,0,0,0,0,0,0,0,frb.
1288,1288,"55.684254,12.52514",49.0,2,Lundgren V.I.P. Frederiksberg,2000,0,0,0,0,0,1,0,0,0,frb.
1289,1289,"55.67902,12.5112",44.0,2,Hos Trine og Christian,2000,0,0,0,0,0,0,0,0,0,frb.
1290,1290,"55.67982,12.548",43.0,2,Dinner Sushi,1879,0,1,0,0,0,0,0,0,0,frb.
1291,1291,"55.67439,12.55225",42.0,2,Restaurant Frokosten,1850,0,0,0,0,0,0,0,0,0,frb.
1292,1292,"55.68164,12.54928",41.0,3,Poco Picante,1879,0,0,0,0,0,0,0,1,0,frb.
1293,1293,"55.6786,12.53293",38.0,1,Rialto grill,2000,0,0,0,0,0,0,0,0,0,frb.
1294,1294,"55.67056,12.53126",37.0,2,Restaurant Pilekroen,2000,0,0,0,0,0,0,0,0,0,frb.
1295,1295,"55.667103,12.525375",31.0,2,Bjælkehuset,2500,0,0,0,0,0,0,0,0,0,valby
1296,1296,"55.67837,12.532575",27.0,2,Restaurant Frksbrg,2000,0,0,0,0,0,0,0,0,0,frb.
1297,1297,"55.68537,12.538145",26.0,2,London Pub,2000,0,0,0,0,0,0,0,0,0,frb.
1298,1298,"55.681324,12.549269",24.0,2,Cafe Kitchenette,1879,0,0,0,0,1,0,0,0,0,frb.
1299,1299,"55.67328,12.549996",23.0,2,Granola,1819,0,0,0,0,1,0,0,0,0,frb.
1300,1300,"55.67094,12.531083",21.0,2,Krøgers Familiehave ,2000,0,0,0,0,0,0,0,0,0,frb.
1301,1301,"55.67805,12.534747",20.0,2,Deligreco,1850,0,0,0,0,0,0,0,0,0,frb.
1302,1302,"55.68366,12.536819",19.0,2,Ristorante Fabio,2000,0,0,0,0,0,1,0,0,0,frb.
1303,1303,"55.67338,12.545139",16.0,2,La Fiesta Mexicana,1820,0,0,0,0,0,0,0,1,0,frb.
1304,1304,"55.672527,12.531405",13.0,2,Hansens Gamle Familiehave,2000,0,0,0,0,0,0,0,0,0,frb.
1305,1305,"55.680454,12.530861",12.0,2,Halifax Frederiksberg,2000,0,0,0,0,0,0,0,0,0,frb.
1306,1306,"55.679283,12.525986",9.0,2,Sokkelund Cafe & Brasserie,2000,0,0,0,0,1,0,0,0,1,frb.
1307,1307,"55.67465,12.56566",,99,Kaktus,1630,0,0,0,0,0,0,0,0,0,kbh v
1308,1308,"55.67412,12.55115",,99,Rouge Oysters,1610,0,0,0,0,0,0,0,0,0,kbh v
1309,1309,"55.712723,12.577856",2111.0,2,Salonen,2100,0,0,0,0,0,0,0,0,0,kbh ø
1310,1310,"55.672523,12.556921",2076.0,2,Mint By India Royale,1620,0,0,0,0,0,0,1,0,0,kbh v
1311,1311,"55.672714,12.489362",2001.0,2,Café Danasia,2500,0,0,0,0,0,0,0,0,0,valby
1312,1312,"55.67904,12.57606",1819.0,99,Marrakesh Kitchen,,0,0,0,0,0,0,0,0,0,andet
1313,1313,"55.68062,12.58873",1781.0,99,The Bar,1051,0,0,0,0,0,0,0,0,0,kbh k
1314,1314,"55.713017,12.568762",1698.0,99,La Cipa Pizzaria,2100,0,0,0,0,0,0,0,0,0,kbh ø
1315,1315,"55.696842,12.551222",1663.0,99,Smeralda Copenhagen,2200,0,0,0,0,0,1,0,0,0,kbh n
1316,1316,"55.68214,12.569",1655.0,99,Yan Yan Restaurant,1361,0,0,0,0,0,0,0,0,0,kbh k
1317,1317,"55.65643,12.6093",1654.0,99,Ninja Tapas,,0,1,0,0,0,0,0,0,0,andet
1318,1318,"55.67085,12.5591",1648.0,99,Pizza Central,1650,0,0,0,0,0,0,0,0,0,kbh v
1319,1319,"55.67899,12.584465",1646.0,99,Riccos Kaffebar Magasin du Nord,,0,0,0,0,0,0,0,0,0,andet
1320,1320,"55.66897,12.55816",1641.0,99,Rebel Food,1700,0,0,0,0,0,0,0,0,0,kbh v
1321,1321,"55.68437,12.56379",1640.0,99,Il Tagliere,1370,0,0,0,0,0,1,0,0,0,kbh k
1322,1322,"55.65099,12.53642",1635.0,99,Cafe Engholmen,2450,0,0,0,0,0,0,0,0,0,kbh sv
1323,1323,"55.67972,12.59213",1625.0,99,Donna Wood,1051,0,0,0,0,0,0,0,0,0,kbh k
1324,1324,"55.67514,12.55942",1620.0,99,Restaurant Napa,1601,0,0,0,0,0,0,0,0,0,kbh v
1325,1325,"55.69631,12.57175",1618.0,99,Pizzaria Cavallino,2100,0,0,0,0,0,0,0,0,0,kbh ø
1326,1326,"55.69957,12.578318",1616.0,1,Mokkariet - Odensegade,2100,0,0,0,0,0,0,0,0,0,kbh ø
1327,1327,"55.64681,12.529623",1615.0,99,Karens Minde Kulturhus,,0,0,0,0,0,0,0,0,0,andet
1328,1328,"55.66565,12.5978",1614.0,99,Poonchai Thai Restaurant,2300,0,0,0,0,0,0,0,0,0,kbh s
1329,1329,"55.68783,12.54636",1605.0,99,Café Gæst,2200,0,0,0,0,0,0,0,0,0,kbh n
1330,1330,"55.681324,12.583271",1604.0,2,Grabs Deli,1107,0,0,0,0,0,0,0,0,0,kbh k
1331,1331,"55.68715,12.53009",1603.0,99,Gastronomia Candido,,0,0,0,0,0,1,0,0,0,andet
1332,1332,"55.70128,12.58097",1597.0,99,Lagkagehuset,2100,0,0,0,0,0,0,0,0,0,kbh ø
1333,1333,"55.68629,12.53463",1596.0,99,Fitnesso,2000,0,0,0,0,0,0,0,0,0,frb.
1334,1334,"55.683647,12.565475",1595.0,99,Kabys,1366,0,0,0,0,0,0,0,0,0,kbh k
1335,1335,"55.674,12.57236",1587.0,99,Her Er Ro Pub,,0,0,0,0,0,0,0,0,0,andet
1336,1336,"55.49373,11.17681",1578.0,99,Restaurant Skipperkroen,,0,0,0,0,0,0,0,0,0,andet
1337,1337,"55.68947,12.56005",1576.0,1,Phago,2200,0,0,0,0,0,0,0,0,0,kbh n
1338,1338,"55.68323,12.57393",1574.0,2,Baguette Company,1130,1,0,0,0,0,1,0,0,0,kbh k
1339,1339,"55.67148,12.546287",1564.0,1,Us Sandwich APS,1620,0,0,0,0,0,0,0,0,0,kbh v
1340,1340,"55.66713,12.54901",1563.0,99,D.D. Thai Take Away,1665,0,0,0,0,0,0,0,0,0,kbh v
1341,1341,"55.68484,12.571856",1553.0,1,Kaffe K,1123,0,0,0,0,1,0,0,0,0,kbh k
1342,1342,"55.68348,12.5872",1548.0,99,Ostehjornet,,0,0,0,0,0,0,0,0,0,andet
1343,1343,"55.66648,12.55302",1545.0,99,Rbabarrab Ølbar,1720,0,0,0,0,0,0,0,0,0,kbh v
1344,1344,"55.67934,12.533799",1535.0,99,Det Grønne Køkken,2000,0,0,0,0,0,0,0,0,0,frb.
1345,1345,"55.6827,12.56396",1532.0,99,Madore,1366,0,0,0,0,0,0,0,0,0,kbh k
1346,1346,"55.66673,12.549067",1530.0,99,Klai's,,0,0,0,0,0,0,0,0,0,andet
1347,1347,"55.70813,12.57705",1528.0,99,Scamorza,2100,0,0,0,0,0,1,0,0,0,kbh ø
1348,1348,"55.68132,12.58331",1524.0,2,Grabz,1107,0,0,0,0,0,0,0,0,0,kbh k
1349,1349,"55.6816,12.58427",1518.0,99,Aloha,1123,0,0,0,0,0,0,0,0,0,kbh k
1350,1350,"55.66761,12.57896",1510.0,99,Basal,2300,0,0,0,0,0,0,0,0,0,kbh s
1351,1351,"55.67945,12.580216",1507.0,99,MyPoké,1001,0,0,0,0,0,0,0,0,0,kbh k
1352,1352,"55.68641,12.58769",1505.0,99,Borgerkroen,1300,0,0,0,0,0,0,0,0,0,kbh k
1353,1353,"55.67502,12.580593",1502.0,99,Bryghus,,0,0,0,0,0,0,0,0,0,andet
1354,1354,"55.67194,12.556425",1498.0,99,Restaurant Le Basilic.,1656 V,0,0,0,0,0,0,0,0,0,andet
1355,1355,"55.69329,12.55528",1497.0,2,Paloma Vermut Cafe,2200,0,0,0,0,1,0,0,0,0,kbh n
1356,1356,"55.66637,12.58009",1493.0,99,Alimentari,2300,0,0,0,0,1,1,0,0,0,kbh s
1357,1357,"55.69373,12.55472",1486.0,1,Cravings - Cupcakes & Kager,2200,0,0,0,0,1,0,0,0,0,kbh n
1358,1358,"55.68909,12.55985",1485.0,99,VeVe Bistro,2200,0,0,0,0,0,0,0,0,0,kbh n
1359,1359,"55.67007,12.560492",1482.0,99,Hverdagen,1700,0,0,0,0,0,0,0,0,0,kbh v
1360,1360,"55.684723,12.583607",1480.0,2,Peryton,1302,0,0,0,0,0,0,0,0,0,kbh k
1361,1361,"55.68578,12.55199",1477.0,1,Bello e Buono,2200,1,0,0,0,0,1,0,0,0,kbh n
1362,1362,"55.666126,12.597341",1476.0,99,Shamyat Halawiyat,2300,0,0,0,0,1,0,0,0,0,kbh s
1363,1363,"55.72609,12.57855",1473.0,99,Paleo Waterfront Shopping,,0,0,0,0,0,0,0,0,0,andet
1364,1364,"55.68223,12.56178",1469.0,99,Cafe Antique,1370,0,0,0,0,0,0,0,0,0,kbh k
1365,1365,"55.68997,12.57345",1468.0,99,Quattro Stagioni,,0,0,0,0,0,0,0,0,0,andet
1366,1366,"55.67033,12.54028",1464.0,99,Musik-conditoriet,,0,0,0,0,1,0,0,0,0,andet
1367,1367,"55.70187,12.5777",1458.0,99,Kulinaris,,0,0,0,0,0,0,0,0,0,andet
1368,1368,"55.69306,12.610051",1456.0,2,Lima by Mercedes,1432,0,0,1,0,0,0,0,0,0,kbh k
1369,1369,"55.683407,12.582965",1453.0,99,Parc Ferme,1304,0,0,0,0,0,0,0,0,0,kbh k
1370,1370,"55.68359,12.58762",1450.0,99,Kaelder 12,,0,0,0,0,0,0,0,0,0,andet
1371,1371,"55.689743,12.574204",1449.0,2,Cafe Noura Antik,1307,0,0,0,0,0,1,0,0,0,kbh k
1372,1372,"55.6795,12.59776",1446.0,2,The Spoon Company,1436,0,0,0,0,0,0,0,0,0,kbh k
1373,1373,"55.693886,12.49341",1445.0,99,Restaurant India Vanlose,2720,0,0,0,0,0,0,1,0,0,andet
1374,1374,"55.673576,12.566107",1444.0,99,Nimb Vinotek,1577,0,0,0,0,0,0,0,0,0,kbh v
1375,1375,"55.671402,12.54444",1443.0,2,Kimchi,1620,0,0,0,0,0,0,0,0,0,kbh v
1376,1376,"55.66394,12.580012",1439.0,99,Islands Brygge Wok,2300,0,0,0,1,0,0,0,0,0,kbh s
1377,1377,"55.66063,12.632699",1437.0,99,Sticks ’n' Sushi,2300,0,0,0,0,0,0,0,0,0,kbh s
1378,1378,"55.68867,12.55896",1435.0,99,Take'n Eat,2200,0,0,0,0,0,0,0,0,0,kbh n
1379,1379,"55.68868,12.56233",1432.0,99,San Marzano,2200,1,0,0,0,0,1,0,0,0,kbh n
1380,1380,"55.683674,12.56975",1429.0,1,Uganic,1360,0,0,0,0,0,0,0,0,0,kbh k
1381,1381,"55.70019,12.57839",1427.0,99,Respect by Plant Power Food,2100,0,0,0,0,1,0,0,0,0,kbh ø
1382,1382,"55.68866,12.55827",1419.0,99,Koshari-Egyptisk Vegetarisk Street Food,2200,0,0,0,0,0,0,0,0,0,kbh n
1383,1383,"55.680077,12.577937",1416.0,99,Royal bagel,1151,0,0,0,0,0,0,0,0,0,kbh k
1384,1384,"55.643887,12.615295",1410.0,2,Mit Konditori,2300,0,0,0,0,0,0,0,0,0,kbh s
1385,1385,"55.632122,12.579871",1409.0,2,Foodcorner,2300,1,0,0,0,0,1,0,0,0,kbh s
1386,1386,"55.68043,12.562826",1406.0,2,Italian Trattoria and wine bar -The Food Collective,1369,0,0,0,0,0,1,0,0,0,kbh k
